name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
NB6_FDME210455357-1r,BH4_FDSW220017124-1r,0.0250191,0.309954979,0.707752347,0.261463111,0.057128706
NB7_FDME210455358-1r,BH4_FDSW220017124-1r,0.02643385,0.3180176,0.700499294,0.239395291,0.058226002
NB11_FDME210455362-1b,BH4_FDSW220017124-1r,0.02477525,0.308322371,0.709249462,0.266018164,0.056991754
NB12_FDME210455363-1r,BH4_FDSW220017124-1r,0.02472472,0.314681249,0.702692629,0.246068637,0.055211038
NB15_FDME210455366-1r,BH4_FDSW220017124-1r,0.02712594,0.333486812,0.68509709,0.192533229,0.055726049
SY1_FDME210455397-2a,BH4_FDSW220017124-1r,0.05154464,0.242834245,0.798314593,0.537003787,0.16945237
SY3_FDME210455399-2a,BH4_FDSW220017124-1r,0.1157844,0.233292569,0.867104619,0.746301272,0.430348847
SY7_FDME210455403-2a,BH4_FDSW220017124-1r,0.07704987,0.239337892,0.824163824,0.615651511,0.265322449
SY9_FDME210455405-2a,BH4_FDSW220017124-1r,0.09140883,0.220629624,0.857778946,0.717927391,0.355385502
SY11_FDME210455407-1r,BH4_FDSW220017124-1r,0.04364983,0.189769968,0.847210632,0.68577271,0.194870667
SY12_FDME210455408-1r,BH4_FDSW220017124-1r,0.07040086,0.203195833,0.857148132,0.716008108,0.296974425
SY13_FDME210455409-2a,BH4_FDSW220017124-1r,0.12360494,0.234515522,0.87344682,0.765597771,0.460363309
SY15_FDME210455411-2a,BH4_FDSW220017124-1r,0.09954985,0.206125582,0.881641719,0.790531208,0.425795285
ST1_FDME220007465-1r,BH4_FDSW220017124-1r,0.14164235,0.284588981,0.833464953,0.643950716,0.414822577
ST3_L1,BH4_FDSW220017124-1r,0.11532072,0.346150982,0.739080289,0.356780118,0.246225709
ST7_FDME220007471-1r,BH4_FDSW220017124-1r,0.11229033,0.312822694,0.774101409,0.463333827,0.277870195
ST9_L1,BH4_FDSW220017124-1r,0.12288554,0.329410187,0.764540825,0.434245218,0.285209796
ST10_L1,BH4_FDSW220017124-1r,0.15355875,0.273118042,0.858750631,0.720883799,0.482826665
ST12_L1,BH4_FDSW220017124-1r,0.14980775,0.272505371,0.855682499,0.711548836,0.47040493
ST13_L1,BH4_FDSW220017124-1r,0.15769909,0.319752544,0.807606223,0.565274089,0.398304154
ST15_L1,BH4_FDSW220017124-1r,0.14224761,0.310941613,0.803330186,0.552264009,0.367502433
WZ1_L1,BH4_FDSW220017124-1r,0.03321325,0.305990831,0.717851345,0.292189874,0.077917943
WZ3_L1,BH4_FDSW220017124-1r,0.03234754,0.301903319,0.721433272,0.303088087,0.077298228
WZ5_L1,BH4_FDSW220017124-1r,0.0316802,0.293303921,0.729816822,0.328595504,0.078828619
WZ7_FDME210455463-1r,BH4_FDSW220017124-1r,0.03259117,0.299968272,0.723615194,0.309726706,0.078619868
WZ10_L1,BH4_FDSW220017124-1r,0.03389066,0.320304241,0.703539166,0.248644272,0.074439872
WZ11_L1,BH4_FDSW220017124-1r,0.03312953,0.311640225,0.711946219,0.274223199,0.07568485
WZ14_L1,BH4_FDSW220017124-1r,0.03070857,0.300919942,0.721227936,0.302463341,0.073600568
WZ15_FDME210455471-1r,BH4_FDSW220017124-1r,0.03443608,0.324747657,0.699334688,0.235851913,0.074157102
XM2_FDME220007436-1r,BH4_FDSW220017124-1r,0.14224035,0.31778914,0.795340349,0.527954485,0.355989162
XM4_FDME220007438-1r,BH4_FDSW220017124-1r,0.12171126,0.34266709,0.748424613,0.385210744,0.265831489
XM6_FDME220007440-1r,BH4_FDSW220017124-1r,0.1166371,0.343791346,0.742852858,0.368258368,0.25202555
XM8_FDME220007442-1r,BH4_FDSW220017124-1r,0.10510135,0.349313769,0.727106059,0.320347857,0.218771303
XM10_FDME220007444-1r,BH4_FDSW220017124-1r,0.11361587,0.35426483,0.728504886,0.324603866,0.233637972
XM12_FDME220007446-1r,BH4_FDSW220017124-1r,0.12008324,0.347258691,0.741821657,0.365120884,0.25652446
XM14_FDME220007448-1r,BH4_FDSW220017124-1r,0.12686147,0.337958709,0.758231676,0.415049281,0.284621709
XM15_FDME220007449-1r,BH4_FDSW220017124-1r,0.13104513,0.336479818,0.763584168,0.431334536,0.297384809
YC1_FDME220007405-1r,BH4_FDSW220017124-1r,0.02736603,0.327274827,0.691652969,0.212479857,0.057834561
YC3_FDME220007407-1r,BH4_FDSW220017124-1r,0.02995786,0.336838372,0.683642082,0.188106285,0.060802021
YC5_FDME220007409-1r,BH4_FDSW220017124-1r,0.02837575,0.32486726,0.694849619,0.222205842,0.060692109
YC7_FDME220007411-1a,BH4_FDSW220017124-1r,0.02543214,0.325266085,0.692341645,0.21457519,0.05413331
YC9_FDME220007413-1r,BH4_FDSW220017124-1r,0.02783871,0.336410257,0.682592231,0.184912054,0.056486052
YC11_FDME220007415-1r,BH4_FDSW220017124-1r,0.02466135,0.313174792,0.704191521,0.250629099,0.055452463
YC13_FDME220007417-1r,BH4_FDSW220017124-1r,0.02663231,0.325318979,0.693140966,0.217007169,0.056744138
YC15_FDME220007419-1r,BH4_FDSW220017124-1r,0.02625773,0.334224691,0.683728467,0.188369117,0.053715832
ZH1_FDSW220008784-1r,BH4_FDSW220017124-1r,0.02787275,0.21997905,0.802385644,0.549390187,0.101667383
ZH3_FDSW220008786-1r,BH4_FDSW220017124-1r,0.04159726,0.266895889,0.764922804,0.43540741,0.119217621
ZH5_FDSW220008788-1r,BH4_FDSW220017124-1r,0.02987521,0.236678171,0.786828495,0.502056695,0.099319115
ZH7_FDSW220008790-1r,BH4_FDSW220017124-1r,0.0390562,0.258620571,0.771511746,0.455454634,0.11651168
ZH9_FDSW220008792-2r,BH4_FDSW220017124-1r,0.03914701,0.251101986,0.779409568,0.479484197,0.121510605
ZH11_FDSW220008794-2r,BH4_FDSW220017124-1r,0.03654014,0.254393035,0.773884825,0.462674857,0.111158153
ZH13_FDSW220008796-2r,BH4_FDSW220017124-1r,0.03741395,0.258759682,0.770050966,0.451010128,0.111341335
ZH15_FDSW220008798-2r,BH4_FDSW220017124-1r,0.03887976,0.260029165,0.769904538,0.450564613,0.115116716
CXD_1412_FDSW210423229-1r,BH4_FDSW220017124-1r,0.0451994,0.340378904,0.690846964,0.210027542,0.091738553
CXD_1414_FDSW210423231-1r,BH4_FDSW220017124-1r,0.04917006,0.344345531,0.689560184,0.206112442,0.098464224
CXD_1604_FDSW210423236-1r,BH4_FDSW220017124-1r,0.03771211,0.25257851,0.776712975,0.471279661,0.115969823
CXD_1609_FDSW210423241-1r,BH4_FDSW220017124-1r,0.03756219,0.282164148,0.745851675,0.377382437,0.099289093
CXD_1610_FDSW210423242-1r,BH4_FDSW220017124-1r,0.04134385,0.31640945,0.713071679,0.277647473,0.093173983
CXD_1611_FDSW210423243-1r,BH4_FDSW220017124-1r,0.04667625,0.335721089,0.696803066,0.228149311,0.096878496
CXD_1612_FDSW210423244-1r,BH4_FDSW220017124-1r,0.04793825,0.338947737,0.694337592,0.22064797,0.098201951
CXD_1613_FDSW210423245-1r,BH4_FDSW220017124-1r,0.04773646,0.33986455,0.693227685,0.217271018,0.097368895
BH8_FDSW220017128-1r,BH6_FDSW220017126-1r,0.90262936,0.292932019,0.324531897,-0.904506451,0.044691429
BH10_FDSW220017130-1r,BH6_FDSW220017126-1r,0.82361987,0.301947199,0.366609901,-0.776481782,0.092632967
BH12_FDSW220017132-1r,BH6_FDSW220017126-1r,0.85316814,0.295445761,0.346292538,-0.838298489,0.07216872
BH14_FDSW220017134-1r,BH6_FDSW220017126-1r,0.70425397,0.289225254,0.410683172,-0.642386402,0.170881026
BH15_FDSW220017135-1r,BH6_FDSW220017126-1r,0.73949842,0.288811636,0.390550714,-0.703640526,0.143055037
DD1_FDSW220008388-1r,BH6_FDSW220017126-1r,0.04233093,0.26261196,0.769982099,0.450800595,0.124114905
DD3_FDSW220008390-2r,BH6_FDSW220017126-1r,0.04130076,0.255108801,0.776981109,0.472095474,0.125789115
DD5_FDSW220008392-2r,BH6_FDSW220017126-1r,0.04839869,0.29310913,0.742843524,0.368229969,0.122659616
DD7_FDSW220008394-1r,BH6_FDSW220017126-1r,0.03691898,0.244144005,0.784831161,0.495979693,0.118680636
DD9_FDSW220008396-1r,BH6_FDSW220017126-1r,0.04257589,0.267598847,0.764970451,0.435552379,0.12170941
DD11_FDSW220008398-1r,BH6_FDSW220017126-1r,0.04501576,0.285679436,0.747991992,0.383894469,0.117864374
DD13_FDSW220008400-2r,BH6_FDSW220017126-1r,0.04217276,0.270904179,0.761197626,0.424073348,0.118498744
DD15_FDSW220008402-2r,BH6_FDSW220017126-1r,0.04230551,0.287334559,0.744146958,0.372195739,0.109563975
DY2_FDME210438600-1b,BH6_FDSW220017126-1r,0.00743853,0.289556884,0.715767374,0.285849274,0.018387603
DY3_FDME210438601-1r,BH6_FDSW220017126-1r,0.04513028,0.352343479,0.678266896,0.171751981,0.086876519
DY6_FDME210438604-1r,BH6_FDSW220017126-1r,0.00477132,0.257454374,0.746105534,0.378154818,0.013827336
DY7_FDME210438605-1r,BH6_FDSW220017126-1r,0.0011697,0.257009668,0.743860426,0.371323951,0.003385451
DY10_FDME210438608-1r,BH6_FDSW220017126-1r,0.00307514,0.261096584,0.741182657,0.363176689,0.008729492
DY11_FDME210438609-1r,BH6_FDSW220017126-1r,0.00083911,0.21948812,0.781167366,0.484832393,0.002986427
DY13_FDME210438611-1b,BH6_FDSW220017126-1r,0.00020139,0.226417225,0.773738599,0.462229956,0.000688213
DY15_FDME210438613-1r,BH6_FDSW220017126-1r,0.00039459,0.242452918,0.757846121,0.413876206,0.001233388
LYG1_FDME210455382-1r,BH6_FDSW220017126-1r,0.06775378,0.344704071,0.702921519,0.246765048,0.138163701
LYG3_FDME210455384-1r,BH6_FDSW220017126-1r,0.05702043,0.299505405,0.742852355,0.36825684,0.141425697
LYG5_FDME210455386-1r,BH6_FDSW220017126-1r,0.05583508,0.304269638,0.736873768,0.350066655,0.135220215
LYG6_FDME210455387-1r,BH6_FDSW220017126-1r,0.06201677,0.34060635,0.702990873,0.246976059,0.127998856
LYG7_FDME210455388-1r,BH6_FDSW220017126-1r,0.05586419,0.334394488,0.70498916,0.25305596,0.117776009
LYG11_FDME210455392-2r,BH6_FDSW220017126-1r,0.04727395,0.245220394,0.792231519,0.518495697,0.152727563
LYG13_FDME210455394-1a,BH6_FDSW220017126-1r,0.05888727,0.290786616,0.753590257,0.400927504,0.152609751
LYG15_FDME210455396-1a,BH6_FDSW220017126-1r,0.03807081,0.12931399,0.905145637,0.862043189,0.266480274
NB1_FDME210455352-1r,BH6_FDSW220017126-1r,0.0321471,0.345566075,0.676170857,0.165374667,0.06290239
NB2_FDME210455353-1r,BH6_FDSW220017126-1r,0.03424178,0.327729449,0.696106476,0.226029898,0.072730494
NB4_FDME210455355-1r,BH6_FDSW220017126-1r,0.03121311,0.335409054,0.68600324,0.195290241,0.063839346
NB6_FDME210455357-1r,BH6_FDSW220017126-1r,0.02935016,0.319982818,0.700579296,0.239638704,0.064260058
NB7_FDME210455358-1r,BH6_FDSW220017126-1r,0.03062024,0.330412568,0.690737995,0.209695996,0.064012587
NB11_FDME210455362-1b,BH6_FDSW220017126-1r,0.02941536,0.320855193,0.699727545,0.237047202,0.064149617
NB12_FDME210455363-1r,BH6_FDSW220017126-1r,0.02900096,0.327226735,0.692867076,0.216173843,0.061406383
NB15_FDME210455366-1r,BH6_FDSW220017126-1r,0.03180372,0.34525814,0.676249097,0.165612716,0.062293207
SY1_FDME210455397-2a,BH6_FDSW220017126-1r,0.04378145,0.247776563,0.786664761,0.501558526,0.139001541
SY3_FDME210455399-2a,BH6_FDSW220017126-1r,0.0971908,0.240779177,0.840953795,0.666735933,0.339451995
SY7_FDME210455403-2a,BH6_FDSW220017126-1r,0.05985697,0.246679529,0.801282834,0.546034824,0.194431872
SY9_FDME210455405-2a,BH6_FDSW220017126-1r,0.07123125,0.22826851,0.83091888,0.636204147,0.25928846
SY11_FDME210455407-1r,BH6_FDSW220017126-1r,0.03549525,0.195669524,0.833931068,0.645368897,0.151278499
SY12_FDME210455408-1r,BH6_FDSW220017126-1r,0.05746048,0.207480035,0.840834733,0.66637368,0.232864658
SY13_FDME210455409-2a,BH6_FDSW220017126-1r,0.09867321,0.238592074,0.844763447,0.678327013,0.349364167
