name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
YC7_FDME220007411-1a,BH4_FDSW220017124-1r,0.0107458,0.183697142,0.825169969,0.355352768,0.048270274
YC9_FDME220007413-1r,BH4_FDSW220017124-1r,0.0106923,0.183988591,0.824830747,0.353903677,0.047934156
YC11_FDME220007415-1r,BH4_FDSW220017124-1r,0.0101443,0.187869156,0.820453774,0.335206115,0.044301733
YC13_FDME220007417-1r,BH4_FDSW220017124-1r,0.0103372,0.18785353,0.820629481,0.335956704,0.045157582
YC15_FDME220007419-1r,BH4_FDSW220017124-1r,0.0110313,0.186049174,0.823029916,0.346210886,0.04879941
ZH1_FDSW220008784-1r,BH4_FDSW220017124-1r,0.0128469,0.13268792,0.878599358,0.583592545,0.085066358
ZH3_FDSW220008786-1r,BH4_FDSW220017124-1r,0.0192,0.148877779,0.867783668,0.537390056,0.111913588
ZH5_FDSW220008788-1r,BH4_FDSW220017124-1r,0.0129058,0.141552919,0.869670879,0.545451849,0.079290477
ZH7_FDSW220008790-1r,BH4_FDSW220017124-1r,0.017514,0.148853786,0.866318923,0.531132957,0.10193029
ZH9_FDSW220008792-2r,BH4_FDSW220017124-1r,0.0175423,0.152184852,0.862953334,0.516755826,0.099472359
ZH11_FDSW220008794-2r,BH4_FDSW220017124-1r,0.0164186,0.147911615,0.866312016,0.53110345,0.09616304
ZH13_FDSW220008796-2r,BH4_FDSW220017124-1r,0.016486,0.1510623,0.863167886,0.51767235,0.094200775
ZH15_FDSW220008798-2r,BH4_FDSW220017124-1r,0.0173577,0.149278279,0.865749135,0.528698934,0.100667116
CXD_1412_FDSW210423229-1r,BH4_FDSW220017124-1r,0.0189125,0.181664175,0.834110948,0.393546862,0.086836732
CXD_1414_FDSW210423231-1r,BH4_FDSW220017124-1r,0.0175922,0.186124782,0.828449467,0.369362133,0.078303644
CXD_1604_FDSW210423236-1r,BH4_FDSW220017124-1r,0.0188799,0.182639485,0.833089155,0.389181964,0.086118508
CXD_1609_FDSW210423241-1r,BH4_FDSW220017124-1r,0.0181939,0.18031515,0.834874473,0.396808487,0.084239304
CXD_1610_FDSW210423242-1r,BH4_FDSW220017124-1r,0.0167331,0.185162277,0.828704519,0.370451665,0.07488996
CXD_1611_FDSW210423243-1r,BH4_FDSW220017124-1r,0.0188095,0.181427821,0.834264273,0.394201835,0.086492214
CXD_1612_FDSW210423244-1r,BH4_FDSW220017124-1r,0.0199103,0.178180366,0.838514714,0.412358876,0.093697638
