name1,name2,C.ij.bray,E.ij.bray,ST.ij.bray,NST.ij.bray,MST.ij.bray
DY2_FDME210438600-1b,BH4_FDSW220017124-1r,0.0058553,0.301430537,0.702683888,0.203456189,0.013649662
DY3_FDME210438601-1r,BH4_FDSW220017124-1r,0.0473019,0.174471328,0.866516552,0.72211974,0.234926161
DY6_FDME210438604-1r,BH4_FDSW220017124-1r,0.0024584,0.292294771,0.709449339,0.224874341,0.005966957
DY7_FDME210438605-1r,BH4_FDSW220017124-1r,0.0009389,0.265185221,0.735505345,0.307362778,0.002604089
DY10_FDME210438608-1r,BH4_FDSW220017124-1r,0.0033736,0.312296487,0.690031403,0.163400788,0.007454102
DY11_FDME210438609-1r,BH4_FDSW220017124-1r,0.0015846,0.285893073,0.715240297,0.243207429,0.003964314
DY13_FDME210438611-1b,BH4_FDSW220017124-1r,0.0004672,0.2205299,0.779834438,0.447700392,0.001652105
DY15_FDME210438613-1r,BH4_FDSW220017124-1r,0.0013155,0.272026445,0.728932465,0.286554271,0.003525064
LYG1_FDME210455382-1r,BH4_FDSW220017124-1r,0.0532126,0.381188215,0.653591065,0.048037496,0.091239127
LYG3_FDME210455384-1r,BH4_FDSW220017124-1r,0.0549725,0.374439849,0.661949151,0.074497633,0.097182498
LYG5_FDME210455386-1r,BH4_FDSW220017124-1r,0.0462358,0.359437998,0.671614642,0.10509677,0.086392202
LYG6_FDME210455387-1r,BH4_FDSW220017124-1r,0.0622357,0.373446135,0.668135762,0.094083287,0.111346438
LYG7_FDME210455388-1r,BH4_FDSW220017124-1r,0.0563064,0.369406681,0.668218285,0.094344538,0.101852424
LYG11_FDME210455392-2r,BH4_FDSW220017124-1r,0.0357876,0.272267937,0.754742485,0.368263964,0.099205299
LYG13_FDME210455394-1a,BH4_FDSW220017124-1r,0.0525779,0.346555516,0.689707876,0.162376561,0.104639488
LYG15_FDME210455396-1a,BH4_FDSW220017124-1r,0.038089,0.182856844,0.849499753,0.668247739,0.176950424
NB1_FDME210455352-1r,BH4_FDSW220017124-1r,0.0328316,0.366005968,0.65551566,0.054130405,0.058801303
NB2_FDME210455353-1r,BH4_FDSW220017124-1r,0.0250051,0.349666726,0.667011975,0.090525587,0.047698851
NB4_FDME210455355-1r,BH4_FDSW220017124-1r,0.0302606,0.371956756,0.647641257,0.029201519,0.052688956
NB6_FDME210455357-1r,BH4_FDSW220017124-1r,0.0302934,0.379512558,0.63987132,0.004603352,0.051075722
NB7_FDME210455358-1r,BH4_FDSW220017124-1r,0.0310902,0.365690532,0.654663074,0.051431279,0.055658006
NB11_FDME210455362-1b,BH4_FDSW220017124-1r,0.0301842,0.381786241,0.637454822,-0.003046826,0.050397478
NB12_FDME210455363-1r,BH4_FDSW220017124-1r,0.029249,0.38689492,0.631578108,-0.021651404,0.047746887
NB15_FDME210455366-1r,BH4_FDSW220017124-1r,0.0276268,0.368867407,0.649064159,0.03370616,0.048612497
SY1_FDME210455397-2a,BH4_FDSW220017124-1r,0.0194316,0.191230244,0.824796879,0.590043066,0.083810608
SY3_FDME210455399-2a,BH4_FDSW220017124-1r,0.0624552,0.256852543,0.792652742,0.488280743,0.192738156
SY7_FDME210455403-2a,BH4_FDSW220017124-1r,0.0385825,0.273646313,0.755502877,0.370671223,0.106521405
SY9_FDME210455405-2a,BH4_FDSW220017124-1r,0.0494816,0.281830357,0.755555751,0.370838611,0.13265465
SY11_FDME210455407-1r,BH4_FDSW220017124-1r,0.017643,0.202591523,0.811729827,0.548675222,0.070690763
SY12_FDME210455408-1r,BH4_FDSW220017124-1r,0.0270826,0.194148899,0.828283162,0.601079985,0.115540503
SY13_FDME210455409-2a,BH4_FDSW220017124-1r,0.0694866,0.288756602,0.76435589,0.398698205,0.183935161
SY15_FDME210455411-2a,BH4_FDSW220017124-1r,0.0562279,0.254701472,0.789701802,0.478938618,0.174334579
ST1_FDME220007465-1r,BH4_FDSW220017124-1r,0.1017733,0.245169913,0.840355877,0.639299942,0.34884293
ST3_L1,BH4_FDSW220017124-1r,0.1044799,0.29601679,0.786116593,0.467588519,0.277461907
ST7_FDME220007471-1r,BH4_FDSW220017124-1r,0.0766792,0.334942984,0.720288133,0.259187934,0.164897073
ST9_L1,BH4_FDSW220017124-1r,0.1039378,0.288835595,0.793655178,0.491454267,0.28559767
ST10_L1,BH4_FDSW220017124-1r,0.0908398,0.239737194,0.83622535,0.626223465,0.316857566
ST12_L1,BH4_FDSW220017124-1r,0.0935123,0.196883375,0.885965276,0.783690761,0.420800642
ST13_L1,BH4_FDSW220017124-1r,0.1115091,0.231565582,0.864875957,0.716925925,0.416476139
ST15_L1,BH4_FDSW220017124-1r,0.1038687,0.232583989,0.856365592,0.689983702,0.382440688
WZ1_L1,BH4_FDSW220017124-1r,0.0370521,0.381028248,0.642788413,0.013838322,0.062506286
WZ3_L1,BH4_FDSW220017124-1r,0.0378387,0.377645034,0.646830179,0.026633799,0.064810102
WZ5_L1,BH4_FDSW220017124-1r,0.0386234,0.385055774,0.639649671,0.003901653,0.064160692
WZ7_FDME210455463-1r,BH4_FDSW220017124-1r,0.0391498,0.379663261,0.645612332,0.022778324,0.066573715
WZ10_L1,BH4_FDSW220017124-1r,0.040408,0.378267113,0.647913787,0.030064298,0.069212732
WZ11_L1,BH4_FDSW220017124-1r,0.0350208,0.398342178,0.623493047,-0.047247193,0.054815248
WZ14_L1,BH4_FDSW220017124-1r,0.0385461,0.369744516,0.655523353,0.054154759,0.068338725
WZ15_FDME210455471-1r,BH4_FDSW220017124-1r,0.0323048,0.384685079,0.635856126,-0.008107999,0.053397457
XM2_FDME220007436-1r,BH4_FDSW220017124-1r,0.102331,0.303289931,0.776132482,0.43598069,0.2618696
XM4_FDME220007438-1r,BH4_FDSW220017124-1r,0.1043745,0.312570392,0.767541353,0.408782784,0.256299851
XM6_FDME220007440-1r,BH4_FDSW220017124-1r,0.1015997,0.31840477,0.758676539,0.380718442,0.242085911
XM8_FDME220007442-1r,BH4_FDSW220017124-1r,0.0958214,0.320979208,0.750980826,0.356355255,0.224189082
XM10_FDME220007444-1r,BH4_FDSW220017124-1r,0.0941203,0.329748873,0.739889774,0.32124306,0.211186916
XM12_FDME220007446-1r,BH4_FDSW220017124-1r,0.0872167,0.352043288,0.709869158,0.226203407,0.175866002
XM14_FDME220007448-1r,BH4_FDSW220017124-1r,0.1046922,0.317803905,0.761968225,0.391139303,0.25101054
XM15_FDME220007449-1r,BH4_FDSW220017124-1r,0.098781,0.326457411,0.747368385,0.344918943,0.226142198
YC1_FDME220007405-1r,BH4_FDSW220017124-1r,0.0352177,0.355220795,0.668315749,0.094653092,0.066258913
YC3_FDME220007407-1r,BH4_FDSW220017124-1r,0.0356162,0.356122388,0.667657018,0.092567671,0.066773128
YC5_FDME220007409-1r,BH4_FDSW220017124-1r,0.033336,0.360993835,0.661042684,0.071627929,0.061044031
