FJ_XM_contig_10088049||full,0,0.205537666,0,0,0.462190136,0,1.094662806,0.529567005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320297882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919168659,11.01645959,4.99218355,5.838522524,2.515474267,3.955318964,6.318476995,4.581645795,5.526867318,13.14742885,5.463537343,8.12586323,6.743304557,3.435559084,4.861756079,2.589783989,0,0,0,0,0.060840539,0,0,0,9.938091668,24.23484027,20.04984946,20.22748417,20.38420178,15.25384878,22.98415197,16.26601415,0,0,0,0,0,0,0,0,0,2.710617271,0,1.35291041,0,0.00098089,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_10165873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185964762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.74292386,39.32375718,31.11652838,22.37769137,27.02547714,86.08208371,30.91693954,51.62255578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_14522063||full,0.222735646,0.154750176,0.244023933,0.417083065,1.311711123,0,1.013341737,0.4664999,8.760205211,3.965730361,13.82840409,8.919161704,14.1152756,11.13278974,8.537916299,5.669680738,0,1.726542615,0,0,0,0,0,0,8.578464861,10.37878009,7.192238344,10.84635121,8.350778559,16.99662074,3.426684365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087371917,0,2.388013376,0.540791431,0.889822738,0,1.085257768,0,0,0,0,0.13520054,0,0,0,4.800119831,4.741643314,10.79340605,9.279260084,5.989882131,5.778692358,8.388492011,5.705464859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080194411,3.005583177,2.555582673,7.531735933,2.874391191,2.029874664,0.946177936,1.206761896,
FJ_XM_contig_16654606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45529066,86.06872842,0,10.21969349,0.0620272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_19045204||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351738264,0.043555891,3.510439489,1.794870769,0,0,0,0,0,0,0,0,13.20233557,10.03679989,6.462186172,12.5909233,10.40994671,8.358453699,10.17033519,8.19551439,0,0,0,0,0,0,0,0,1.770752346,5.753840632,2.891825602,1.721138966,2.246072395,2.462879805,3.108908157,1.398967564,0,0,0,0,0,0,0,0,
FJ_XM_contig_24783464||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61597213,4.291879661,3.776394803,1.317583145,5.327356614,15.87522029,6.270751187,10.77332908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_26191577||full,0.983908753,0,0,0.021326741,0,0,0.19496049,0.554868022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432925409,0.058470766,0.717068527,0,0.373214249,0,0,0,0,0,0,0,0,0,0,0,0.880538132,0.790705464,3.710664156,3.279420125,1.618998093,1.193804977,1.530730971,2.754649371,0,0,0,0,0.454138466,0,0,0,0,0,0,0,0,0,0,0,8.69390903,4.019669907,8.221818624,3.132269216,3.230226646,5.091603155,10.25143985,7.573460614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_26758112||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.07994199,0,0,0,0.221813782,0,0,0,0.596920793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_28168220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75531668,41.3350991,39.28268456,24.47897519,28.0924527,77.6575931,36.67635067,62.81084287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FJ_XM_contig_31767360,0,0,0,0,0,0,0.071863047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.45709407,10.09015655,4.478234521,6.199644429,8.485608489,21.13352528,23.03811653,5.705638102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
