,BH2_FDSW220017122.1r,BH4_FDSW220017124.1r,BH6_FDSW220017126.1r,BH8_FDSW220017128.1r,BH10_FDSW220017130.1r,BH12_FDSW220017132.1r,BH14_FDSW220017134.1r,BH15_FDSW220017135.1r,DD1_FDSW220008388.1r,DD3_FDSW220008390.2r,DD5_FDSW220008392.2r,DD7_FDSW220008394.1r,DD9_FDSW220008396.1r,DD11_FDSW220008398.1r,DD13_FDSW220008400.2r,DD15_FDSW220008402.2r,DY2_FDME210438600.1b,DY3_FDME210438601.1r,DY6_FDME210438604.1r,DY7_FDME210438605.1r,DY10_FDME210438608.1r,DY11_FDME210438609.1r,DY13_FDME210438611.1b,DY15_FDME210438613.1r,LYG1_FDME210455382.1r,LYG3_FDME210455384.1r,LYG5_FDME210455386.1r,LYG6_FDME210455387.1r,LYG7_FDME210455388.1r,LYG11_FDME210455392.2r,LYG13_FDME210455394.1a,LYG15_FDME210455396.1a,NB1_FDME210455352.1r,NB2_FDME210455353.1r,NB4_FDME210455355.1r,NB6_FDME210455357.1r,NB7_FDME210455358.1r,NB11_FDME210455362.1b,NB12_FDME210455363.1r,NB15_FDME210455366.1r,SY1_FDME210455397.2a,SY3_FDME210455399.2a,SY7_FDME210455403.2a,SY9_FDME210455405.2a,SY11_FDME210455407.1r,SY12_FDME210455408.1r,SY13_FDME210455409.2a,SY15_FDME210455411.2a,ST1_FDME220007465.1r,ST3_L1,ST7_FDME220007471.1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463.1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471.1r,XM2_FDME220007436.1r,XM4_FDME220007438.1r,XM6_FDME220007440.1r,XM8_FDME220007442.1r,XM10_FDME220007444.1r,XM12_FDME220007446.1r,XM14_FDME220007448.1r,XM15_FDME220007449.1r,YC1_FDME220007405.1r,YC3_FDME220007407.1r,YC5_FDME220007409.1r,YC7_FDME220007411.1a,YC9_FDME220007413.1r,YC11_FDME220007415.1r,YC13_FDME220007417.1r,YC15_FDME220007419.1r,ZH1_FDSW220008784.1r,ZH3_FDSW220008786.1r,ZH5_FDSW220008788.1r,ZH7_FDSW220008790.1r,ZH9_FDSW220008792.2r,ZH11_FDSW220008794.2r,ZH13_FDSW220008796.2r,ZH15_FDSW220008798.2r,CXD_1412_FDSW210423229.1r,CXD_1414_FDSW210423231.1r,CXD_1604_FDSW210423236.1r,CXD_1609_FDSW210423241.1r,CXD_1610_FDSW210423242.1r,CXD_1611_FDSW210423243.1r,CXD_1612_FDSW210423244.1r,CXD_1613_FDSW210423245.1r
ZJ_NB_contig_3974970||full_1,0,0,0,0,0,0,0,0,0.877434431,0.459661219,0,0,0.844264864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762898491,9.270606803,0.404116528,0,0,2.181616609,5.644432381,5.957528713,6.169854617,2.763342514,3.782564749,6.065237926,1.057945509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68727382,19.38374463,14.18579629,15.14444484,13.17819757,10.33789792,12.91594875,26.10691457,0,0,0,0,0,0,0,0,0,2.20609367,0,0,8.639091627,16.95294051,12.68115143,7.931795846
LN_DD_contig_5473916||full,0,0,0,0,0,0,0,0,14.24933395,1.248876885,9.718616379,5.336784311,18.88089395,10.51480713,11.11057212,4.390546045,0,0,0,0,0,0,0,0,2.488456674,0,1.139033967,10.44294428,13.19080078,0.388739827,0.972857593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811110889,0.487897794,0,0.340481525,0.52235856,0.568394578,0.590957594,0.307944184,0,0,0,0,0,0,0,0,0,0.324054835,0,0,0,0.372588171,0.449177019,2.018515077
SD_QD_contig_4046039||full,0,0,0,0,0,0,0,0,0,0,0,0,0.791608552,0,0.297865903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.014846776,0,2.401406014,0.310912896,0.597435023,0.310316146,0.892338258,2.998126616,0,0,0,0,0,0,0,0,0,2.023711953,0.045645846,0.011504258,0.047115379,0,0,0,2.157201761,1.877155928,6.20084221,6.059325229,4.919134455,2.04758207,4.513741418,11.5452757,0,0,0,0,0,0,0,0,0,0.730730351,0,0,0,0.516017181,0,0.040877413,0,0,0,0.263471662,0.51474029,0,0,0,1.240896418,3.001452637,2.310731222,3.021557636,13.18964127,11.11647535,11.18143666,6.18413167
GD_ZH_contig_4017460||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.799905977,8.950239234,5.108744538,4.772741783,10.76427751,9.535903258,6.249046909,9.18803908,0,0,0,0,0,0,0,0
GD_ST_contig_16604900||full,0,0,0,0,0,0,0,0,0,3.892387025,3.837240565,3.326477413,1.819092142,4.882198001,0,3.992404219,0,0,0,0,0,0,0,0,18.84909689,24.08286608,16.40705097,19.05974357,5.190312025,40.06078236,7.383964679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773102835,6.295605991,15.01110206,13.73962086,2.119971725,0.311897983,1.527308987,2.692336064,0,0,0,0,0,0,0,0,3.319322765,5.531395943,8.77480736,10.84969116,9.369696543,2.840162063,2.366282972,5.793148718,2.960668476,2.211312875,3.30456558,4.785565362,3.960761371,5.192669543,4.710763425,2.116311278,0,0,0,0,0,0,0,0,1.151119605,0.179116757,0,1.784608488,0,0.938021273,0,0
ZJ_WZ_contig_14041797||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.23584824,18.61114764,14.94665752,20.24566278,19.95136612,22.53883265,17.00132602,1.508882872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422045924,0,0.993801593,0,0,0,0.223776825,0,0,0,0,0,0,0,0
HN_SY_contig_5444018||full.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272386116,0,0.110769616,71.6967478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_17302684||full,0,0,0,0,0,0,0,0,0.195413867,0.485329377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.768487202,16.34324828,8.63900996,8.566266554,7.397784503,6.170237454,0.271770514,0,0,0,0.004372452,0,0,0.069850925,1.22265173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632414759,1.54401999,3.366054515,0.650392512,0.519479245,0.251480943,1.543744702,0.717655274,0,0.894710189,0,0,0,0,0.144418732,0,0,0,0,0,0.01670511,0,0.32955669,0,0,0,0,0,0,0,0,0,8.790599647,4.787407296,2.980276752,6.600823042,9.479028874,9.478961622,5.132736184,5.710321341
ZJ_NB_contig_28100822||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.397189518,2.851266124,5.737679848,6.136269178,5.615123954,13.35714061,15.81940794,14.07340016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GX_BH_contig_90826,8.693197325,6.548111766,10.58318978,8.474931858,13.56011828,4.829956967,4.791138314,4.914170724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_contig_19045204||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351738264,0.043555891,3.510439489,1.794870769,0,0,0,0,0,0,0,0,13.20233557,10.03679989,6.462186172,12.5909233,10.40994671,8.358453699,10.17033519,8.19551439,0,0,0,0,0,0,0,0,1.770752346,5.753840632,2.891825602,1.721138966,2.246072395,2.462879805,3.108908157,1.398967564,0,0,0,0,0,0,0,0
GD_ZH_contig_21419787||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.361794095,12.62456237,7.264437386,12.6007162,8.891542389,10.62204584,8.20755946,6.585878719,0,0,0,0,0,0,0,0
GX_BH_contig_34176876||full,52.19111792,42.13927831,70.85133164,60.87822023,70.26620768,45.07293989,34.7427135,30.17159319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_contig_22873097||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858005494,1.450243773,20.86564419,6.570145826,35.25404143,22.83611946,12.69354664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_YC_contig_13246854||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.159275665,2.312530732,9.273846955,4.24011143,7.186448186,9.52974963,11.23205092,6.947490728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33340763,4.525460409,3.00048295,0.177282318,8.439643723,2.728305472,8.367058673,0.369876984,0,0,0,0,0,0,0,0,17.06297613,13.66764284,14.88212434,16.10436788,11.97925912,16.59212192,18.97707262,12.68451126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_YC_contig_14358539||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208816669,1.147634022,0.657367475,0,0.260820418,0,5.878119121,4.18979763,7.008047657,5.526832967,3.664775476,5.259662479,2.02367712,1.772166195,0,0,0,0,0,0,0,0,6.32135873,13.24733002,0.535931516,6.555146509,0.778069427,0.191741122,1.402071232,0.269816288,6.939799399,7.186049814,11.45173141,1.304465789,6.479878748,3.010666613,2.097684891,1.473496303,8.19591961,13.65107624,15.31990259,16.42077012,9.57756208,16.72066275,3.782505654,12.7825793,7.032321109,5.508714199,3.121831121,3.624660244,8.68333937,4.339138688,6.764885307,3.138566721,0,0.161932648,0,0.557795265,0.311741932,0,0,0,5.0967146,4.36945367,2.079941756,0.108746573,6.249256211,7.315249097,6.047851597,4.635028306
SD_DY_contig_16217299||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.045175143,0,4.637206908,3.819343858,9.064746673,11.92962175,10.70770047,14.61639673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN_SY_contig_22624429||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75164993,0.430641411,5.553159005,0.585802728,1.787883389,4.267372147,10.14164891,4.812425948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LN_DD_contig_784178,0,0,0,0,0,0,0,0,11.89411195,8.671442229,9.914795592,10.58753651,10.08841267,8.235121736,8.743565841,2.186926803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_21544162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.323550703,1.738913277,4.771277115,3.627953775,5.160085858,10.82100138,18.46891713,14.66882725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_17900807||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.217915724,0,3.658941561,15.56141464,19.97705307,0,7.762513214,2.250545355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_19210093||full,0.119803959,0,0.154664891,0,0,0.26076782,0,0,0,0,0,0,0,0,0,0,21.26887201,16.82341047,11.63252385,13.55067828,21.31353307,25.77637044,18.99086501,24.78490148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_12447096||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.63665475,19.74487712,9.888170883,8.767765108,32.50732407,14.06037663,4.794695219,14.2208738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_2711996||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671006103,0,8.430082978,12.03185153,19.68407921,3.108865613,14.90089161,15.75681849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_22440883||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061420357,0,0,0,0,0,0,0,0,0,0,0,13.62679075,8.011006469,19.13979542,14.15947918,12.92617308,14.24689431,5.908527907,8.01589344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594987563,0.309536768,2.231151978,10.30578905,5.447559113,2.503607129,6.990700955,11.17401367,0,0,0,0,0,0,0,0,1.737769666,2.171621832,1.983892448,1.221934655,9.566097332,7.448237814,4.036504848,0.07618351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_19938638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802006927,0,5.53362724,0,7.226291591,35.90261546,3.992962312,12.21760324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LN_DD_contig_8900858||full,0,0,0,0,0,0,0,0,12.53262563,2.429453574,4.04818791,5.716662076,6.178010132,4.708560162,3.562257736,1.348135344,0,0,0,0,0,0,0,0,0,0,0,7.840912189,3.129999898,0.253560207,0.91872287,0,0,0,0,1.172313692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.274136019,2.912644323,3.057872108,1.099191525,3.481736282,1.161513966,1.776184049,3.293089392,0,0,0,0,0,0,0,0,13.58755382,0.993505298,1.556221274,0.4400831,11.23030033,10.76203043,6.299643961,8.539823597
GD_ZH_contig_7842317.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931142623,0,0,0,0,0,0,0,0,0,0,0,0.397227409,0.899205955,0.19081972,1.301171303,3.615107457,1.087165795,2.726972869,1.625979932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.425652908,9.928808721,3.174635124,9.0098569,7.682773585,4.442012182,4.476095659,4.932651694,0,0,0,0,0,0,0,0
GD_ZH_contig_20036942||full,0,0,0,0,0,0,2.1999233,0.518129275,3.440056898,3.560887206,6.655953031,6.441513436,10.18705393,5.275353206,6.452543973,4.747778689,0,1.498258208,0,0,0,0,0,0,6.080849915,7.299043718,6.498072037,3.876647798,3.443016652,8.393751135,0.335374809,0,1.20847121,0.561254272,0.750846854,3.339898312,1.672915928,0.976130011,0.571744186,0,0,0,0,0,0,0,0,0,12.27961078,8.282486713,4.202595547,10.91335886,10.92370263,3.442589923,4.501600359,6.224076243,1.451640263,2.180431749,1.101166868,2.540325845,1.498132637,2.607012781,3.098415668,0.096198124,17.05181035,9.846830971,11.26369243,8.368174204,13.51652667,7.85120143,10.51231193,10.84877899,0.57167719,1.129746801,0.167784416,0.899060323,0.689255166,2.506695459,1.95073188,0.697182667,3.124776269,4.389431019,5.227431134,9.922908073,6.295924712,4.659499883,6.95157754,6.710339367,1.432803478,0.393416211,0,0,0,0,0.237817253,0.470356326
JS_YC_contig_20669114,0,0,0,0,0,0,0,0,12.41389342,3.474119315,12.25772202,13.0127457,10.51263474,10.81683407,16.18556096,3.505941448,0,1.74375191,0,0,0,0,0,0,0.621297649,2.940110888,3.047962648,2.783828186,3.924118832,0.884829504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398697221,0.026955533,0,0.986266069,1.258256485,0.50217397,0.223668605,0.472535137,4.495800476,7.591847938,8.30676889,6.514804948,8.6782241,2.660895804,4.580025029,2.842052074,0,0,0,0,0,0,0,0,13.75092965,5.68415312,10.61273501,4.243158378,5.941381255,7.188368473,6.614598924,6.501392409
SD_QD_contig_9612019||full_1,0,0,0,0,0,0,0,0,50.08767882,65.9049379,68.54752625,157.8313609,123.1409176,83.40423189,73.55135917,107.7646681,0,0,0,0,0,0,0,0,52.28953103,57.85087584,40.50891398,69.55514859,120.7617067,83.74371609,50.68802193,24.06826498,4.189321405,1.229457899,1.855584482,2.701970025,4.70106699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281731418,0.7791823,0.420504292,0,0.980325608,0,0,0,0,0,0.190431361,1.777209027,0,0,0,0.685657592,37.11593395,31.49268118,58.88172748,34.84420134,31.25124396,37.04128546,31.26634697,25.3173775,0,0,0,0,0,0,0,0,106.4775126,48.67864467,35.62558195,86.22358612,17.51193929,31.58766345,35.99079819,27.78124461
JS_YC_contig_15258814||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610307704,0,0.1194641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05511738,1.343315374,4.924138478,4.792768648,4.193623096,7.91999284,0.751441391,1.069686616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513919218,0,0,0,0.111337602,0.475552396,0,0,0,0,0,0,0,0,0,0,41.69597501,24.32448634,25.40698935,34.07414687,22.96991017,40.13367664,35.81989741,30.96896001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_212263||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.082624284,0,0.920972649,14.77082218,8.978014428,3.759212798,6.372740738,5.537789221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD_ZH_contig_7559593_1,0,0,0,0,0,0,0,0,0,0,0,0.097101464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568962068,11.32530727,4.855008551,10.43905498,3.395880701,1.355956376,6.477220052,5.750696508,0,0,0,0,0,0,0,0,3.290841948,7.955297002,2.74664916,3.8467496,5.090978582,2.091581339,4.200485919,3.742518942,0,0,0,0,0,0,0,0,4.222948995,14.51083877,6.860806763,15.74730265,14.78520696,11.59310988,22.75150062,11.29290273,0,0,0,0,0,0,0,0
GD_ZH_contig_10519629||0_partial,0,0,0,0,0,0,0,0,0.965279397,2.624584416,0.402532498,1.914476834,1.772111953,1.890382843,0.610632109,1.569682592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393020156,0.139924941,1.517639295,1.466391043,0.473533674,0.747990596,1.181742427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18503412,11.0487062,20.37983637,10.36716473,12.44572381,17.56878274,11.20783045,15.86014409,0,0,0,0,0,0,0,0
JS_YC_contig_19466286||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92642799,3.224026439,16.41475878,12.90303161,12.65116986,17.13127345,12.47785247,10.77383946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49962581,3.036615615,2.637534857,1.21488075,1.558249025,1.077362583,1.618644825,0,0,0,0,0,0,0,0,0,16.39652509,10.44324165,10.0018496,13.42020579,10.91393791,15.80389007,12.70680456,11.32870318,0,0,0,0,0,0,0,0,0,0,0,0,0.454946058,0.421062177,0.533372538,0.46970371
HN_SY_contig_24335843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59902598,0,1.14069425,0,63.44335412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_20279632||full,0,0,0,0,0,0,0,0,10.94216364,10.06747651,4.059836612,2.550274897,3.148001935,6.010955816,6.197518785,5.552071504,0,0,0,0,0.639905819,0,0,0,32.08739353,35.06415296,22.46038845,32.54526983,42.05117821,24.8335603,28.04591193,0,27.63684278,11.62985547,18.57603948,24.12429056,36.60340278,24.52558004,38.11177864,15.6764338,0,0,0,0,0,0,0,0,10.65029747,4.91725949,4.197461653,5.634578253,2.230142134,1.308924152,3.63672844,2.287547392,44.53505257,37.36562462,35.91986227,15.2621529,44.94840628,32.84853785,31.74990991,43.07401571,19.63493178,14.16910612,17.00463384,13.12528715,18.22354762,22.55768785,12.61028056,18.2927979,22.95129975,28.47515521,22.40718349,31.74380266,20.86489948,23.19378096,29.51797849,28.35364556,0,1.115245099,0.405118652,0,0.270903116,0,0.051216433,0,15.71774577,33.72870508,20.60873294,37.28661814,44.24198323,36.35757233,40.01611927,23.80060449
JS_YC_contig_19271192||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.175501285,1.803729878,13.75938853,8.682635247,9.444686465,24.38624617,26.32079484,18.54200626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306831817,3.877743181,5.912034112,20.15838656,11.07312999,5.71033586,6.205932845,11.01963541,0,0,0,0,0,0,0,0,5.78101643,3.083865413,6.214629316,10.24587623,7.203922124,6.330107055,5.356325128,6.805431192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_YC_contig_5466939||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935300203,0.720668723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.895783276,14.05635802,11.3349936,13.24911039,9.885400968,0.101836234,6.151316699,30.86804205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_YC_contig_22258428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645850469,0,0,0.936713259,0.534260491,0.211987002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.00203409,34.79776843,28.34780104,53.33556544,41.86663488,37.36043345,35.12349907,45.50082686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_14898619||full,0,0,0,0,0,0,0,0,1.252286437,3.988890001,2.317129677,2.418168069,2.848434206,5.421172909,2.574762235,8.386425607,0,0.453251173,0,0,0,0,0,0,4.75417063,9.740363985,1.156356569,10.50304723,5.766304296,5.55084431,10.79902184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.753840406,5.358045378,16.81088235,7.172734939,0.893635307,0.406944572,0.962941922,6.323686455,0,0,0,0,0,0.027394096,0,0,0,3.882200233,4.593949492,6.748369788,8.252886033,3.01942811,2.078171752,3.859080969,17.58430372,10.56019847,15.06928726,15.79592219,11.45119984,12.21592258,21.3725684,16.07920285,5.376144823,6.835049511,5.718553777,10.64785655,7.068119864,6.275706102,7.109591103,4.817710694,0,0,0,0.59178851,0,0,0,0
JS_LYG_contig_11492424||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634951272,4.751850472,20.014198,0.479742802,0,59.22224699,0,0,0,0,0,0,0,0,0,0,0.295886265,0,0,0,0,0,0,0,0,0,0,0,0.079576849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
