,BH2_FDSW220017122.1r,BH4_FDSW220017124.1r,BH6_FDSW220017126.1r,BH8_FDSW220017128.1r,BH10_FDSW220017130.1r,BH12_FDSW220017132.1r,BH14_FDSW220017134.1r,BH15_FDSW220017135.1r,DD1_FDSW220008388.1r,DD3_FDSW220008390.2r,DD5_FDSW220008392.2r,DD7_FDSW220008394.1r,DD9_FDSW220008396.1r,DD11_FDSW220008398.1r,DD13_FDSW220008400.2r,DD15_FDSW220008402.2r,DY2_FDME210438600.1b,DY3_FDME210438601.1r,DY6_FDME210438604.1r,DY7_FDME210438605.1r,DY10_FDME210438608.1r,DY11_FDME210438609.1r,DY13_FDME210438611.1b,DY15_FDME210438613.1r,LYG1_FDME210455382.1r,LYG3_FDME210455384.1r,LYG5_FDME210455386.1r,LYG6_FDME210455387.1r,LYG7_FDME210455388.1r,LYG11_FDME210455392.2r,LYG13_FDME210455394.1a,LYG15_FDME210455396.1a,NB1_FDME210455352.1r,NB2_FDME210455353.1r,NB4_FDME210455355.1r,NB6_FDME210455357.1r,NB7_FDME210455358.1r,NB11_FDME210455362.1b,NB12_FDME210455363.1r,NB15_FDME210455366.1r,SY1_FDME210455397.2a,SY3_FDME210455399.2a,SY7_FDME210455403.2a,SY9_FDME210455405.2a,SY11_FDME210455407.1r,SY12_FDME210455408.1r,SY13_FDME210455409.2a,SY15_FDME210455411.2a,ST1_FDME220007465.1r,ST3_L1,ST7_FDME220007471.1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463.1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471.1r,XM2_FDME220007436.1r,XM4_FDME220007438.1r,XM6_FDME220007440.1r,XM8_FDME220007442.1r,XM10_FDME220007444.1r,XM12_FDME220007446.1r,XM14_FDME220007448.1r,XM15_FDME220007449.1r,YC1_FDME220007405.1r,YC3_FDME220007407.1r,YC5_FDME220007409.1r,YC7_FDME220007411.1a,YC9_FDME220007413.1r,YC11_FDME220007415.1r,YC13_FDME220007417.1r,YC15_FDME220007419.1r,ZH1_FDSW220008784.1r,ZH3_FDSW220008786.1r,ZH5_FDSW220008788.1r,ZH7_FDSW220008790.1r,ZH9_FDSW220008792.2r,ZH11_FDSW220008794.2r,ZH13_FDSW220008796.2r,ZH15_FDSW220008798.2r,CXD_1412_FDSW210423229.1r,CXD_1414_FDSW210423231.1r,CXD_1604_FDSW210423236.1r,CXD_1609_FDSW210423241.1r,CXD_1610_FDSW210423242.1r,CXD_1611_FDSW210423243.1r,CXD_1612_FDSW210423244.1r,CXD_1613_FDSW210423245.1r
ZJ_WZ_contig_21839397||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251696509,0.423762706,0,1.907328568,0.947820796,0,0,0,23.10104813,8.368141271,22.61468485,26.53967669,26.31810013,17.50429728,14.76261755,14.62026902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.78157502,11.80362083,17.19317196,17.87099789,14.23444748,9.747527986,9.338775722,20.55088199,0,0,0,0,0.298064954,0,0,0,10.83450617,12.48313718,7.107407479,9.416444956,14.23893926,17.63443504,11.6364452,10.59736358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722357385,0,0.148752383
JS_YC_contig_11628056||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213472515,0,0,0,0,0,0,6.152939713,1.984639326,11.464328,9.942240889,14.12553118,7.747709707,8.984804375,6.533243277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.94768716,23.53197426,22.35570271,11.89261037,17.28322209,23.74377083,25.65292674,17.14323563,0,0,0,0,0,0,0,0,12.76799328,11.94333259,13.24538524,11.21985588,13.28187905,17.546633,14.87797404,5.155229645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_NB_contig_24186518||full,0,0,0,0,0,0,0,0,0,0.08694201,0.193537873,0.405806858,0.19006942,1.048067647,0.839815043,0.165217679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19425431,1.188506293,6.585985293,7.253621161,5.186592959,2.532122752,4.086943333,8.569981539,0,0,0,0,0,0,0,0,0,0.983715224,0,0,5.423148021,1.553570945,1.66762068,0.949034333,17.29167016,20.52882697,19.96967103,22.81258359,14.82754485,22.05707442,18.91430801,18.56314372,0.61097317,1.425102,1.361574979,0.246638467,1.480557591,1.23177521,2.128872434,0,0,0,0,0,0,0,0,0,0.841545895,0,0,0.01497062,0.616116822,0.282740829,0.141484498,0.164050476,0.855614394,0,0.201077165,1.465887039,0,1.259620356,0,0
ZJ_WZ_contig_20186743||0_partial_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481850818,1.612736994,1.796723879,2.308049524,1.57455805,0.919719956,1.309043786,0,0.007679513,0,0,0.837303366,0,0,0.140895578,0,0,0,0,0,0,0,0,0,0.053883787,0.060752642,0,0.1084979,0,0,0,0,9.339230653,10.25807747,8.696469798,4.039801193,11.25201412,11.15654881,11.96173433,6.442447181,0.744731794,1.677426687,0.712160777,1.683068643,3.516066174,1.711953875,2.949752898,4.333091558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.038440401,3.023986239,2.791183896,4.912334916,3.792568631,3.055339329,1.871814533,2.843826469
ZJ_NB_contig_22388443||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73034791,1.57835257,10.16380803,5.59492799,10.6935052,7.616039618,9.453163517,6.531134307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959732193,1.252323045,0.447916879,0,0.519821647,2.128099041,1.735257094,0.668549539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32453134,14.36918644,21.31387508,9.277382024,10.91871376,11.23822238,15.35508228,10.41657578,0,0,0,0,0,0,0,0
SD_DY_contig_9038731||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.12085061,0.4766812,23.57849625,34.89021158,27.03262489,29.95978376,31.36002685,26.39613919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_8246807||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.250477094,0,9.2250858,8.067084452,14.66058916,11.49756164,11.6951051,7.1610265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_YC_contig_23437866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17204801,5.476893473,13.01673879,17.61831105,14.29606001,17.64866252,12.90276852,11.79888175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_YC_contig_4257667||0_partial_1,0,0,0,0,0,0,0,0,1.114962479,0.248589526,0,0.352598507,1.249002372,0.341972728,1.01319437,0,0,0,0,0,0,0,0,0,0.794693578,1.014894857,0.59263737,1.692983224,1.834895941,0,0,0,4.564695273,2.021804307,5.07164087,4.543482392,3.809845369,7.164550497,5.475106167,4.722185763,0,0,0,0,0,0,0,0,1.988314418,2.049314345,1.121859433,0.91379033,0,0,1.040461049,0,3.670646268,3.656810286,2.656356859,0,5.397390139,3.375731338,2.508083168,0.746696759,0,0,0.825966217,0.01255536,0.442797119,0,0,0.195549295,19.30105818,10.91933909,10.169583,10.61378025,13.70356008,17.65733246,17.01343433,12.04574005,0,0,0,0,0,0,0,0,5.937339772,7.670153387,0.918409081,0,8.521710585,8.475371845,10.26267712,8.644979364
JS_LYG_contig_5243106||full,0,0,0,0,0,0,0,0,6.271801887,1.165767545,2.595486127,3.466664843,3.185006688,2.853176821,5.478939493,3.59147031,0,0,0,0,0,0,0,0,6.148214403,8.058510726,10.71476181,8.009923254,4.905281306,10.07197065,2.650344465,0,0,0,0.019214106,0,0,0,0,0.022795707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136313145,0.033666318,0,0,0,0,0,0,0,0,0,0.629312836,0.818487488,1.412095283,0.312688312,0.470565345,0.31850428,1.098460828,0.826959858,0,0,0,0,0,0,0,0,11.62088033,7.921565944,4.214359585,8.841534584,14.39690592,13.8230719,15.52674551,12.79835552
ZJ_WZ_contig_13098888||full,1.484878398,1.513770843,0,0.26811162,3.956945717,0.997067273,4.6863594,5.295050807,4.649547546,6.605080143,12.97567875,7.818912928,6.257267606,7.074000388,4.702858578,4.910156737,0,0,0,0,0.198447026,0,0,0,127.6744992,183.6518607,129.7243791,93.33299143,71.87633543,158.5377485,69.71120708,48.41045268,24.46093424,12.54081595,19.13119619,26.03963617,23.70314418,20.65489895,23.32244537,17.92408558,2.564237393,0.716274777,6.483583948,0.275414521,0.989308602,0.500351101,2.779765218,0,15.84231649,18.02469981,7.118218075,14.63136806,8.259963246,5.974497947,6.974182635,11.00195679,67.30019465,68.83657768,86.79023471,74.65339093,76.51924122,91.69466373,82.46351598,55.68038469,59.93801161,71.95698173,71.09426691,75.7649891,68.71564629,45.43880499,86.41272095,67.81354301,9.361701162,6.757008642,6.263896371,5.351646947,5.169410108,8.159804511,7.530302921,7.830135474,0,0.716136577,0.627891466,1.01743482,0.546106669,0,0,0.075941876,79.08967938,112.3078582,33.42527584,61.99739225,59.94017907,60.44802947,57.87578067,55.70097549
ZJ_NB_contig_3795980||full,3.331377262,1.896131906,2.636680698,2.471172408,4.293058378,2.643975892,3.152412803,2.752347883,0,0,0,0,0,0,0,0,0,1.718414434,0,0,0.109132191,0,0,0,0,0,0,0,0,0,0,0,13.98139946,4.630220723,28.60986412,17.59176957,23.08121668,21.32675759,23.31862788,20.04423245,0,0,0,0,0,0,0,0,0.500496787,0,0,0,0,0.095361693,0,0,12.08216817,13.34378067,8.206962964,9.03668555,9.475006539,6.747094392,14.11013562,1.818583942,0.020825047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.497279557,8.175576368,6.738647595,2.599267283,5.038130427,2.651752518,6.693418153,4.841612623,0,0,0,0,0.095182408,0,0,0
GD_ZH_contig_19334149||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379882712,1.612858258,0.699148792,2.627275173,2.904970684,1.550306803,1.89267974,2.080964195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.963065969,6.89991508,7.540676879,5.027208104,8.455092921,6.968951128,11.95411453,8.175858587,0,0,0,0,0,0,0,0
JS_YC_contig_7336097||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01098801,0,0,0,0,0,0,0,9.310031069,5.075514872,8.522166019,8.143792927,9.818014236,16.08496331,11.02527621,11.40071421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.844532785,11.86549917,6.595851691,5.695674916,10.40025288,11.00038594,11.46988697,4.599923201,0,0,0,0,0,0,0,0,8.206952894,5.454035402,6.86177806,7.326632563,5.662578955,9.555933022,11.91442723,6.892740663,0,0,0,0,0,0,0,0,0,0.026968791,0,0,1.960668288,1.249405757,3.027462212,1.007096947
GD_ST_contig_14369491||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883645743,0.970494066,8.516147693,22.5953239,4.62675603,3.006514085,12.52523072,8.652546425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_12013242||full,11.11851083,12.77362568,0.844042549,0.86223717,13.3756647,4.330033651,20.71944743,17.45108244,1.710754093,2.705393269,5.278794334,2.055554665,1.811759768,1.753188385,1.128045369,2.512360138,0,0,0,0,0,0,0,0,57.16682693,51.96921988,60.34746692,34.49929923,28.69525593,107.7724835,46.33060413,39.31461065,1.445951932,0,1.847137439,0.510096305,2.080256083,1.312125984,1.16393049,0.533171555,0,0,0,0,1.26135416,0.027771742,0.017573772,0,9.058520917,7.957734139,6.723758528,8.638993854,5.3545879,4.853792132,5.157399372,4.994437905,12.01182775,11.19626581,11.54996207,12.08942383,10.08748941,14.25496708,10.34081247,22.10725736,38.1851572,30.15222665,49.29802963,25.95224093,32.77215385,27.68500461,64.98490832,35.41397278,0,0.032140615,0.262068718,0.021879292,0,0,0,0.39001765,0,0,0,0,0.088288964,0,0.003266394,0,12.67984739,16.26133207,10.67617657,20.27633873,9.098618645,19.03717153,15.78093953,19.97249424
GD_ZH_contig_5485799||full,0,0,0,0,0,0,0,0,0.191178999,0,0,0,0,0,0.147449883,0,0,0,0,0,0.181116066,0,0,0,0,0,0,0,0,0,0,0,11.5318601,2.550517075,14.08270654,10.77683971,14.00959217,20.37985104,20.1643894,21.48280287,0,0,0,0,0,0,0,0,1.119029662,1.423939671,0.093249931,0.223368281,2.371700514,0.941657857,4.002768825,1.014422263,5.199905471,7.005663048,4.949038609,8.475115031,9.408884635,12.64689347,8.008189749,5.936106648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.78547353,65.11034753,50.05928714,65.22818179,77.25046003,48.19608786,51.5729701,45.73191718,0,0,0,0,0,0,0,0
GD_ZH_contig_13689815||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45736779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.577059765,0.555834499,3.250510253,6.824909722,7.912739634,5.950631943,6.317614643,4.424633558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.816568166,2.987048291,3.993336995,0.73724445,2.828758746,1.910372746,3.279375173,1.016582264,0,0,0,0,0.400538356,0,0,0,0,0,0,0.262372822,0,0,0,0,8.262443816,12.53679435,10.50275231,14.05555817,12.38080047,12.7223389,10.68468414,9.400375315,0,0,0,0,0,0,0,0
SD_DY_contig_19286156||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.941730409,0,2.931344193,17.13194182,8.575884145,4.891829059,15.23752459,4.789491372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_24776555||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.161717347,1.913353161,4.688730002,6.130629352,6.130823651,19.11541803,7.508358142,14.69263817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_6205086||0_partial.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.978241678,0,11.67784104,9.998235671,22.32277348,0,17.19445642,9.582447807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_959824||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.493392562,0,8.645497571,8.840978568,12.67813277,8.676445269,8.30583957,4.976743337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_11246623||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246165948,0,0,0.948043408,0.485088521,0,0,0.217051991,0,0,0.177522533,1.581969328,1.177500869,0.851338767,0.809224871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53671983,7.12579546,12.86380673,1.526920058,12.60014896,11.54328997,8.391426256,2.990470247,0,0.871727323,0,0,0,0,0.228737492,0.303769736,0.200588958,1.662015769,0.407867347,0.330583909,0,0.019497213,0.67854804,1.066698349,0,0,0,0,0,0,0,0,0,0.294693845,0,0,0.290620999,0.404474971,1.662555372,2.300915137
JS_YC_contig_10045132||full,0,0,0,0,0,0,0,0,10.04323909,15.56525828,6.854217823,24.15280578,15.23816351,20.30755102,14.52034267,44.10987537,0,0.827531813,0,0,0,0,0,0,1.653193559,0,0.033595379,2.863705409,20.97720665,0,9.928614375,2.837822243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02459852,11.57773846,13.33017931,18.24054097,10.39770813,21.5133783,18.19136681,18.12353131,0,0,0,0,0,0,0,0,6.301718594,2.361188863,0,0,0,2.052305927,0,0.43284121
SD_QD_contig_27574759||full,0,0,0,0,0,0,0,0,2.839397763,4.356830479,4.151056844,5.405827765,5.218017087,8.300635027,2.989599414,7.213652205,0,0,0,0,0,0,0,0,13.70099141,18.23200322,12.96556977,8.188075109,12.80129691,21.74033352,1.842724331,0,0.137737612,0,0,0.013072849,0.265677507,0,0.119517758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259495031,0.644914663,1.409176008,0,0.894403756,0.772715684,0.340559924,1.764493352,0,0,0,0,0,0,0,0,0.195246691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.102602565,3.832122674,0.788763451,9.926590533,2.489137656,2.145781454,2.346085286,1.150798778
HN_SY_contig_7154547||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546740491,0,28.83048937,0.588304246,506.4516182,49.46094623,8.817470169,9.525650089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS_LYG_contig_3806655||full,28.70951179,26.51492208,22.83588395,20.92038003,34.06835877,15.29119688,10.87809269,18.18918582,5.995306288,8.256799544,13.51141773,9.642287475,12.73601463,3.227695755,4.560106553,3.983763566,0,0,0,0,0,0,0,0,41.11506333,37.50744224,31.46354219,30.0465856,13.16749632,17.93886066,27.59960841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.229234677,9.414310801,9.784788524,30.03525306,7.996674754,11.07847991,5.732346034,8.262526603,0,0,0,0,0,0,0,0,7.896735411,7.889333171,8.472935109,8.58066269,4.484342624,7.585407221,19.50267959,7.958201608,0,0,0,0,0,0,0,0,5.502053129,10.33780548,2.894638539,11.29274376,6.079133081,3.417121025,9.671018965,7.705714338,33.08715504,23.87926512,24.03601446,18.28936708,10.54048145,33.88325071,22.41192085,25.98671162
JS_LYG_contig_4782850||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.20099631,15.72991863,55.61608169,8.144209687,15.86679515,82.46367168,0.052177766,20.59877066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45658876,4.197091772,17.54365991,11.01214165,7.131635528,9.502621033,6.105691095,5.9526345,0,0,0,0.436710838,0,0,0.499818219,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24376261||full,0,0,0,0,0,0.045902634,0,0,0,0,0,0,0,0,0,0,0.416374188,2.723349942,0,0,0.172545974,0.653084242,0.043869451,0,0,0,0,0,0,0,0,0,4.718908112,1.1749305,1.461381128,4.101590346,3.319355821,6.472153832,6.288093173,4.657879227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34798933,9.732341932,6.153422213,3.851995873,7.740684499,7.847932877,5.502235442,8.879751137,0.193930658,0,0,0,0,0,0,0,8.154559813,6.337963521,8.407535645,13.7772793,7.927393743,10.26493537,6.32754157,16.79594703,0,0,0,0,0,0,0,0,0.048881158,0.255001684,0,0,0.726624082,0.178093442,0.523611074,0
JS_LYG_contig_20606655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151378814,4.653336488,18.468915,0.135874755,0,19.6421616,0.31372225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_contig_28067166||full_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27421197,1.605325865,3.143795467,3.024052752,7.726809957,6.616458382,6.164943681,7.211886704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_NB_contig_5620596||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812545548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.523690706,1.800448201,5.812325558,6.560253923,7.693035729,6.419018123,9.820819617,4.928617733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626452167,1.574450979,2.490400807,0.667328962,3.954531565,2.77939447,2.378798179,0.46989256,0,0,0.223008881,0,0.014592698,0.066641545,0,0,0,0.476462118,0.330221715,0.057353726,0.288626493,0.271511157,0.501562172,0,10.91008994,11.14619055,11.40016607,11.81739998,12.12448278,11.62251302,10.66402673,9.298215908,0,0,0,0,0,0,0,0
GD_ZH_contig_21579180||full.1,0,0,0,0,0,0,0,0.261252727,0,0,0,0,0,0,0,0,0,0.382850399,0,0,0,0,0,0,0,0.14360869,0,0.595624577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.998004012,6.398995216,1.524989863,5.747806037,0.545855633,0.769455696,3.430500172,5.256573297,0,0,0,0,0,0,0,0,0,0,0,0.150392968,0.668195021,0.50129312,0.12657154,0.215211427,0,0,0,0,0,0,0,0,5.890149907,13.11081982,7.237582041,8.556388335,9.108480468,9.179945985,8.661865367,8.241863117,0,0,0,0,0,0,0,0
ZJ_NB_contig_28915099||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34641531,15.53495995,12.12900482,4.237638127,1.499506818,20.05371174,6.420403903,0,13.46606442,0,5.907498642,12.69174807,1.710536764,7.522236634,11.00752161,4.023447155,45.62048734,27.86249168,40.89327023,22.72379605,51.29126518,64.88759975,9.806197367,9.217083414,8.133403275,0,0,0,0,0,0,0,0,0,0,4.803047044,0,0,0,13.93908146,7.335056606,4.761142427,3.076144934,8.21426316,3.036003665,4.124624355,3.675733117,6.609066106,11.16954602,18.86330058,23.00265134,39.15963974,26.26176747,19.4572419,41.2120832,48.42048169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_NB_contig_27805666||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349309202,0,0,0,0,0,0,0,0,0,0,0,7.976832305,8.355356742,13.9355082,18.16724981,19.46553256,19.97568382,16.30666529,9.058454822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.257078302,3.595434091,3.051524835,4.26578194,5.678249258,4.923444798,5.687172756,1.865624816,0,0,0,0,0,0,0,0,25.05832136,21.00958071,19.05460608,16.94850407,13.53521369,28.69328773,29.98622846,18.25388067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_contig_7525208||full,24.69676216,16.12924285,22.5149366,9.846543491,14.07173258,15.01308208,16.31525286,15.06519625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.630594011,6.356769531,3.745590117,5.704853423,10.0344901,8.387224433,6.961564683,5.331959529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_contig_4089252||full,10.53579876,19.53720305,4.35409233,5.848374474,18.9850607,8.030336725,21.17725373,19.89939596,14.61895253,18.31877952,28.02457316,17.8816597,21.65070716,15.54102556,12.04238525,14.97722582,0,0,0,0,0,0,0,0,77.56430405,87.15181097,92.48580822,50.73853063,38.74688554,152.5755075,61.05053795,51.1168479,6.099934714,0.552077763,3.062673405,4.730866624,2.8335738,1.826197298,2.755267344,1.737959027,0.546540806,0.58590413,4.482987562,0.821464775,3.57570468,1.518116413,1.08844082,0.15122262,14.18240811,14.13176082,12.13274056,10.42887134,6.863193419,6.39907201,6.083981816,6.834813352,12.4042795,14.77922362,21.91287633,21.49677052,15.31952448,16.23891131,14.32189088,34.39524868,54.05056579,53.43250142,47.52122536,42.16148508,48.3116033,37.10114108,57.4558264,51.34743705,2.328541337,1.143382438,0.76074267,0.497150522,0.249489454,0.375308776,1.168652528,0.533797486,0,0,0,0,0.103003211,0.441254681,0.037270839,0.055976096,31.96786971,41.17315625,14.07076404,32.73540822,17.45672561,24.96313388,23.2221245,27.8905429
ZJ_WZ_contig_3979748||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.357435929,2.008649351,5.685960812,5.677572068,4.262949828,9.641068961,7.518656061,6.386629521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.045718121,5.840098199,10.25090905,5.847064749,8.832718202,10.11820833,5.692047838,9.677301152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_QD_contig_7086191||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643598483,0,0,0,0,0,0,0,0,0,0,0,0,0.375997798,1.043508428,122.0944242,43.67217286,0.250589242,2.457489362,0.945792745,0
