,BH2,BH6,BH10,BH14,BH15,DD1,DD5,DD9,DD13,DD15,DY2,DY6,DY10,DY13,DY15,LYG1,LYG5,LYG7,LYG13,LYG15,NB1,NB4,NB7,NB12,NB15,SY1,SY7,SY11,SY13,SY15,ST1,ST7,ST10,ST13,ST15,WZ1,WZ5,WZ10,WZ14,WZ15,XM2,XM6,XM10,XM14,XM15,YC1,YC5,YC9,YC13,YC15,ZH1,ZH5,ZH9,ZH13,ZH15,QD4,QD9,QD10,QD12,QD13
C11H20O7S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,24,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,19,0,0,0,5,0,0,0,11,0,0,0
C11H20O8N2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O10N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O10NS,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
C11H21O12N,225,0,0,173,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O12N3,0,0,78,185,34,0,0,0,0,0,0,0,0,225,0,0,0,10,0,4,0,106,0,0,0,0,37,0,6,0,104,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,79,23,30,64,0,21,0,4,0,0,0,0,0
C11H21O13N3,0,96,74,163,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,70,71,2,0,0,0,0,0,0,0,0,0,0,19,0,0,38,0,26,35,42,0,0,94,2,0,0,0,0,0
C11H21O2NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O3N,168,57,0,0,57,0,0,0,0,0,0,0,0,0,0,226,92,12,0,6,112,94,9,75,0,0,0,0,0,0,0,102,0,0,16,0,0,2,0,0,106,0,211,98,0,15,61,0,63,84,14,0,0,33,0,0,0,2,0,0
C11H21O3NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O4NS,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,38,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O5N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C11H21O5NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,218,0,0,3,68,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21O8N,0,78,0,131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,5,0,101,69,2,1,0,0,0,0,0,0,0,12,170,72,0,10,0,79,0,28,39,0,0,86,3,0,0,0,0,0
C11H21O9N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,26,0,4,0,73,0,0,0,0,0,0,2,0,0,0,0,0
C11H21O9NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,69,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H21ONS2,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H22O11N2S2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H22O3N2,0,0,0,0,0,10,0,0,115,7,0,0,0,0,25,0,0,0,14,7,282,299,29,98,12,320,162,27,23,22,324,84,16,5,218,0,0,0,0,0,0,0,0,0,0,15,71,111,66,47,178,307,160,197,22,0,16,26,276,0
C11H22O3N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,422,0,10,8,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H22O4,0,0,0,0,87,0,0,0,0,0,0,0,0,0,101,0,0,0,0,8,114,0,0,36,0,0,0,0,0,1,0,68,0,0,10,0,0,0,0,0,0,0,0,124,0,28,0,0,0,0,0,0,40,208,0,42,0,0,0,0
C11H22O4S,0,0,0,0,0,0,0,10,0,4,0,0,0,0,40,0,18,0,0,1,0,0,0,0,0,137,15,0,0,0,125,209,4,2,165,0,0,0,0,0,0,0,0,0,57,0,32,53,13,0,112,0,0,81,34,0,28,0,0,0
C11H22O4S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
C11H22O5,0,90,68,133,50,0,0,0,94,0,0,0,0,0,0,0,0,0,4,1,101,102,4,43,0,0,8,0,2,0,159,117,1,0,0,0,0,0,0,0,0,0,0,26,0,25,78,92,103,92,37,66,0,92,0,0,12,0,0,0
C11H22O5S,93,94,68,120,52,6,132,42,120,15,0,0,0,0,2009,363,194,31,43,31,0,0,0,0,0,138,67,0,7,2,108,533,6,1,122,0,0,0,0,0,89,5,0,78,154,67,187,149,127,97,228,108,49,126,13,0,198,0,0,0
C11H22O5S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,34,0,0,0,0,0,0,0,0,108,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,16,0,0,0,0,0,0,0,0,0,47,0,0,0
C11H22O6S,262,333,374,279,184,13,266,64,321,47,0,76,0,0,77,998,700,117,98,75,161,169,4,0,0,217,269,72,113,67,204,916,20,7,249,0,0,0,0,0,187,55,221,269,321,327,593,469,394,496,367,61,111,288,20,267,736,42,0,0
C11H22O7S,0,62,29,0,0,1,0,16,0,6,0,0,0,0,0,349,182,22,0,11,28,0,0,0,0,75,57,1,13,4,84,271,14,6,55,0,0,0,0,0,0,16,0,55,117,112,227,171,166,167,106,0,28,158,8,0,90,0,0,0
C11H22O7S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,78,55,0,0,2,0,64,3,0,0,292,0,0,0,0,0,0,0,0,0,21,46,73,46,34,42,0,31,0,0,0,27,0,0,0
C11H23O10N,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H23O11N3S,0,96,79,140,58,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,1,4,0,60,0,2,0,0,0,0,0,0,0,0,6,0,51,126,0,71,109,0,29,19,0,4,0,0,0,0,0,0,0
C11H23O12N,365,130,122,381,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H23O12N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
C11H23O12N3S,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,7,0,25,0,14,54,58,32,33,0,0,6,0,0,0,0,0,0,0
C11H23O4N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H23O4NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,75,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,0,8,0,0,0,0,0,0,0,0,0,0
C11H23O5NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,241,21,0,32,23,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,82,213,195,162,52,111,0,13,79,0,0,139,0,0,0
C11H23O6N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H23O8N,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,3,0,0,0,0,0,0,0,12,0,28,0,0,41,79,25,21,0,0,12,93,1,0,0,0,0,0
C11H23O9N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,90,0,21,0,0,0,0,0,0,0,0,0,0
C11H23O9NS,263,231,224,166,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,177,32,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11H24O3N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0
C11H24O4S,0,0,0,0,0,6,142,21,0,4,0,0,0,0,261706,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,201,0,0,159,0,11078,275,5081,0,0,0,0,31,99,0,0,0,11,13,100,0,59,98,368,0,205,0,1620,0
C11H24O4S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,189,123,51,0,0
C11H24O5S,201,325,101,384,128,3,92,16,125,11,0,0,0,0,124,924,583,42,45,25,0,0,1,0,0,139,45,2,10,12,140,1034,10,1,97,0,0,0,0,0,0,7,0,23,0,97,213,269,224,214,250,0,34,97,15,0,1308,0,0,0
C11H24O5S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
C11H24O6S,187,162,158,120,54,5,0,19,118,12,0,0,0,0,30,246,135,14,0,12,65,147,7,28,0,122,31,3,4,2,117,408,7,0,93,0,0,0,0,0,89,10,155,64,0,94,192,171,162,153,174,0,50,128,7,0,148,0,0,0
C11H24O6S2,0,0,0,0,0,12,78,19,0,8,56,111,8,327,0,234,76,51,0,27,170,218,9,126,13,406,518,36,70,55,0,0,10,0,146,248,0,10,156,0,0,4,0,0,0,737,184,501,337,444,145,244,108,0,0,0,29,0,0,0
C11H24O7S,155,67,74,146,0,0,0,0,123,4,15,0,0,0,0,236,123,18,0,7,18,0,1,0,0,127,91,9,25,20,73,158,5,0,36,0,0,0,0,0,28,4,0,0,0,87,189,186,166,158,96,72,28,130,0,0,33,0,0,0
C11H24O7S2,0,0,15,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,246,350,19,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,16,0,0,0,0,0,0,0,0,0
C11H24ON2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0
C12H18O4,3396,1304,1913,527,795,44,294,149,462,77,33,178,12,216,56,284,475,502,733,401,560,504,59,438,0,124,221,21,85,30,1616,431,0,7,135,0,0,47,467,117,508,129,432,494,0,297,489,519,391,421,283,326,189,525,125,373,86,54,0,0
C12H18O4N2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0
C12H18O4S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
C12H18O5,561,548,551,468,403,30,342,135,299,54,38,141,9,0,20,316,254,85,115,73,348,296,24,169,21,138,40,3,5,2,496,419,0,4,45,0,0,27,284,83,469,98,406,603,566,111,291,318,222,242,224,201,93,288,25,406,136,45,288,179
C12H18O5N2,34,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H18O5S,0,0,10,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,40,0,1,1,0,117,0,0,0,0,0,0,0,0,0,8,155,39,0,0,38,48,18,31,0,0,0,39,0,103,46,0,0,0
C12H18O5S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0
C12H18O6,455,426,346,253,257,16,155,54,215,23,0,148,5,189,44,212,0,22,50,16,274,256,22,151,10,220,60,4,8,5,285,247,0,0,60,256,263,18,0,66,187,44,225,250,179,72,219,227,209,189,140,134,53,252,5,270,105,17,0,115
C12H18O6S,0,0,10,0,0,4,87,8,0,4,0,0,0,0,0,0,43,7,0,5,0,0,0,0,0,60,64,7,20,7,66,156,3,1,0,0,0,0,0,0,0,5,0,37,0,28,93,118,79,82,36,0,23,53,5,0,9,0,0,0
C12H18O7,197,117,91,196,80,0,73,10,83,1,0,0,0,0,0,0,0,5,8,0,41,0,3,29,1,0,0,0,1,1,63,0,0,0,0,0,0,0,47,0,75,7,0,69,110,19,72,93,27,29,0,64,0,107,0,134,11,0,0,0
C12H18O7S,33,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,10,0,0,0,0,0,1,0,0,0,56,5,5,4,5188,125,258,97,141,0,0,0,0,0,79,5,0,51,0,37,134,136,70,68,50,0,20,0,6,0,28,0,0,0
C12H18O7S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,38,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
C12H18O8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
C12H18O8S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,110,67,7,5,0,0,0,0,0,0,0,0,0,0,0,5,0,57,23,0,0,0,0,0,0,0,11,0,0,0
C12H18O8S2,217,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H18ON2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H18ON2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H19O10N,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H19O10N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
C12H19O12N3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H19O2N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
C12H19O3N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
C12H19O4N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H19O5NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H19O6N,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
C12H19O6NS,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H19O9N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,54,0,0,0,0
C12H19O9N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H20O4,1677,1131,1332,0,1092,58,0,0,711,123,0,83,12,200,64,0,0,119,0,84,821,0,96,652,0,0,0,12,0,16,0,770,0,1,172,0,0,40,449,0,0,0,0,574,0,424,729,0,0,754,623,397,334,596,0,368,0,0,307,0
C12H20O4N2,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
C12H20O4S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,126,83,0,0,14,0,0,0,0,0,0,0,171,0,0,0,55,0,16,0,33,0,14,54,3,0,0,0,0,0
C12H20O5,907,987,914,704,922,32,392,184,525,104,41,117,7,0,35,389,481,208,260,157,544,390,49,285,19,208,94,5,0,2,676,552,50,2,109,315,347,39,389,101,704,260,508,1123,691,291,596,613,473,586,410,320,238,490,58,409,210,44,237,232
C12H20O5N2,0,27,0,0,24,0,71,14,128,1,0,0,0,0,0,152,0,0,0,0,0,0,1,0,0,112,0,3,5,3,44,0,0,0,0,0,0,2,0,0,36,0,0,28,0,0,0,56,10,0,31,0,5,0,0,0,12,0,0,0
C12H20O5S,27,0,0,0,0,0,88,22,0,10,0,0,0,0,0,170,83,34,22,11,0,0,0,0,0,91,254,44,96,73,114,244,15,4,0,0,0,0,0,0,0,12,155,58,129,87,218,111,153,117,135,0,23,118,4,0,69,9,0,0
C12H20O5S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
C12H20O6,652,602,559,364,419,13,220,46,268,40,37,103,6,0,37,203,169,66,92,55,269,227,26,166,16,129,84,3,7,8,373,341,10,1,65,238,325,29,269,89,329,91,282,526,394,133,329,298,279,260,186,165,103,408,12,449,201,73,0,240
C12H20O6N2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,31,5,5,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,0,0,0,0,0,0
C12H20O6S,128,107,88,194,42,3,109,23,117,17,0,0,0,0,0,428,179,30,38,13,0,98,2,0,0,222,199,70,106,59,119,363,27,1,66,0,0,0,0,0,97,13,159,123,129,141,267,223,216,206,217,0,46,172,16,0,80,0,0,0
C12H20O6S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,79,13,17,16,0,85,7,0,0,0,0,0,0,0,0,10,0,34,0,39,78,91,62,51,0,0,0,0,0,0,27,0,0,0
C12H20O7,783,1807,651,301,370,25,177,71,451,45,33,0,15,0,140,189,140,68,71,62,723,521,91,347,34,1071,540,1324,983,674,781,142,10,1,82,359,488,24,264,0,185,74,189,253,265,171,410,452,310,402,84,90,50,255,5,251,524,100,0,392
C12H20O7S,116,94,0,127,49,5,0,19,136,16,0,0,0,0,0,441,184,28,0,0,42,0,2,0,0,135,180,39,57,41,237,283,43,5,63,0,0,0,0,0,200,47,139,177,151,255,324,321,235,377,150,0,52,136,7,0,66,0,0,0
C12H20O7S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,52,15,0,4,0,0,0,0,0,82,70,3,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,66,101,53,45,0,0,0,0,0,0,12,0,0,0
C12H20O8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0
C12H20O8S,0,23,0,0,0,0,0,7,0,2,0,0,0,0,0,190,69,9,0,0,0,0,0,0,0,0,60,4,7,6,0,152,9,0,0,0,0,0,0,0,0,3,0,24,0,85,163,169,145,169,0,0,0,50,0,0,8,0,0,0
C12H20O8S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,66,68,0,32,15,0,0,0,0,0,10,0,0,0
C12H20ON2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
C12H20ON2S2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H21O10N3S,0,0,0,0,0,0,0,0,0,0,0,0,2,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H21O13N3S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H21O3NS,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,70,0,235,0,0,0,0,0,0
C12H21O4N,85,55,28,0,37,0,63,0,111,1,0,0,1,0,0,134,42,0,8,5,168,203,11,55,7,195,36,7,5,4,271,112,5,0,57,258,0,0,0,0,0,6,0,81,0,0,32,0,6,0,72,81,29,110,8,0,21,11,0,0
C12H21O4NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H21O5N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,38,0,0,25,0,6,69,0,0,0,0,0,0
C12H21O5NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,4,52,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12H21O6N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,82,18,20,0,0,0,0,0,0,0,0,0,0
