host,BH2_FDSW220017122-1r,BH4_FDSW220017124-1r,BH6_FDSW220017126-1r,BH8_FDSW220017128-1r,BH10_FDSW220017130-1r,BH12_FDSW220017132-1r,BH14_FDSW220017134-1r,BH15_FDSW220017135-1r,DD1_FDSW220008388-1r,DD3_FDSW220008390-2r,DD5_FDSW220008392-2r,DD7_FDSW220008394-1r,DD9_FDSW220008396-1r,DD11_FDSW220008398-1r,DD13_FDSW220008400-2r,DD15_FDSW220008402-2r,DY2_FDME210438600-1b,DY3_FDME210438601-1r,DY6_FDME210438604-1r,DY7_FDME210438605-1r,DY10_FDME210438608-1r,DY11_FDME210438609-1r,DY13_FDME210438611-1b,DY15_FDME210438613-1r,LYG1_FDME210455382-1r,LYG3_FDME210455384-1r,LYG5_FDME210455386-1r,LYG6_FDME210455387-1r,LYG7_FDME210455388-1r,LYG11_FDME210455392-2r,LYG13_FDME210455394-1a,LYG15_FDME210455396-1a,NB1_FDME210455352-1r,NB2_FDME210455353-1r,NB4_FDME210455355-1r,NB6_FDME210455357-1r,NB7_FDME210455358-1r,NB11_FDME210455362-1b,NB12_FDME210455363-1r,NB15_FDME210455366-1r,SY1_FDME210455397-2a,SY3_FDME210455399-2a,SY7_FDME210455403-2a,SY9_FDME210455405-2a,SY11_FDME210455407-1r,SY12_FDME210455408-1r,SY13_FDME210455409-2a,SY15_FDME210455411-2a,ST1_FDME220007465-1r,ST3_L1,ST7_FDME220007471-1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463-1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471-1r,XM2_FDME220007436-1r,XM4_FDME220007438-1r,XM6_FDME220007440-1r,XM8_FDME220007442-1r,XM10_FDME220007444-1r,XM12_FDME220007446-1r,XM14_FDME220007448-1r,XM15_FDME220007449-1r,YC1_FDME220007405-1r,YC3_FDME220007407-1r,YC5_FDME220007409-1r,YC7_FDME220007411-1a,YC9_FDME220007413-1r,YC11_FDME220007415-1r,YC13_FDME220007417-1r,YC15_FDME220007419-1r,ZH1_FDSW220008784-1r,ZH3_FDSW220008786-1r,ZH5_FDSW220008788-1r,ZH7_FDSW220008790-1r,ZH9_FDSW220008792-2r,ZH11_FDSW220008794-2r,ZH13_FDSW220008796-2r,ZH15_FDSW220008798-2r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
FJ_XM_bin_1,0,0,0.036521012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023853909,3.278920672,2.512887891,3.078893696,1.116963522,0.106353848,0.852633104,1.095395019,0,0,0,0,0,0,0,0,2.802012345,4.859636277,6.491262956,7.192418086,4.929452698,2.924713275,4.247208226,4.601027611,0,0,0,0,0,0,0,0,0.604161176,1.9283216,0.733132501,2.059671808,1.725024385,1.530610137,1.573894784,1.428798891,0,0,0,0,0,0,0,0
FJ_XM_bin_10,8.927643201,5.356384932,8.569132074,5.927208843,8.739442941,4.268506799,3.986677007,3.63078396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15152438,0,1.940745148,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299736339,0,1.286023789,0,0.037245312,4.362456018,1.107122109,31.738647,83.90504174,22.90119647,55.20137397,11.66826105,6.358396724,30.10855529,27.63338883,3.837542314,3.328961011,4.522121862,3.48761244,3.939261325,5.157155967,2.069521552,5.24868452,18.5957161,33.93001682,24.6400564,36.23514516,37.37566388,34.78613435,18.16232115,21.62160709,0,0,0,0,0,0,0,0,7.225027792,81.62862859,13.24567837,74.18839968,73.08241163,52.63316569,45.93656158,60.9160417,0,0,0,0,0,0.00808987,0.110878918,0
FJ_XM_bin_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105501563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302906257,5.194729572,2.298361217,3.918355443,5.0961989,4.841840138,3.306793696,3.46346392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_103,0,0,0,0,0,0,0,0,0,0,0,0.049910918,0.016343064,0.272448952,0.396262545,0.228882348,0,0,0,0,0,0,0,0,0,0,0,0.854674462,3.199920862,0,0.258360862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287012482,2.098070585,0.924940057,0.877658699,0.324608878,0,0,0.969567848,0,0,0,0,0,0,0,0,4.125478216,3.945580789,12.12012907,11.26947174,6.773788178,4.436793022,4.336179207,5.261374294,0.290742335,0.114481407,0.328689552,0.015405646,0.055246695,0.610814773,0.196573729,0.038179519,0,0,0,0,0,0,0,0,0.499563516,0.445626299,0.077060797,0.890474367,0.287432682,0.172588169,0.119613534,0.216673768
FJ_XM_bin_108,0,0,0,0,0,0,0.182859576,0.185090119,0,0,0,0,0,0,0,0,0,0.592579309,0,0,0,0,0,0,0.459516246,0.70663565,0.242461823,0.888319349,1.000571905,0.194297772,0.16034314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.193606696,5.033906539,12.74777683,5.247695234,3.780351357,6.176990285,3.907435129,9.26242595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413499365,0.62389116,3.588330809,0.313612286,0.589993142,0.522082948,0.614936415,0.308089616
FJ_XM_bin_112,0.497887035,0.809340823,0.575254035,0.03533832,0.223337913,0,0.288613856,0.639303398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.737459925,6.57784006,10.86153647,6.402087947,7.487008572,6.074499652,8.595078632,12.43265263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_114,0,0,0,0,0,0,0,0,0.676127856,0.940384869,0.968924696,1.036935987,1.0727416,0.727949207,0.608381845,0.449210457,0,0,0,0,0,0,0,0,0.340336388,1.00166733,0.409613415,1.260968864,0.767009002,0.364971392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.120722358,2.735006822,1.346026398,3.602207434,0.565548958,0.391657688,1.488446972,1.135575479,0,0,0,0,0,0,0,0,4.828113845,9.203997754,8.307948406,7.563635493,6.707178712,7.964930987,9.471093094,5.79066737,0,0,0,0,0,0,0,0,0,0.1576419,0,0.122859356,0.10723059,0.025606744,0.019960917,0.085617524,0.350496266,0.423862563,0.261382651,0.471115267,0,0.109354932,0.043572948,0
FJ_XM_bin_116,8.881336799,8.471329893,13.58042287,14.91716212,8.808663169,14.4561661,9.783128717,7.784915684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.52721949,12.09083646,6.938078743,7.660444753,15.3416518,8.107337665,12.41173506,6.988839304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_118,2.809910449,2.302559054,1.882563113,2.170641826,3.879920946,2.286908722,2.658965631,2.812589075,0,0,0,0,0,0,0,0,0,5.511879689,0,0,0,0,0,0,2.144091424,0.750240008,1.661709925,14.07114885,19.4529172,0,1.824081374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12067689,28.47935923,48.01480803,37.63915075,24.78315108,12.17918423,33.62859717,22.00133154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.060127964,3.949638451,2.59883559,1.319875911,0.521466227,1.012262448,0.924715428,0.755742518
FJ_XM_bin_12,3.790937782,2.954612988,3.479420581,2.925420943,3.97386791,2.712164685,2.424515471,2.611293496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4758115,8.474950471,5.248827787,6.33462921,5.289627011,4.441338723,0.555451417,0,0,0,0,0,0,0,0,0,0,0.392296932,0,0,0,0,0.040761935,0,3.994373121,10.95258975,3.730898097,9.248617775,2.442625382,1.659634706,4.887979731,3.114767622,10.86478561,10.68150576,12.26329622,6.589867636,8.851266566,9.414477987,7.427156881,6.754074459,12.53101733,19.2933671,18.91481911,15.27839193,15.91212746,14.05764748,12.08308415,12.95135614,0,0,0,0,0,0,0,0,0,0.21385158,0,0.151143268,0.293302358,0.158246622,0.093200392,0,1.367733395,1.696925065,0.146811994,0.191691922,2.341450402,2.782193477,2.393544402,2.467467393
FJ_XM_bin_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22141914,3.541579175,0.182344355,1.397531552,0,0.502243215,7.100020755,5.933696107,0,0,0,0,0,0,0,0,4.745607876,16.79610521,24.85273162,16.42183715,11.21358225,14.42983833,12.59149275,8.115352423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.638550948,2.677874783,0,71.39809993,35.84046481,8.023672716,22.64046976,13.90534482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_124,11.1228272,13.24527934,2.61180165,4.820464846,21.94533381,8.622828622,25.24948766,24.96162063,1.55609892,2.122210666,3.512036282,2.267958234,2.273432657,2.013859998,1.521794643,1.909533594,0,0,0,0,0,0,0,0,80.12491718,127.8898538,107.1510236,74.62263738,59.95688537,143.0543806,37.3761958,26.64619449,4.231188912,1.61463868,3.844872257,4.062061312,4.370150659,3.436891326,2.944164072,2.751690953,2.701030929,10.69380907,10.3194371,5.627905828,3.082288666,3.132709848,12.71896246,2.907050088,14.62546816,22.04779304,12.70060801,19.79705749,9.557888226,6.269212385,10.19288849,10.96147242,14.20111753,15.07691656,19.94887837,17.55651819,14.41216947,17.62343232,16.4724359,19.69289014,76.01587344,120.1034121,106.71775,117.278349,102.7471525,74.36055857,151.8829692,95.00109216,1.11526947,0.927052118,1.005782171,0.83405316,1.286557424,1.482920437,1.011892846,1.14739775,0.315149896,2.370239373,0.593250636,2.024777465,2.004374727,1.394700814,1.264022641,1.627266036,32.92616934,35.70231026,21.22321228,22.27733468,16.73459012,19.0182868,17.08291197,19.16401505
FJ_XM_bin_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44959574,14.26791816,0,58.95690695,61.80093011,20.74298072,46.29065435,33.92861061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706702032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46332799,27.66092404,22.84330074,20.67936838,19.43982226,26.47718022,18.71727627,24.25819087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002653973,0,0,0,0,0,0
FJ_XM_bin_19,1.37386304,1.015516488,0.892322078,0.565446134,1.089535209,0.440508928,0.739174164,0.699442381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27806569,0.541469242,0.072765526,0.358363801,0,0.022808104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284834953,1.420453284,0.353872289,3.543823932,0.605061768,0.44177632,0.722226694,0.682567038,0,0,0,0,0,0,0,0,2.59190547,5.909885815,3.867422774,3.825259001,3.930555871,2.115522143,7.507622953,3.172542583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_23,0,0,0,0,0,0,0,0,0.187367457,0.178526818,0.080033255,0.080920368,0.098280636,0.088693423,0.168330955,0,0,0,0,0,0,0,0,0,1.439952321,2.258422485,2.515051097,6.541306755,4.713555271,1.598972548,0,0,0.479289243,0,0.605987864,0.331391938,0.600800721,0.592513373,0.11260241,0.257971931,0,0,0,0,0,0,0,0,2.230853094,5.985104226,1.73028747,2.855764376,0.293232045,0,0.911188257,1.795028695,2.524164085,2.515755887,3.843513865,1.975002032,2.566732486,2.825422599,2.830152882,0.280268207,4.172815224,5.283649135,8.542011077,10.89131362,6.850398501,8.602621419,4.47442127,6.557158482,0.951863756,0.678916149,0.857364795,0.33062463,0.789562923,0.653587929,1.331855998,0.590753705,0,0,0,0,0,0,0,0,0.958460976,1.06030138,2.2300784,1.388973438,1.774752662,1.542355537,2.055651083,1.060890436
FJ_XM_bin_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456757816,0.502219586,0.596350169,0,0,0.11109008,0.602263539,0,0,0,0,0,0,0,0,31.65610533,12.50818959,0.64010286,9.501905733,46.97148443,18.27194064,26.56246943,17.81309805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.206280827,6.310226959,12.55036922,9.20227799,6.990884958,6.145654299,6.388166585,6.804718544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_43,3.887963674,3.049689256,2.804504241,2.813332376,2.368160437,1.798843481,1.718953679,2.104463293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502059745,0,0.652354782,0.568564414,0.73183068,0.70132601,0.435850882,0.322580236,0,0,0,0,0,0,0,0,9.283952384,22.70622467,6.018864587,14.41874547,4.319471909,3.364120999,11.48011665,9.794843658,2.324145332,2.690961937,4.278465901,2.400344098,2.515026175,3.083516478,2.634603882,1.6873486,17.23713232,28.04361318,25.16661372,23.93502873,23.99323041,23.82892222,21.19971544,18.31551522,0,0,0,0,0,0,0,0,0.620113242,4.898193107,0.732732372,4.138017796,3.999669714,2.907469513,2.413850563,3.166094762,0.052229855,0.105000766,0,0,0,0,0.013381579,0
FJ_XM_bin_48,0.214948075,0,0.44574642,0,0.456567418,0.09467742,0.021254084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.075880708,0.487986507,2.486548923,1.061890873,1.306013654,0,0,0,0,0,0,0,0,0,0,0,0,0.068269289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.82291973,52.58803471,43.41687242,43.03728277,53.07980116,59.39311527,48.46042986,37.35908788,0,0.006767722,0.375801313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001550252,0.310789342,0,0,0,0.755178735,0.257114278,0.846372854,0.665381405,1.110751234,0.512929512,0.278611935,0.060658405,0,0,0,0,0,0,0,0,2.952311973,10.10946715,2.044493538,4.594487206,0.795956398,0,1.040663797,3.018617083,2.340857387,1.709474032,2.452809436,1.481434529,2.915341756,2.375421778,2.312415607,0.946930615,6.032636971,9.472856349,22.65052986,24.73835751,12.2431907,10.52189068,9.657339781,10.47565352,0.952650422,0.664528253,0.878824771,0.707172897,0.712722629,0.852038111,1.467232335,0.956416136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945226784,12.68361961,0.91711384,0.158802332,0.541098035,9.495626626,4.588296104,3.42706746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.154373261,6.598042441,2.201459677,4.473274914,0.717554062,0.782916731,2.666906101,1.383175052,0.569108325,0.819809534,1.075143864,1.081682286,1.073232035,0.947615982,0.546202764,2.159696442,6.820601264,11.17501062,8.118526283,15.47812624,18.07461541,8.686397396,9.592437797,8.557817804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_59,3.422076607,2.643471772,3.304556773,1.94410178,2.208987387,1.04745262,1.646601455,2.02640924,0,0,0,0,0,0,0,0,0,0.149091126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133355662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42527857,24.78609855,41.11375145,20.06839918,16.23597412,26.44415342,16.82856915,20.95664832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_6,2.000621057,0.859141577,1.881434152,1.170075278,1.567820993,0.722716063,0.570020143,0.837006319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490353379,0.119943791,2.296350327,0,0,0.715218742,1.000669598,0,0,0,0,0,0,0,0,4.741247589,11.76899115,18.03060832,16.74785722,13.50374368,11.3073389,14.61245806,13.34868312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.755395301,0,6.537652797,8.80062312,0.066228572,26.58464349,1.969356354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_66,0.369560003,0.159772722,1.724154561,0.513039153,0.742453153,0.352929453,0.334400884,0.272671557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052207185,5.7664544,2.131992509,11.60500435,0.495656098,1.597956985,10.60538501,8.532705306,0,0,0,0,0,0,0,0,4.07359977,14.56732409,15.95300383,12.07654015,12.37373216,6.820388494,10.68151891,5.113695592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_67,11.48034177,8.826325084,15.51098207,16.02594673,12.98400886,16.36373785,12.28408175,11.59383161,1.143554158,1.19236213,1.014977923,1.124628469,0.929227135,0.770513304,0.386641843,0.506888388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.950580808,11.83396945,6.731293492,14.97596898,4.47070483,4.133137398,12.82950543,6.147019253,0,0,0,0,0,0,0,0,27.34536562,60.57104493,59.7546861,44.41769087,43.88476331,30.63502477,48.94324374,32.22769976,0,0,0,0,0,0,0,0,0.170510018,1.037755381,0.013119576,0.228602972,0.549599765,0.469952626,0.583765385,0.383211915,0,0,0,0,0,0,0,0
FJ_XM_bin_69,0,0,0,0,0,0,0.165658277,0,6.928049787,3.366046366,1.567796304,3.319953595,3.625638411,4.797490083,7.226023036,4.06901426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098659273,0.47333008,0.292430512,0.15035323,0,0,0.470966465,0.897601825,0,0,0,0,0,0,0,0,5.843692797,9.217124736,15.05454888,7.423072664,5.331969237,7.29693212,5.664509392,11.48889352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.442590483,13.90854572,3.376894695,6.608675083,2.002500898,1.064086434,4.801526548,3.779582027,6.804524871,7.791704987,12.75950759,6.389938401,7.031880339,9.396928275,7.525696069,4.802999407,21.69585431,34.85317995,25.99354786,36.01865014,35.07442449,36.00560796,25.49298697,25.24784359,0,0,0,0,0,0,0,0,0,1.712663043,0,1.417990962,1.179258925,0.716356701,0.640369193,0.941470961,0,0,0,0,0,0,0,0
FJ_XM_bin_70,4.427586857,4.074780418,5.832691264,5.452837408,4.900546862,4.281245444,5.046318668,4.15185667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347260946,0.722174718,0,1.935117728,0.646210713,0,0.019165561,0,0.021741189,0,0.622676878,0,0,0,0,0,0,0,0,0,0,0,0,0,28.35346937,56.52608365,13.173519,26.76714518,7.208928422,10.53172206,40.57193364,29.12585831,0.670987826,0.870025232,1.539371538,0.725143948,1.074870695,0.505713066,0.60949929,0.597414874,16.54506611,26.33998703,22.63057385,20.85063004,21.5463695,38.69444193,15.57682467,17.39344148,0,0,0,0,0,0,0,0,14.34247374,55.30285561,22.01327349,78.13033778,78.73514489,66.24335527,70.97571994,67.29045388,0,0,0,0,0,0,0,0
FJ_XM_bin_71,3.266053989,2.795146207,3.527045722,3.503860378,2.945140992,1.948398346,3.680362833,4.195385845,0,0,0,0,0,0,0,0,0,2.016291508,0,0,0,0,0,0,0,0.79226699,0,0,0,0,0,0,2.882460853,0.810549453,4.084333024,3.778318416,3.47041389,3.571345175,2.437235176,2.204898145,0,0,0,0,0,0,0,0,4.578736549,13.36943701,3.080223159,10.95016835,4.649796109,6.616612106,19.58657927,14.10480246,2.242226049,3.382064767,3.261111457,6.208079654,1.423862211,2.305051216,1.206234442,8.157450123,4.999274207,18.03769505,8.079235875,12.11596596,15.13636556,9.695986228,9.065748542,5.355452692,0.134670149,0.364926407,0.455434371,0.093282347,0.776519294,0.355606287,0.509782544,0.369642246,4.64134882,8.980806064,6.072859147,10.57837657,13.51211911,10.47229859,12.24990206,9.36725968,0,0,0,0,0,0,0,0
FJ_XM_bin_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.062606456,1.157656457,3.555895686,3.142226746,2.932082789,2.127276939,1.559394735,0.954862684,0,0,0,0,0,0,0,0,6.503004655,13.99920407,4.605158163,5.598131996,1.478932833,0,0.716858487,2.249060525,4.850183296,3.411178871,5.48780133,2.885842811,7.638110826,5.284398403,5.25792979,1.598231307,8.395105476,14.08933379,24.44666081,29.46372881,13.37951435,14.6513121,7.736707522,14.17169791,0,0,0,0,0,0,0,0,0,0.292193787,0,0.223551406,0.077225334,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105365712,0.453924024,0.149543441,0,0,0,0,0,0,0,0,11.53436323,10.94416364,5.351504865,9.427132693,10.41321859,11.0992654,10.06283019,7.674662969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_77,0,0,0,0,0.407945032,0,2.853010439,1.45649874,2.655707422,1.915474535,5.748963913,3.639099152,4.844741645,3.488401322,3.52907226,3.267297062,0,0.188254886,0,0,0,0,0,0,5.234677459,6.906083767,6.099889809,4.644556646,4.286364359,7.650795106,2.988780771,0,1.569302571,0.259934363,0.856124651,1.134651912,1.773962737,0.937637202,0.652559926,0.510144747,0,0,0,0,0,0,0,0,9.302919898,6.204327936,4.937488043,5.441095001,6.503657447,3.780931654,4.496394171,5.659031796,1.249709145,1.202888546,1.528404312,1.017200545,1.873446287,2.698832765,1.931689643,0.608182281,12.65997306,9.945559407,11.23235974,10.18546845,11.58468399,7.617444932,11.56507856,11.53082056,0.827026053,0.396379719,0.222394144,0.225766512,0.300035236,0.854201671,0.705847368,0.375685443,2.929342962,5.368063786,3.256136826,6.4432451,5.911284526,5.623924446,5.576100166,5.069401785,0.475682531,0.691051717,0,0,0.199367092,0.140662853,0.054990329,0.227916438
FJ_XM_bin_78,0.897735015,0.920522492,1.771940185,1.196120907,1.21574594,0.377732811,0.490658091,0.800057526,0.991847105,0.01318999,0.183885882,0.670742794,0.720871057,0.538275906,1.023420231,0.092421373,0,0.292403371,0,0,0,0,0,0,0,0,0,0.536573623,0.483048626,0,0,0,0.085936127,0,0,0,0,0,0,0,0,3.640410327,0,0.452919666,0,0,3.354036305,1.304819911,2.079639106,15.84316736,0.858229276,6.201339257,0.662712897,0.726356994,5.650729292,4.530419909,0,0,0,0,0,0,0,0,1.864517555,7.258709577,18.04936582,13.09237277,4.79471688,4.16857797,6.600213692,4.352457265,0.792334584,1.49673745,2.880520956,1.130075891,1.352631077,0.374216638,0.767666511,0.767033317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_8,0,0,0,0,0.910474054,0,3.552609181,2.324316376,0.085190732,0.459019561,0.880621295,0.318782085,0.923092113,0.797386988,0.151312792,0.325147064,0.741111585,0.411772309,0,0,0,0,0,0,1.177481907,1.542756939,0,4.168251243,0.598857637,0,0.403307454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182050288,0,0,0,0,0.034307935,0,0,0,0,0,0,0,0,0,7.304497096,9.154311317,11.5229448,6.973885259,7.936142859,11.83361685,8.370823226,8.399897521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_XM_bin_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631202017,0,0,0,0,0.702257984,0,0,0,0,0,0,0,0,11.66746384,50.35418406,9.204067251,3.250784606,5.036060299,47.27867046,20.92998691,14.83494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591588808,0.923098969,10.01302414,0,0,0,0
