host,BH2_FDSW220017122-1r,BH4_FDSW220017124-1r,BH6_FDSW220017126-1r,BH8_FDSW220017128-1r,BH10_FDSW220017130-1r,BH12_FDSW220017132-1r,BH14_FDSW220017134-1r,BH15_FDSW220017135-1r,DD1_FDSW220008388-1r,DD3_FDSW220008390-2r,DD5_FDSW220008392-2r,DD7_FDSW220008394-1r,DD9_FDSW220008396-1r,DD11_FDSW220008398-1r,DD13_FDSW220008400-2r,DD15_FDSW220008402-2r,DY2_FDME210438600-1b,DY3_FDME210438601-1r,DY6_FDME210438604-1r,DY7_FDME210438605-1r,DY10_FDME210438608-1r,DY11_FDME210438609-1r,DY13_FDME210438611-1b,DY15_FDME210438613-1r,LYG1_FDME210455382-1r,LYG3_FDME210455384-1r,LYG5_FDME210455386-1r,LYG6_FDME210455387-1r,LYG7_FDME210455388-1r,LYG11_FDME210455392-2r,LYG13_FDME210455394-1a,LYG15_FDME210455396-1a,NB1_FDME210455352-1r,NB2_FDME210455353-1r,NB4_FDME210455355-1r,NB6_FDME210455357-1r,NB7_FDME210455358-1r,NB11_FDME210455362-1b,NB12_FDME210455363-1r,NB15_FDME210455366-1r,SY1_FDME210455397-2a,SY3_FDME210455399-2a,SY7_FDME210455403-2a,SY9_FDME210455405-2a,SY11_FDME210455407-1r,SY12_FDME210455408-1r,SY13_FDME210455409-2a,SY15_FDME210455411-2a,ST1_FDME220007465-1r,ST3_L1,ST7_FDME220007471-1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463-1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471-1r,XM2_FDME220007436-1r,XM4_FDME220007438-1r,XM6_FDME220007440-1r,XM8_FDME220007442-1r,XM10_FDME220007444-1r,XM12_FDME220007446-1r,XM14_FDME220007448-1r,XM15_FDME220007449-1r,YC1_FDME220007405-1r,YC3_FDME220007407-1r,YC5_FDME220007409-1r,YC7_FDME220007411-1a,YC9_FDME220007413-1r,YC11_FDME220007415-1r,YC13_FDME220007417-1r,YC15_FDME220007419-1r,ZH1_FDSW220008784-1r,ZH3_FDSW220008786-1r,ZH5_FDSW220008788-1r,ZH7_FDSW220008790-1r,ZH9_FDSW220008792-2r,ZH11_FDSW220008794-2r,ZH13_FDSW220008796-2r,ZH15_FDSW220008798-2r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
SD_DY_bin_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43827607,0,4.604686495,6.708352203,2.602738885,14.00448316,13.33146978,0.822843629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85504406,0,19.61108066,14.07067875,18.26009713,6.705859689,21.86709423,14.99588999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.30319504,37.91006909,0,0,0,8.579714225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64331832,0.329095858,29.62500198,39.97046141,49.59771048,6.98588796,76.26643764,8.958563332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.11111579,11.44811314,9.69556756,31.91452387,4.118654001,49.90216227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.07294615,51.8656226,282.3801397,75.36092827,41.00858194,83.04858096,57.29309074,219.5937713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.22140778,0,0,0,0,0
SD_DY_bin_217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.979981756,23.26048585,1.367094826,0,1.251227438,7.878068586,0.972420121,4.277588486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.81490292,63.32418664,24.21248486,7.805593977,5.216067264,9.80088974,1.867921443,3.83980989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117900672,0,0,0.408488641,2.459510579,1.354387728,1.189561794,1.756041735,0.634986722,0.891358052,0.073542588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8241496,0.153347479,0,0.11889593,0.584332736,0
SD_DY_bin_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.06855567,13.70185247,82.82395863,78.73148663,133.9458504,120.2377288,207.7142494,151.925372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031008684,0,1.621013999,1.151125294,6.45127163,15.95529801,4.799224939,10.08152133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.08075654,1.84208375,22.15696824,26.83119247,51.90704494,19.68711691,16.19271756,31.45447208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_229,0,0,0.027353671,0,0,0.074609848,0,0,0,0,0,0,0,0,0,0,62.00359155,33.78849184,59.16068945,46.88007091,88.88487135,129.2543307,110.3821643,67.68907775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.982064677,5.519067057,1.867899923,0.946479643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.234593336,0,9.037945922,28.52968039,33.05961071,5.981145064,13.27492079,8.624589275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09682581,3.362128353,4.988980914,3.130911514,9.402434205,6.000146939,6.101496529,4.82375745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9773215,1.029423566,54.47617961,22.6570695,50.27718703,85.26903316,66.96855371,51.65242153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.53142856,23.05618948,13.15545304,1.917687913,9.984149304,34.02968459,15.52274978,11.81415691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.412553755,0,3.194930693,21.52963984,11.2895648,3.141116398,11.79658554,6.446599669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.726322188,0.692472451,10.78224767,13.3475137,9.877638358,1.291871543,8.203552624,6.66753608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.39644763,2.247207641,47.30442946,17.99490677,32.64214559,30.92491588,35.09139159,38.00563517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175409591,0,17.78900025,1.699391756,4.144266494,32.48172554,3.855863816,23.52380816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217312069,0,5.62660992,13.38648716,21.02487193,0,1.066983113,19.07138439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84316804,0,35.00333839,36.25352317,21.64514494,12.20220758,19.34200795,21.60629792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89846388,2.609014131,28.16361441,3.223987762,11.11937171,37.12477618,43.43843225,10.2328522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377096028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.520569601,0,11.23596966,4.050048792,23.40198789,21.72323487,10.27267664,18.14984452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095287777,0,1.920138569,34.91917542,0.071043413,0,0,1.474020375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.401253559,0,7.032841868,0.99605381,10.35975322,17.88311447,4.884304521,18.53622097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.83605971,0.854139649,9.750445132,58.49171301,58.81918397,34.0401798,37.41647156,30.64537757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.636645871,0,29.23206444,28.13885723,5.287530242,2.711219327,10.9743003,29.52390105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.31362061,3.037121839,33.74420831,9.671521328,40.31815275,156.7333302,32.44690244,81.57824598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22317597,2.809226039,1.47695949,13.51168685,4.013778251,38.07100618,14.1120903,9.692870479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63115878,8.252715311,23.6543404,16.79184304,8.308873816,0.625645849,8.234765616,13.2932385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17869631,0,0,0,0,0
SD_DY_bin_267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7398055,0,80.5521678,2.880280154,11.9384064,53.22292507,62.15199926,84.41792834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.349638046,0,17.6763802,16.96296648,12.8766336,2.937870118,11.34864832,17.90002346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.36437324,0,19.35731567,91.17523708,110.946019,35.05580913,61.05788726,35.98153588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17897591,0.763798704,8.056749697,4.072843647,13.38063461,16.98282683,25.49707711,15.27729582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.974931969,0.943077147,32.48538257,9.873322554,0,0,3.384186684,1.436944903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19397763,4.023376804,6.601292249,6.160639593,6.792587478,24.34996354,27.03637463,8.365183431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48041016,0,40.65397585,122.4125427,42.28115083,14.85319901,76.83874963,28.98814904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.293472913,0.112831586,5.673444885,16.23731366,13.8014959,17.40921345,6.975584441,11.66416758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.22856954,3.168941721,1.860902934,6.439759799,16.16362153,11.41820083,2.838006126,4.29354338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.29570957,32.09048582,1.056302046,0.275628562,0,1.612109869,1.140125908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810482496,0,0,0,0,0
SD_DY_bin_286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15528509,0,1.721855088,16.57761624,10.60672682,1.058680341,6.307382617,0.996535119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.426718189,0,22.95069945,22.35029009,47.50565676,22.10492019,24.85510559,30.42382444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217998658,0,8.99295016,2.501333619,3.227066301,2.915647719,46.22602726,4.361654859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17722687,1.430564647,0,0.333810983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09936446,0.114376267,7.588621257,13.64083604,23.89022095,11.01238813,4.91615043,7.834387433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89389058,0.175953861,4.282402625,5.74774721,8.424080386,8.932648004,4.450529378,7.215534489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.608811123,0,24.55296546,15.96133385,14.06302104,2.607865414,16.45160737,18.69882688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.71552769,0,164.4977616,141.5322719,23.45821775,2.590655297,64.39513566,73.31888977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2063235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69841309,15.44585407,4.574234815,4.730590164,0.283321058,0,8.141074494,0.752977778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.326460909,0,11.77293017,8.59621923,26.07083507,44.43222435,6.050142679,23.75479874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53553728,1.679998216,32.82048423,7.788614064,32.44867769,82.3425981,20.20135602,21.5480807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015288267,0.627491902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1079421,14.62190162,11.66257126,10.35491879,24.87091827,23.66894429,8.889026889,18.99924458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD_DY_bin_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.133047748,1.773737154,5.548732971,1.87553368,3.346055649,12.55931016,11.88203516,5.583737094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
