,distv_num,dist_loca_num,Type
7511,-0.628188658,5.905092012,Virus
2683,-0.627988398,5.96002955,Host
7470,-0.627769809,5.87413609,Virus
7471,-0.627739819,5.87413609,Virus
4266,-0.627705171,5.985093187,Host
7435,-0.627532361,5.87413609,Virus
4075,-0.627523848,5.985093187,Host
2089,-0.627327951,5.804090379,Host
6603,-0.627015574,5.606244332,Virus
2101,-0.626999007,6.116779641,Host
6463,-0.626981432,5.545472935,Virus
888,-0.626711222,5.917494355,Host
7507,-0.62662732,5.905092012,Virus
7487,-0.626548692,5.905092012,Virus
887,-0.626386424,5.917494355,Host
6667,-0.626276469,5.681638966,Virus
6037,-0.626260136,5.293718207,Virus
4365,-0.626242114,5.606244332,Host
2802,-0.625612362,5.96002955,Host
7504,-0.625564931,5.905092012,Virus
2420,-0.625477686,5.804090379,Host
4191,-0.625365822,5.985093187,Host
2396,-0.62523722,5.471571445,Host
9371,-0.625228589,6.253585528,Virus
2959,-0.625164449,5.87413609,Host
1298,-0.625113617,5.917494355,Host
6669,-0.625107811,5.681638966,Virus
6410,-0.625056816,5.531920888,Virus
6650,-0.624783485,5.681638966,Virus
4268,-0.624733013,5.985093187,Host
7444,-0.624399932,5.87413609,Virus
2939,-0.624120095,5.856110302,Host
4193,-0.624071891,5.985093187,Host
6643,-0.624022484,5.681638966,Virus
2623,-0.62385321,5.96002955,Host
2382,-0.623761131,5.905092012,Host
1134,-0.623679214,5.917494355,Host
2882,-0.623672034,5.856110302,Host
879,-0.623630376,6.253585528,Host
6272,-0.623361863,5.471571445,Virus
1131,-0.623298608,6.253585528,Host
9372,-0.623288504,6.253585528,Virus
4079,-0.623185003,5.985093187,Host
2641,-0.622787606,5.856110302,Host
7883,-0.62262745,5.979741608,Virus
9362,-0.622365048,6.253585528,Virus
1383,-0.622086329,5.917494355,Host
6649,-0.622021778,5.681638966,Virus
3730,-0.621657617,5.531920888,Host
6398,-0.621595906,5.531920888,Virus
6457,-0.621555643,5.545472935,Virus
4435,-0.62155095,5.606244332,Host
3607,-0.621501881,6.180851591,Host
2377,-0.621468173,5.905092012,Host
2288,-0.621400086,5.804090379,Host
803,-0.621386505,5.917494355,Host
6645,-0.620789721,5.681638966,Virus
2444,-0.620591374,5.905092012,Host
6675,-0.620575312,5.681638966,Virus
882,-0.620510034,5.917494355,Host
1292,-0.620494823,6.253585528,Host
7443,-0.620301812,5.87413609,Virus
2015,-0.620289966,5.804090379,Host
1291,-0.620139344,6.253585528,Host
967,-0.619648502,5.917494355,Host
6691,-0.619473374,5.681638966,Virus
2302,-0.619086964,6.116779641,Host
7916,-0.619085078,5.979741608,Virus
8425,-0.61908005,6.06146575,Virus
6263,-0.618890026,5.471571445,Virus
7498,-0.618866609,5.905092012,Virus
2436,-0.618730707,6.116779641,Host
4131,-0.618583841,5.985093187,Host
4102,-0.618556996,5.985093187,Host
7469,-0.618417136,5.87413609,Virus
6412,-0.618357633,5.531920888,Virus
2560,-0.61832362,5.96002955,Host
7281,-0.618320252,5.856110302,Virus
7411,-0.618284159,5.87413609,Virus
1010,-0.618152229,5.859208834,Host
9364,-0.618141337,6.253585528,Virus
3493,-0.617966258,5.830221222,Host
3732,-0.617839871,5.531920888,Host
1213,-0.617831412,6.253585528,Host
793,-0.617775805,6.253585528,Host
6292,-0.61772504,5.471571445,Virus
3668,-0.617517588,5.293718207,Host
2151,-0.617353329,5.804090379,Host
6661,-0.617125282,5.681638966,Virus
6019,-0.617075629,5.293718207,Virus
6036,-0.616838122,5.293718207,Virus
1382,-0.61667654,5.917494355,Host
6665,-0.616666794,5.681638966,Virus
6458,-0.616426225,5.545472935,Virus
6672,-0.616374542,5.681638966,Virus
3612,-0.616340315,6.180851591,Host
6660,-0.616333402,5.681638966,Virus
4135,-0.616091986,5.985093187,Host
3489,-0.61590043,5.830221222,Host
7472,-0.61572601,5.87413609,Virus
2765,-0.615659525,5.856110302,Host
6310,-0.615323704,5.471571445,Virus
1220,-0.615053832,5.917494355,Host
9363,-0.614880112,6.253585528,Virus
2995,-0.614833269,5.856110302,Host
3729,-0.614629287,5.531920888,Host
2517,-0.614623326,6.06146575,Host
7374,-0.614563496,5.859208834,Virus
3731,-0.614222121,5.531920888,Host
6288,-0.614029938,5.471571445,Virus
6266,-0.613870778,5.471571445,Virus
6664,-0.61384156,5.681638966,Virus
6646,-0.613695271,5.681638966,Virus
4106,-0.613589482,5.985093187,Host
1128,-0.613569093,6.253585528,Host
6644,-0.613214114,5.681638966,Virus
6670,-0.613063286,5.681638966,Virus
6648,-0.612791342,5.681638966,Virus
1053,-0.61271684,5.917494355,Host
7867,-0.612592387,5.979741608,Virus
7509,-0.612590435,5.905092012,Virus
4137,-0.612530897,5.985093187,Host
3726,-0.612503857,5.531920888,Host
791,-0.612399357,6.253585528,Host
2705,-0.612398865,5.856110302,Host
1303,-0.612283249,5.917494355,Host
6290,-0.612063797,5.471571445,Virus
797,-0.611975533,5.917494355,Host
3728,-0.611804245,5.531920888,Host
6305,-0.611680493,5.471571445,Virus
965,-0.611645781,6.253585528,Host
2376,-0.611591131,5.905092012,Host
6612,-0.611460265,5.606244332,Virus
6677,-0.611309243,5.681638966,Virus
6693,-0.611240512,5.681638966,Virus
790,-0.611189335,6.253585528,Host
6268,-0.611075682,5.471571445,Virus
4108,-0.611028026,5.985093187,Host
2289,-0.610859657,5.804090379,Host
6397,-0.610809539,5.531920888,Virus
4402,-0.610617186,5.606244332,Host
1301,-0.610602871,5.917494355,Host
6293,-0.610517137,5.471571445,Virus
2378,-0.610510115,5.905092012,Host
6257,-0.610469865,5.471571445,Virus
3443,-0.610446996,5.830221222,Host
4132,-0.61025917,5.985093187,Host
4163,-0.610232673,5.985093187,Host
4104,-0.610208952,5.985093187,Host
1302,-0.610176793,5.917494355,Host
1377,-0.61002528,5.917494355,Host
6662,-0.609954489,5.681638966,Virus
1222,-0.609946329,5.917494355,Host
6668,-0.609723047,5.681638966,Virus
4072,-0.609349499,5.985093187,Host
2640,-0.609187103,5.856110302,Host
6040,-0.608962435,5.293718207,Virus
4103,-0.6089578,5.985093187,Host
6461,-0.608862436,5.545472935,Virus
876,-0.608812829,6.253585528,Host
601,-0.608731352,5.91583744,Host
4159,-0.608716925,5.985093187,Host
7458,-0.608532336,5.87413609,Virus
3614,-0.608475328,6.180851591,Host
4133,-0.608364006,5.985093187,Host
6604,-0.608140142,5.606244332,Virus
6641,-0.608079954,5.681638966,Virus
6262,-0.607922717,5.471571445,Virus
963,-0.607894634,6.253585528,Host
6269,-0.607848414,5.471571445,Virus
2380,-0.607775341,5.905092012,Host
1129,-0.607730168,6.253585528,Host
6692,-0.607437192,5.681638966,Virus
2421,-0.606983877,5.804090379,Host
1221,-0.606903206,5.917494355,Host
6694,-0.606896924,5.681638966,Virus
4161,-0.60683153,5.985093187,Host
2194,-0.606648365,5.471571445,Host
3629,-0.606590296,5.293718207,Host
3492,-0.60633034,5.830221222,Host
2226,-0.606319811,5.804090379,Host
7406,-0.606209454,5.859208834,Virus
6696,-0.606165649,5.681638966,Virus
7497,-0.606133437,5.905092012,Virus
2991,-0.606096798,5.856110302,Host
6666,-0.605868107,5.681638966,Virus
6588,-0.605804743,5.606244332,Virus
2381,-0.60578319,5.905092012,Host
2902,-0.605756575,5.87413609,Host
6399,-0.605691975,5.531920888,Virus
6657,-0.605691776,5.681638966,Virus
7177,-0.605468658,5.804090379,Virus
7859,-0.605403162,5.979741608,Virus
6267,-0.605324552,5.471571445,Virus
2935,-0.60519396,5.856110302,Host
1136,-0.60515013,5.917494355,Host
3613,-0.605125175,6.180851591,Host
969,-0.605093493,5.917494355,Host
6642,-0.604961964,5.681638966,Virus
6034,-0.604828345,5.293718207,Virus
6400,-0.604820585,5.531920888,Virus
2519,-0.6047673,6.06146575,Host
1210,-0.604293691,6.253585528,Host
884,-0.603745761,5.917494355,Host
7382,-0.603675018,5.859208834,Virus
1216,-0.603587466,5.917494355,Host
6611,-0.603252006,5.606244332,Virus
2088,-0.603211554,5.804090379,Host
4261,-0.603091358,5.985093187,Host
6680,-0.603037538,5.681638966,Virus
6676,-0.602901632,5.681638966,Virus
6658,-0.602741868,5.681638966,Virus
4160,-0.602665521,5.985093187,Host
1297,-0.602398785,5.917494355,Host
6678,-0.602374501,5.681638966,Virus
4076,-0.602299443,5.985093187,Host
7425,-0.602217025,5.87413609,Virus
4074,-0.602032235,5.985093187,Host
7450,-0.602023126,5.87413609,Virus
4186,-0.602017465,5.985093187,Host
4165,-0.601839903,5.985093187,Host
4215,-0.601731223,5.985093187,Host
6689,-0.601642017,5.681638966,Virus
7875,-0.601625056,5.979741608,Virus
2824,-0.601408249,5.856110302,Host
3442,-0.601315889,5.830221222,Host
6173,-0.601032976,5.377575339,Virus
8389,-0.601015826,6.06146575,Virus
2992,-0.600814016,5.856110302,Host
877,-0.600764987,6.253585528,Host
7412,-0.600514456,5.87413609,Virus
4078,-0.600137992,5.985093187,Host
2196,-0.600069825,5.471571445,Host
1211,-0.599921852,6.253585528,Host
2098,-0.599736295,6.116779641,Host
6596,-0.599664851,5.606244332,Virus
8390,-0.599629145,6.06146575,Virus
801,-0.599577047,5.917494355,Host
802,-0.599331623,5.917494355,Host
2087,-0.599306527,5.804090379,Host
4190,-0.59928541,5.985093187,Host
4188,-0.599283757,5.985093187,Host
2225,-0.599265351,5.804090379,Host
2016,-0.598911853,5.804090379,Host
4265,-0.598836724,5.985093187,Host
4263,-0.598556146,5.985093187,Host
4217,-0.598239981,5.985093187,Host
6035,-0.5981814,5.293718207,Virus
6039,-0.598180348,5.293718207,Virus
3486,-0.598113683,5.830221222,Host
7891,-0.598019099,5.979741608,Virus
3016,-0.597957562,5.87413609,Host
966,-0.597788507,6.253585528,Host
4219,-0.597463451,5.985093187,Host
960,-0.597395415,6.253585528,Host
2639,-0.597377606,5.856110302,Host
3488,-0.597316933,5.830221222,Host
2303,-0.597219168,6.116779641,Host
1379,-0.597192002,5.917494355,Host
3520,-0.596637738,6.180851591,Host
3487,-0.596629038,5.830221222,Host
6690,-0.596590174,5.681638966,Virus
4267,-0.596548618,5.985093187,Host
7499,-0.596377834,5.905092012,Virus
6284,-0.595996851,5.471571445,Virus
2515,-0.595874167,6.06146575,Host
4192,-0.595760217,5.985093187,Host
2447,-0.595572843,5.905092012,Host
3441,-0.595543118,5.830221222,Host
2191,-0.595538399,5.471571445,Host
4384,-0.595527215,5.606244332,Host
2198,-0.595523589,5.471571445,Host
800,-0.595393136,5.917494355,Host
2514,-0.595284076,6.06146575,Host
2973,-0.594898873,5.96002955,Host
6674,-0.594851758,5.681638966,Virus
2192,-0.59469355,5.471571445,Host
2383,-0.594461711,5.905092012,Host
3608,-0.594317603,6.180851591,Host
4302,-0.59421867,5.606244332,Host
6673,-0.594218445,5.681638966,Virus
1069,-0.594127802,5.685620796,Host
8387,-0.593617069,6.06146575,Virus
2878,-0.59352223,5.856110302,Host
4187,-0.593518843,5.985093187,Host
2936,-0.593361355,5.856110302,Host
2442,-0.592547792,5.905092012,Host
4073,-0.592521969,5.985093187,Host
2434,-0.59232808,6.116779641,Host
964,-0.592227025,6.253585528,Host
796,-0.59204105,5.917494355,Host
3446,-0.592002201,5.830221222,Host
4262,-0.591760907,5.985093187,Host
6171,-0.591565136,5.377575339,Virus
2224,-0.591346806,5.804090379,Host
2876,-0.590664888,5.856110302,Host
2582,-0.590618632,5.856110302,Host
7907,-0.590113169,5.979741608,Virus
2725,-0.59002828,5.87413609,Host
6291,-0.589859503,5.471571445,Virus
4324,-0.589809155,5.606244332,Host
2883,-0.589748398,5.856110302,Host
8392,-0.589713942,6.06146575,Virus
3440,-0.589350791,5.830221222,Host
2417,-0.589184061,5.804090379,Host
1093,-0.58914813,5.859208834,Host
7390,-0.589072698,5.859208834,Virus
7501,-0.589044515,5.905092012,Virus
6633,-0.58903914,5.606244332,Virus
841,-0.588603348,5.859208834,Host
2960,-0.588366875,5.87413609,Host
3447,-0.588286357,5.830221222,Host
6295,-0.588267152,5.471571445,Virus
2785,-0.587945583,5.87413609,Host
2940,-0.587865333,5.856110302,Host
2903,-0.587777965,5.87413609,Host
2197,-0.587717143,5.471571445,Host
6394,-0.587642117,5.531920888,Virus
4419,-0.587423697,5.606244332,Host
2193,-0.587408075,5.471571445,Host
2290,-0.58736444,5.804090379,Host
7433,-0.586710295,5.87413609,Virus
4345,-0.586614526,5.606244332,Host
6619,-0.586205922,5.606244332,Virus
961,-0.586163159,6.253585528,Host
3521,-0.586143695,6.180851591,Host
2031,-0.58610209,6.116779641,Host
2602,-0.586035969,5.87413609,Host
2178,-0.586034276,5.905092012,Host
6175,-0.585921662,5.377575339,Virus
2933,-0.585625906,5.856110302,Host
7503,-0.585589053,5.905092012,Virus
6271,-0.585187144,5.471571445,Virus
962,-0.58474453,6.253585528,Host
3628,-0.584571428,5.293718207,Host
2195,-0.584474789,5.471571445,Host
2084,-0.584450306,5.804090379,Host
2012,-0.584259217,5.804090379,Host
2759,-0.584218829,5.856110302,Host
2099,-0.583864318,6.116779641,Host
6396,-0.583835838,5.531920888,Virus
2238,-0.583714233,6.116779641,Host
6595,-0.583524174,5.606244332,Virus
8385,-0.583513044,6.06146575,Virus
7913,-0.583348316,5.979741608,Virus
1218,-0.583189886,5.917494355,Host
7868,-0.582955928,5.979741608,Virus
2934,-0.582913235,5.856110302,Host
6628,-0.582772179,5.606244332,Virus
6265,-0.582548241,5.471571445,Virus
2879,-0.582373051,5.856110302,Host
7463,-0.582310319,5.87413609,Virus
7462,-0.582246095,5.87413609,Virus
2443,-0.582139384,5.905092012,Host
6282,-0.582094349,5.471571445,Virus
2645,-0.581972396,5.856110302,Host
2990,-0.581873185,5.856110302,Host
6285,-0.581757578,5.471571445,Virus
2642,-0.581715632,5.856110302,Host
6587,-0.581685796,5.606244332,Virus
3469,-0.581643681,5.531920888,Host
7441,-0.581489086,5.87413609,Virus
2699,-0.58136853,5.856110302,Host
1256,-0.580927336,5.859208834,Host
4212,-0.580794455,5.985093187,Host
7900,-0.58041791,5.979741608,Virus
3470,-0.580168475,5.531920888,Host
8604,-0.580102748,6.130169628,Virus
1299,-0.579939833,5.917494355,Host
2441,-0.579863599,5.905092012,Host
2181,-0.579293251,5.905092012,Host
7426,-0.579190906,5.87413609,Virus
7358,-0.578810937,5.859208834,Virus
2446,-0.577852947,5.905092012,Host
7464,-0.577391181,5.87413609,Virus
2286,-0.577341947,5.804090379,Host
3445,-0.576946108,5.830221222,Host
3491,-0.57689379,5.830221222,Host
4216,-0.576276538,5.985093187,Host
4214,-0.576259056,5.985093187,Host
6627,-0.576115944,5.606244332,Virus
6289,-0.576088012,5.471571445,Virus
2643,-0.575735944,5.856110302,Host
3444,-0.575666029,5.830221222,Host
8386,-0.575326839,6.06146575,Virus
2761,-0.575124222,5.856110302,Host
2638,-0.574596104,5.856110302,Host
3490,-0.573907789,5.830221222,Host
2726,-0.57383902,5.87413609,Host
8388,-0.573675629,6.06146575,Virus
7461,-0.573579718,5.87413609,Virus
6176,-0.573578368,5.377575339,Virus
2085,-0.57348212,5.804090379,Host
2766,-0.573397032,5.856110302,Host
6620,-0.573058323,5.606244332,Virus
4218,-0.573041453,5.985093187,Host
6294,-0.573038968,5.471571445,Virus
7454,-0.572776649,5.87413609,Virus
7455,-0.572700811,5.87413609,Virus
6062,-0.57210142,5.293718207,Virus
2844,-0.571889586,5.87413609,Host
2706,-0.571820818,5.856110302,Host
2518,-0.571512015,6.06146575,Host
2662,-0.571486533,5.87413609,Host
2176,-0.571409729,5.905092012,Host
6174,-0.571390481,5.377575339,Virus
2877,-0.571352991,5.856110302,Host
6270,-0.571034331,5.471571445,Virus
2818,-0.570946244,5.856110302,Host
6033,-0.570699755,5.293718207,Virus
4213,-0.569978524,5.985093187,Host
6634,-0.569969619,5.606244332,Virus
2221,-0.569684168,5.804090379,Host
2701,-0.569315176,5.856110302,Host
4059,-0.569146169,5.979741608,Host
798,-0.568800635,5.917494355,Host
2462,-0.568388759,5.471571445,Host
8612,-0.568120154,6.130169628,Virus
2996,-0.568119347,5.856110302,Host
3471,-0.567919568,5.531920888,Host
2937,-0.567616671,5.856110302,Host
2460,-0.567402587,5.471571445,Host
3472,-0.567315315,6.180851591,Host
755,-0.567207898,5.859208834,Host
6283,-0.56714368,5.471571445,Virus
6992,-0.567106904,5.741021195,Virus
6580,-0.566675691,5.606244332,Virus
3468,-0.566652466,5.531920888,Host
7409,-0.566578595,5.87413609,Virus
7003,-0.56590844,5.741021195,Virus
2880,-0.565292238,5.856110302,Host
6054,-0.565199338,5.293718207,Virus
6601,-0.565057452,5.606244332,Virus
2786,-0.564815918,5.87413609,Host
1395,-0.564806249,5.685620796,Host
2458,-0.564487291,5.471571445,Host
7453,-0.564314697,5.87413609,Virus
2235,-0.564240009,6.116779641,Host
3631,-0.564103913,5.293718207,Host
2177,-0.564082084,5.905092012,Host
2762,-0.564015044,5.856110302,Host
2989,-0.563931287,5.856110302,Host
2993,-0.563913138,5.856110302,Host
3522,-0.563686433,6.180851591,Host
2175,-0.563477762,5.905092012,Host
2313,-0.563344743,5.905092012,Host
8596,-0.562739023,6.130169628,Virus
7860,-0.562654259,5.979741608,Virus
3627,-0.562580814,5.293718207,Host
7008,-0.562545035,5.741021195,Virus
2702,-0.562414662,5.856110302,Host
2448,-0.562172205,5.905092012,Host
2540,-0.562123687,5.377575339,Host
7456,-0.562093986,5.87413609,Virus
7352,-0.562024413,5.859208834,Virus
2445,-0.562022494,5.905092012,Host
8564,-0.561895093,6.130169628,Virus
2125,-0.561835059,5.471571445,Host
2086,-0.561520745,5.804090379,Host
6579,-0.561450958,5.606244332,Virus
2622,-0.561393276,5.96002955,Host
2028,-0.561341086,6.116779641,Host
2825,-0.561089121,5.856110302,Host
7431,-0.561078957,5.87413609,Virus
1315,-0.561053062,5.685620796,Host
7360,-0.560779693,5.859208834,Virus
7430,-0.560776275,5.87413609,Virus
2459,-0.560705936,5.471571445,Host
2461,-0.560669517,5.471571445,Host
2457,-0.560531514,5.471571445,Host
2222,-0.560155624,5.804090379,Host
2464,-0.560124987,5.471571445,Host
2127,-0.559994727,5.471571445,Host
8620,-0.559249941,6.130169628,Virus
2055,-0.559215292,5.471571445,Host
3467,-0.559171598,5.531920888,Host
8613,-0.55903109,6.130169628,Virus
2520,-0.558881262,6.06146575,Host
2039,-0.558760058,5.905092012,Host
6772,-0.558678554,5.685620796,Virus
7876,-0.558677851,5.979741608,Virus
6287,-0.55867703,5.471571445,Virus
3630,-0.55852581,5.293718207,Host
7881,-0.558362926,5.979741608,Virus
2180,-0.558329722,5.905092012,Host
2179,-0.558071133,5.905092012,Host
8391,-0.557870341,6.06146575,Virus
2463,-0.557779953,5.471571445,Host
2029,-0.5577681,6.116779641,Host
2316,-0.55731644,5.905092012,Host
2576,-0.557075018,5.856110302,Host
2129,-0.556892475,5.471571445,Host
3465,-0.556858679,5.531920888,Host
6988,-0.556707187,5.741021195,Virus
2513,-0.556584857,6.06146575,Host
2057,-0.556463389,5.471571445,Host
3518,-0.556439273,6.180851591,Host
2760,-0.556150284,5.856110302,Host
7908,-0.556136062,5.979741608,Virus
2820,-0.555744293,5.856110302,Host
7434,-0.555485808,5.87413609,Virus
2763,-0.555477513,5.856110302,Host
2663,-0.555289102,5.87413609,Host
7429,-0.555134226,5.87413609,Virus
7432,-0.554720126,5.87413609,Virus
7400,-0.554404771,5.859208834,Virus
8374,-0.554319791,6.06146575,Virus
3476,-0.554139261,6.180851591,Host
6187,-0.554052647,5.377575339,Virus
2311,-0.55387458,5.905092012,Host
7004,-0.553424959,5.741021195,Virus
2700,-0.553169201,5.856110302,Host
2578,-0.552921867,5.856110302,Host
7892,-0.5526053,5.979741608,Virus
8580,-0.551591829,6.130169628,Virus
2182,-0.551486941,5.905092012,Host
2703,-0.551240037,5.856110302,Host
8373,-0.551089133,6.06146575,Virus
7005,-0.551059512,5.741021195,Virus
7376,-0.550556738,5.859208834,Virus
2059,-0.550422396,5.471571445,Host
3523,-0.550260833,6.180851591,Host
2433,-0.550163346,6.116779641,Host
1175,-0.550144205,5.859208834,Host
7366,-0.550100476,5.859208834,Virus
2123,-0.550097112,5.471571445,Host
7442,-0.550044408,5.87413609,Virus
2821,-0.549950484,5.856110302,Host
2082,-0.549755553,5.804090379,Host
4035,-0.54923093,5.681638966,Host
2845,-0.549168249,5.87413609,Host
6206,-0.548878736,5.38492943,Virus
2054,-0.548504182,5.471571445,Host
2053,-0.548301982,5.471571445,Host
7002,-0.548039978,5.741021195,Virus
2052,-0.547744363,5.471571445,Host
6602,-0.547730866,5.606244332,Virus
2122,-0.54745823,5.471571445,Host
8421,-0.547454374,6.06146575,Virus
2042,-0.547328557,5.905092012,Host
6286,-0.5471884,5.471571445,Virus
6609,-0.547112286,5.606244332,Virus
2583,-0.547022597,5.856110302,Host
3525,-0.546737961,6.180851591,Host
1152,-0.545825408,5.685620796,Host
3477,-0.545743173,6.180851591,Host
2315,-0.545568848,5.905092012,Host
1071,-0.544975855,5.685620796,Host
6281,-0.544574615,5.471571445,Virus
6637,-0.544128835,5.606244332,Virus
8382,-0.543903853,6.06146575,Virus
2126,-0.543804802,5.471571445,Host
6189,-0.543097077,5.377575339,Virus
2056,-0.542911729,5.471571445,Host
2541,-0.542682361,5.377575339,Host
6064,-0.542425584,5.293718207,Virus
1336,-0.542409181,5.859208834,Host
1234,-0.542337896,5.685620796,Host
2938,-0.542109892,5.856110302,Host
2124,-0.54189263,5.471571445,Host
6638,-0.541682041,5.606244332,Virus
2312,-0.541447092,5.905092012,Host
2822,-0.541414004,5.856110302,Host
2881,-0.541371214,5.856110302,Host
2579,-0.541291286,5.856110302,Host
2058,-0.541241252,5.471571445,Host
2223,-0.541150823,5.804090379,Host
8597,-0.541058966,6.130169628,Virus
7384,-0.541056431,5.859208834,Virus
3542,-0.540749967,5.293718207,Host
2128,-0.540666069,5.471571445,Host
7882,-0.540650342,5.979741608,Virus
6640,-0.540508752,5.606244332,Virus
6056,-0.540428,5.293718207,Virus
6639,-0.540107797,5.606244332,Virus
8371,-0.539971112,6.06146575,Virus
7914,-0.539859632,5.979741608,Virus
6585,-0.539811639,5.606244332,Virus
814,-0.539761753,5.685620796,Host
2037,-0.539671379,5.905092012,Host
2819,-0.539358824,5.856110302,Host
3515,-0.53880767,5.531920888,Host
3632,-0.538701968,5.293718207,Host
8381,-0.538602368,6.06146575,Virus
3524,-0.538160461,6.180851591,Host
4039,-0.537902471,5.681638966,Host
3605,-0.537363657,5.531920888,Host
3516,-0.537232722,5.531920888,Host
6610,-0.537124521,5.606244332,Virus
8605,-0.536886507,6.130169628,Virus
6987,-0.536877465,5.741021195,Virus
2994,-0.536393171,5.856110302,Host
2310,-0.536387166,5.905092012,Host
7918,-0.536283648,5.979741608,Virus
7438,-0.536086583,5.87413609,Virus
2577,-0.535955196,5.856110302,Host
3604,-0.53576608,5.531920888,Host
8588,-0.535714052,6.130169628,Virus
2666,-0.535633355,5.87413609,Host
7439,-0.535509148,5.87413609,Virus
8621,-0.535372168,6.130169628,Virus
2603,-0.535283845,5.87413609,Host
4007,-0.534967445,5.681638966,Host
8572,-0.534907714,6.130169628,Virus
6586,-0.534855308,5.606244332,Virus
8422,-0.534618266,6.06146575,Virus
2317,-0.534551166,5.905092012,Host
2038,-0.534469543,5.905092012,Host
2036,-0.534442205,5.905092012,Host
8611,-0.534286349,6.130169628,Virus
7006,-0.534112685,5.741021195,Virus
6061,-0.534104133,5.293718207,Virus
8563,-0.533896143,6.130169628,Virus
8384,-0.533755022,6.06146575,Virus
3606,-0.533549038,5.531920888,Host
7347,-0.533263007,5.859208834,Virus
7919,-0.533179879,5.979741608,Virus
6984,-0.532820114,5.741021195,Virus
8581,-0.532810911,6.130169628,Virus
3478,-0.532591582,6.180851591,Host
3479,-0.532542879,6.180851591,Host
7917,-0.532388972,5.979741608,Virus
8379,-0.532197524,6.06146575,Virus
2314,-0.531756117,5.905092012,Host
2219,-0.531659917,5.804090379,Host
7437,-0.531628284,5.87413609,Virus
6979,-0.531624805,5.741021195,Virus
6986,-0.531232752,5.741021195,Virus
3519,-0.531173726,6.180851591,Host
6594,-0.531172724,5.606244332,Virus
7920,-0.530942907,5.979741608,Virus
7410,-0.530895896,5.87413609,Virus
6990,-0.530760938,5.741021195,Virus
6052,-0.530590051,5.293718207,Virus
6593,-0.530555402,5.606244332,Virus
2580,-0.530528681,5.856110302,Host
6053,-0.530314359,5.293718207,Virus
7440,-0.530117746,5.87413609,Virus
7007,-0.529487566,5.741021195,Virus
8565,-0.529259883,6.130169628,Virus
6976,-0.529044878,5.741021195,Virus
3473,-0.528902358,6.180851591,Host
3889,-0.528503871,5.979741608,Host
8601,-0.528456008,6.130169628,Virus
3633,-0.528450649,5.293718207,Host
2329,-0.528158456,5.471571445,Host
7897,-0.528155767,5.979741608,Virus
2764,-0.528079154,5.856110302,Host
8602,-0.527866018,6.130169628,Virus
8619,-0.527797457,6.130169628,Virus
8376,-0.527518378,6.06146575,Virus
2041,-0.527511765,5.905092012,Host
2043,-0.527471236,5.905092012,Host
7395,-0.527355355,5.859208834,Virus
6605,-0.527350743,5.606244332,Virus
3794,-0.527183228,5.681638966,Host
6608,-0.527015289,5.606244332,Virus
6625,-0.526947979,5.606244332,Virus
3869,-0.526801964,5.681638966,Host
8405,-0.526723508,6.06146575,Virus
7446,-0.526472036,5.87413609,Virus
7447,-0.526227422,5.87413609,Virus
6063,-0.525618575,5.293718207,Virus
4027,-0.525567986,5.979741608,Host
4036,-0.525540323,5.681638966,Host
7886,-0.525374581,5.979741608,Virus
2704,-0.525273171,5.856110302,Host
3545,-0.52521806,5.293718207,Host
6606,-0.525167576,5.606244332,Virus
2236,-0.525129337,6.116779641,Host
7448,-0.525079833,5.87413609,Virus
8616,-0.525079315,6.130169628,Virus
8595,-0.52500595,6.130169628,Virus
3517,-0.524974586,5.531920888,Host
3852,-0.524874684,5.979741608,Host
2040,-0.524835059,5.905092012,Host
8614,-0.524740477,6.130169628,Virus
6980,-0.524639504,5.741021195,Virus
3832,-0.524566393,5.681638966,Host
6989,-0.524391131,5.741021195,Virus
6797,-0.524059536,5.685620796,Virus
2667,-0.52385743,5.87413609,Host
6971,-0.523652698,5.741021195,Virus
7001,-0.523391265,5.741021195,Virus
3960,-0.523267193,5.979741608,Host
7445,-0.52301132,5.87413609,Virus
8377,-0.522472463,6.06146575,Virus
1073,-0.522460194,5.685620796,Host
900,-0.522457415,5.685620796,Host
7887,-0.522145059,5.979741608,Virus
3544,-0.522118108,5.293718207,Host
6060,-0.522060896,5.293718207,Virus
2333,-0.52201527,5.471571445,Host
8370,-0.521890939,6.06146575,Virus
8603,-0.521835681,6.130169628,Virus
8423,-0.521791305,6.06146575,Virus
8589,-0.52179035,6.130169628,Virus
8369,-0.521633854,6.06146575,Virus
3994,-0.521600292,5.979741608,Host
7408,-0.521289894,5.859208834,Virus
926,-0.521175632,5.859208834,Host
3974,-0.521149197,5.681638966,Host
3940,-0.521054697,5.681638966,Host
3603,-0.521037634,5.531920888,Host
6057,-0.521015954,5.293718207,Virus
6169,-0.520920416,5.377575339,Virus
8406,-0.520914037,6.06146575,Virus
3541,-0.520643702,5.293718207,Host
8420,-0.520640319,6.06146575,Virus
3925,-0.520415922,5.979741608,Host
6607,-0.520258876,5.606244332,Virus
3540,-0.520241303,5.293718207,Host
6991,-0.520143261,5.741021195,Virus
7345,-0.520112824,5.859208834,Virus
8372,-0.519900417,6.06146575,Virus
3814,-0.519354732,5.979741608,Host
6978,-0.519270276,5.741021195,Virus
4436,-0.51862197,5.606244332,Host
6613,-0.518405409,5.606244332,Virus
7392,-0.518038002,5.859208834,Virus
2327,-0.518032896,5.471571445,Host
