,distv_num,dist_loca_num,Type
1440,-2.274009175,6.049067775,Host
10004,-2.2738825,6.367504144,Virus
9829,-2.272350311,6.319760596,Virus
10171,-2.272217912,6.448694422,Virus
10027,-2.272188961,6.367504144,Virus
7815,-2.27044517,5.970751066,Virus
9969,-2.270199257,6.367504144,Virus
1604,-2.269783423,6.167947556,Host
9413,-2.269702529,6.255168341,Virus
1607,-2.268440898,6.167947556,Host
1477,-2.267910852,5.350435739,Host
10195,-2.266802495,6.448694422,Virus
9426,-2.266156215,6.255168341,Virus
9530,-2.265924048,6.261948077,Virus
3375,-2.265898231,5.794732382,Host
9532,-2.265280283,6.261948077,Virus
1446,-2.265208629,6.049067775,Host
10210,-2.265062389,6.448694422,Virus
10178,-2.264529397,6.448694422,Virus
10194,-2.264409002,6.448694422,Virus
2969,-2.264132339,6.261948077,Host
2859,-2.26330595,6.261948077,Host
2675,-2.263034674,6.261948077,Host
10187,-2.26276484,6.448694422,Virus
3122,-2.261245385,6.367504144,Host
2676,-2.26110856,6.261948077,Host
1603,-2.260219157,6.167947556,Host
1816,-2.259367939,6.210694031,Host
3148,-2.25932393,6.204440095,Host
3370,-2.258527105,5.794732382,Host
10008,-2.256495912,6.367504144,Virus
937,-2.255559485,6.448694422,Host
2855,-2.25437952,6.261948077,Host
2794,-2.254136066,6.261948077,Host
9030,-2.254020689,6.204440095,Virus
9117,-2.253961376,6.210694031,Virus
9899,-2.253930856,6.322060537,Virus
3147,-2.253853886,6.204440095,Host
3126,-2.253640558,6.367504144,Host
2681,-2.253155683,6.261948077,Host
9411,-2.252375532,6.255168341,Virus
1961,-2.251556759,6.210694031,Host
1444,-2.248774257,6.049067775,Host
9416,-2.248144832,6.255168341,Virus
7816,-2.246939483,5.970751066,Virus
9025,-2.246703525,6.204440095,Virus
1478,-2.246525979,5.350435739,Host
1432,-2.245887964,6.210694031,Host
10218,-2.244584727,6.448694422,Virus
6339,-2.242608564,5.507657415,Virus
3351,-2.241361288,6.204440095,Host
1413,-2.240508292,5.507657415,Host
2795,-2.239895652,6.261948077,Host
10202,-2.23777566,6.448694422,Virus
10219,-2.237137278,6.448694422,Virus
9410,-2.236394198,6.255168341,Virus
9126,-2.236365147,6.210694031,Virus
3179,-2.235828807,6.367504144,Host
10013,-2.234800871,6.367504144,Virus
9785,-2.23245253,6.319760596,Virus
2800,-2.232306159,6.261948077,Host
3129,-2.230085231,6.367504144,Host
2297,-2.229966114,6.322060537,Host
7814,-2.229264829,5.970751066,Virus
9020,-2.227841493,6.204440095,Virus
9970,-2.227754277,6.367504144,Virus
2972,-2.226684673,6.261948077,Host
10179,-2.226366946,6.448694422,Virus
10014,-2.22596032,6.367504144,Virus
2968,-2.224307825,6.261948077,Host
3175,-2.223951935,6.367504144,Host
10043,-2.223047316,6.377449076,Virus
3125,-2.222860593,6.367504144,Host
9029,-2.222585628,6.204440095,Virus
3377,-2.220930755,6.367504144,Host
9091,-2.220532743,6.210694031,Virus
3346,-2.219276707,6.204440095,Host
3381,-2.217732045,6.367504144,Host
3127,-2.217600487,6.367504144,Host
9031,-2.216249905,6.204440095,Virus
10167,-2.216234411,6.448694422,Virus
10203,-2.215652285,6.448694422,Virus
10015,-2.215640758,6.367504144,Virus
3128,-2.21283138,6.367504144,Host
3345,-2.211666188,6.204440095,Host
1414,-2.211422723,5.507657415,Host
9119,-2.210915435,6.210694031,Virus
7048,-2.21053128,5.766225705,Virus
3347,-2.210203142,6.204440095,Host
3180,-2.209596718,6.367504144,Host
999,-2.209443192,5.723030061,Host
9980,-2.209408185,6.367504144,Virus
2914,-2.207003463,6.261948077,Host
3182,-2.206831438,6.367504144,Host
3288,-2.206571102,5.969352378,Host
9114,-2.206383812,6.210694031,Virus
3238,-2.20617048,5.969352378,Host
7044,-2.205827272,5.766225705,Virus
1325,-2.205004662,5.723030061,Host
7813,-2.204285254,5.970751066,Virus
10002,-2.204014898,6.367504144,Virus
7812,-2.203441199,5.970751066,Virus
1410,-2.203385016,5.507657415,Host
3190,-2.203118838,5.969352378,Host
9777,-2.202566458,6.319760596,Virus
9971,-2.201296596,6.367504144,Virus
2677,-2.201143974,6.261948077,Host
6338,-2.201033381,5.507657415,Virus
8135,-2.200789981,6.049067775,Virus
3124,-2.200474817,6.367504144,Host
110,-2.200077921,6.319760596,Host
3189,-2.199177998,5.969352378,Host
10009,-2.198873366,6.367504144,Virus
2740,-2.198092125,6.261948077,Host
6084,-2.197962213,5.350435739,Virus
9809,-2.197687934,6.319760596,Virus
8136,-2.197057915,6.049067775,Virus
7810,-2.196722521,5.970751066,Virus
7734,-2.195893209,5.969352378,Virus
9136,-2.194820786,6.210694031,Virus
3181,-2.194802541,6.367504144,Host
7046,-2.193944288,5.766225705,Virus
10016,-2.193626086,6.367504144,Virus
3384,-2.193429568,6.367504144,Host
9535,-2.19275824,6.261948077,Virus
2853,-2.192601699,6.261948077,Host
8134,-2.192158296,6.049067775,Virus
3305,-2.191662225,6.052054815,Host
7047,-2.189909136,5.766225705,Virus
1082,-2.189561031,5.723030061,Host
6085,-2.188907568,5.350435739,Virus
7811,-2.188714055,5.970751066,Virus
3349,-2.188666488,6.204440095,Host
3194,-2.188592687,5.969352378,Host
6337,-2.188592679,5.507657415,Virus
3382,-2.187401874,6.367504144,Host
2294,-2.186852261,6.322060537,Host
3350,-2.186657548,6.204440095,Host
9981,-2.186629311,6.367504144,Virus
2858,-2.185966683,6.261948077,Host
10175,-2.185422526,6.448694422,Virus
3093,-2.18514979,6.204440095,Host
830,-2.184873782,5.723030061,Host
1409,-2.184835632,5.507657415,Host
10047,-2.18376452,6.377449076,Virus
2913,-2.183740355,6.261948077,Host
1164,-2.182154217,5.723030061,Host
2796,-2.182117144,6.261948077,Host
2852,-2.181536406,6.261948077,Host
10199,-2.181432971,6.448694422,Virus
3306,-2.181013969,6.052054815,Host
3178,-2.180954291,6.367504144,Host
3123,-2.179945671,6.367504144,Host
9983,-2.179799355,6.367504144,Virus
6899,-2.179510608,5.723030061,Virus
7043,-2.179472794,5.766225705,Virus
1475,-2.178731201,5.350435739,Host
6086,-2.178537271,5.350435739,Virus
9878,-2.178356491,6.322060537,Virus
2739,-2.176951391,6.261948077,Host
8132,-2.176889114,6.049067775,Virus
7730,-2.176614357,5.969352378,Virus
10191,-2.176588112,6.448694422,Virus
6343,-2.175709119,5.507657415,Virus
6081,-2.173849611,5.350435739,Virus
7731,-2.173519189,5.969352378,Virus
9036,-2.173444593,6.204440095,Virus
1412,-2.172967787,5.507657415,Host
3383,-2.172846916,6.367504144,Host
3380,-2.172712956,6.367504144,Host
1245,-2.172238725,5.723030061,Host
16,-2.172168089,6.319760596,Host
7041,-2.171864804,5.766225705,Virus
7733,-2.171536334,5.969352378,Virus
3193,-2.170181169,5.969352378,Host
3255,-2.168971169,6.052054815,Host
1408,-2.16865671,5.507657415,Host
7809,-2.167914143,5.970751066,Virus
6082,-2.16725567,5.350435739,Virus
3070,-2.16666694,6.367504144,Host
9116,-2.166596974,6.210694031,Virus
8130,-2.166425392,6.049067775,Virus
6088,-2.166232359,5.350435739,Virus
9113,-2.166164381,6.210694031,Virus
6087,-2.165765866,5.350435739,Virus
3146,-2.165513283,6.204440095,Host
10215,-2.165439492,6.448694422,Virus
7045,-2.164581165,5.766225705,Virus
744,-2.163477602,5.723030061,Host
1591,-2.161942706,6.210694031,Host
6360,-2.161310699,5.507657415,Virus
8129,-2.161147985,6.049067775,Virus
7042,-2.160991988,5.766225705,Virus
1411,-2.160878908,5.507657415,Host
915,-2.160703856,5.723030061,Host
9060,-2.159182126,6.204440095,Virus
3256,-2.158938803,6.052054815,Host
2966,-2.157811535,6.261948077,Host
7735,-2.157576033,5.969352378,Virus
3176,-2.156200374,6.367504144,Host
6358,-2.156018351,5.507657415,Virus
9982,-2.155762275,6.367504144,Virus
8131,-2.15548038,6.049067775,Virus
6923,-2.15397234,5.723030061,Virus
6947,-2.152988122,5.723030061,Virus
2971,-2.152709048,6.261948077,Host
3177,-2.151000795,6.367504144,Host
6341,-2.150691897,5.507657415,Virus
1668,-2.150323428,6.210694031,Host
2916,-2.148995422,6.261948077,Host
6907,-2.148084432,5.723030061,Virus
3379,-2.147007208,6.367504144,Host
3309,-2.146918577,6.052054815,Host
8133,-2.146768671,6.049067775,Virus
3378,-2.146751987,6.367504144,Host
10183,-2.145755111,6.448694422,Virus
1502,-2.145327229,6.377449076,Host
6340,-2.145080927,5.507657415,Virus
6939,-2.145023395,5.723030061,Virus
2742,-2.144957294,6.261948077,Host
6931,-2.143379929,5.723030061,Virus
2912,-2.142995203,6.261948077,Host
6326,-2.14252714,5.507657415,Virus
9984,-2.142294899,6.367504144,Virus
6115,-2.141965994,5.350435739,Virus
2854,-2.141160207,6.261948077,Host
1721,-2.14106184,5.507657415,Host
2490,-2.139819885,6.322060537,Host
10010,-2.137292212,6.367504144,Virus
9996,-2.136567643,6.367504144,Virus
9995,-2.136391675,6.367504144,Virus
6362,-2.135099841,5.507657415,Virus
9817,-2.133932975,6.319760596,Virus
10223,-2.133443616,6.448694422,Virus
10021,-2.133442706,6.367504144,Virus
9531,-2.132179509,6.261948077,Virus
7736,-2.131785434,5.969352378,Virus
3188,-2.13145849,5.969352378,Host
6915,-2.130408186,5.723030061,Virus
9873,-2.129698902,6.322060537,Virus
9393,-2.129460292,6.255168341,Virus
565,-2.129390929,6.319760596,Host
295,-2.129386849,6.319760596,Host
10023,-2.129145885,6.367504144,Virus
3259,-2.128374311,6.052054815,Host
9880,-2.128337055,6.322060537,Virus
10207,-2.128116918,6.448694422,Virus
6328,-2.127510655,5.507657415,Virus
3191,-2.126175635,5.969352378,Host
6361,-2.125789,5.507657415,Virus
6367,-2.125319856,5.507657415,Virus
6955,-2.125145183,5.723030061,Virus
2965,-2.123419914,6.261948077,Host
9793,-2.123143699,6.319760596,Virus
2738,-2.122777837,6.261948077,Host
9979,-2.122360872,6.367504144,Virus
2232,-2.119131105,6.322060537,Host
3387,-2.119061948,5.969352378,Host
3348,-2.118731583,6.204440095,Host
7732,-2.118564291,5.969352378,Virus
3388,-2.118209393,5.969352378,Host
9801,-2.117825822,6.319760596,Virus
9977,-2.117031193,6.367504144,Virus
2231,-2.116863521,6.322060537,Host
10022,-2.11673924,6.367504144,Virus
2967,-2.116553964,6.261948077,Host
653,-2.114936545,6.319760596,Host
9075,-2.113606103,6.210694031,Virus
9102,-2.113333373,6.210694031,Virus
7755,-2.110831808,5.969352378,Virus
9978,-2.110263917,6.367504144,Virus
1770,-2.109596648,6.255168341,Host
1434,-2.109537909,6.210694031,Host
7789,-2.109388556,5.969352378,Virus
9833,-2.109203771,6.319760596,Virus
6958,-2.109005604,5.723030061,Virus
203,-2.108960975,6.319760596,Host
1772,-2.107782548,6.255168341,Host
10020,-2.107202638,6.367504144,Virus
2557,-2.10546056,6.261948077,Host
3192,-2.105392883,5.969352378,Host
1719,-2.104344633,5.507657415,Host
1433,-2.104179641,6.210694031,Host
9120,-2.103072652,6.210694031,Virus
2430,-2.102253541,6.322060537,Host
7790,-2.101802592,5.969352378,Virus
10024,-2.101517112,6.367504144,Virus
3392,-2.10064099,5.969352378,Host
386,-2.097066277,6.319760596,Host
3308,-2.094882992,6.052054815,Host
3307,-2.092726164,6.052054815,Host
6364,-2.092406804,5.507657415,Virus
3391,-2.092259571,5.969352378,Host
2910,-2.090308587,6.261948077,Host
9997,-2.089517253,6.367504144,Virus
2556,-2.088281652,6.261948077,Host
7758,-2.087891341,5.969352378,Virus
476,-2.087801551,6.319760596,Host
2915,-2.085872961,6.261948077,Host
9398,-2.085359789,6.255168341,Virus
9028,-2.08466932,6.204440095,Virus
3390,-2.084144076,5.969352378,Host
3386,-2.083718038,5.969352378,Host
9989,-2.083430102,6.367504144,Virus
1435,-2.083423327,6.210694031,Host
2429,-2.082980111,6.322060537,Host
9998,-2.08079747,6.367504144,Virus
7839,-2.08072209,5.970751066,Virus
3311,-2.079228477,6.052054815,Host
9877,-2.078939789,6.322060537,Virus
2559,-2.078365689,6.261948077,Host
9396,-2.077972155,6.255168341,Virus
3258,-2.077737252,6.052054815,Host
2495,-2.07730612,6.322060537,Host
10017,-2.076973598,6.367504144,Virus
3257,-2.076259445,6.052054815,Host
9399,-2.075793257,6.255168341,Virus
2736,-2.074042492,6.261948077,Host
6942,-2.073866567,5.723030061,Virus
8158,-2.073616257,6.049067775,Virus
2741,-2.07320818,6.261948077,Host
3262,-2.072827825,6.302390873,Host
3312,-2.072007351,6.302390873,Host
3389,-2.071570031,5.969352378,Host
9397,-2.07004095,6.255168341,Virus
7787,-2.069813549,5.969352378,Virus
6901,-2.069438133,5.723030061,Virus
7836,-2.068864957,5.970751066,Virus
7072,-2.068285958,5.766225705,Virus
10018,-2.067836901,6.367504144,Virus
9999,-2.067711987,6.367504144,Virus
2491,-2.066981864,6.322060537,Host
8160,-2.066233721,6.049067775,Virus
3414,-2.064299545,6.302390873,Host
7838,-2.064013183,5.970751066,Virus
1781,-2.06276827,5.350435739,Host
7760,-2.061968163,5.969352378,Virus
3261,-2.061857478,6.052054815,Host
8838,-2.0604429,6.167947556,Virus
6108,-2.059701577,5.350435739,Virus
2909,-2.05895548,6.261948077,Host
6910,-2.058396061,5.723030061,Virus
9395,-2.056386432,6.255168341,Virus
6925,-2.055299619,5.723030061,Virus
6957,-2.055115624,5.723030061,Virus
9991,-2.055101662,6.367504144,Virus
2735,-2.05456538,6.261948077,Host
9093,-2.054480658,6.210694031,Virus
6909,-2.054442196,5.723030061,Virus
6902,-2.05422929,5.723030061,Virus
3415,-2.053157056,6.302390873,Host
7068,-2.05294297,5.766225705,Virus
9107,-2.052917429,6.210694031,Virus
1716,-2.052646966,5.507657415,Host
2911,-2.052156821,6.261948077,Host
7754,-2.050542465,5.969352378,Virus
8840,-2.0504369,6.167947556,Virus
7835,-2.050126572,5.970751066,Virus
10000,-2.049973283,6.367504144,Virus
3366,-2.049188343,6.302390873,Host
3409,-2.047601103,6.302390873,Host
3412,-2.047344698,6.302390873,Host
8156,-2.04713862,6.049067775,Virus
6933,-2.047087734,5.723030061,Virus
9400,-2.04704689,6.255168341,Virus
9825,-2.047008182,6.319760596,Virus
1782,-2.046743231,5.350435739,Host
6106,-2.044782148,5.350435739,Virus
7071,-2.044440921,5.766225705,Virus
7756,-2.04421737,5.969352378,Virus
6941,-2.043204386,5.723030061,Virus
6917,-2.043013372,5.723030061,Virus
7070,-2.042704252,5.766225705,Virus
6109,-2.041231355,5.350435739,Virus
8837,-2.039382684,6.167947556,Virus
9993,-2.039198408,6.367504144,Virus
8154,-2.038696402,6.049067775,Virus
9394,-2.0386416,6.255168341,Virus
3416,-2.038483029,6.302390873,Host
7840,-2.038265638,5.970751066,Virus
3264,-2.037810723,6.302390873,Host
7833,-2.037616915,5.970751066,Virus
8153,-2.037469675,6.049067775,Virus
9134,-2.037142577,6.210694031,Virus
6110,-2.036733323,5.350435739,Virus
3314,-2.036678994,6.302390873,Host
3367,-2.03638924,6.302390873,Host
8833,-2.03578522,6.167947556,Virus
7837,-2.035706042,5.970751066,Virus
8862,-2.034409191,6.167947556,Virus
8155,-2.034299309,6.049067775,Virus
3411,-2.03401404,6.302390873,Host
3364,-2.033545274,6.302390873,Host
6918,-2.032900817,5.723030061,Virus
1715,-2.031910557,5.507657415,Host
6926,-2.031794054,5.723030061,Virus
6105,-2.031288975,5.350435739,Virus
8836,-2.030449857,6.167947556,Virus
2737,-2.029737718,6.261948077,Host
9118,-2.028983716,6.210694031,Virus
3361,-2.028442243,6.302390873,Host
2555,-2.028098546,6.261948077,Host
6934,-2.027899422,5.723030061,Virus
6950,-2.027567239,5.723030061,Virus
7069,-2.027426478,5.766225705,Virus
7067,-2.02728323,5.766225705,Virus
6323,-2.026287631,5.507657415,Virus
6112,-2.025855918,5.350435739,Virus
1783,-2.025176936,5.350435739,Host
1778,-2.024654036,5.350435739,Host
1740,-2.024016252,6.210694031,Host
1785,-2.023112833,5.350435739,Host
8157,-2.022945637,6.049067775,Virus
3413,-2.021439994,6.302390873,Host
7065,-2.020919725,5.766225705,Virus
1717,-2.020833584,5.507657415,Host
1718,-2.020750966,5.507657415,Host
7757,-2.020597602,5.969352378,Virus
3368,-2.020481274,6.302390873,Host
1779,-2.020434415,5.350435739,Host
2558,-2.019416265,6.261948077,Host
2432,-2.019254134,6.322060537,Host
3410,-2.019191375,6.302390873,Host
8839,-2.016639591,6.167947556,Virus
8159,-2.015786901,6.049067775,Virus
9990,-2.015555626,6.367504144,Virus
1776,-2.015435136,6.255168341,Host
8835,-2.015083805,6.167947556,Virus
6111,-2.015011424,5.350435739,Virus
9089,-2.01492692,6.210694031,Virus
7066,-2.01490608,5.766225705,Virus
1775,-2.014693672,6.255168341,Host
9994,-2.013587773,6.367504144,Virus
9090,-2.012790254,6.210694031,Virus
1784,-2.011960967,5.350435739,Host
2295,-2.010441199,6.322060537,Host
9988,-2.010403585,6.367504144,Virus
7834,-2.00805411,5.970751066,Virus
6949,-2.007188528,5.723030061,Virus
2234,-2.006877924,6.322060537,Host
10019,-2.005289339,6.367504144,Virus
8834,-2.004968503,6.167947556,Virus
1714,-2.004686389,5.507657415,Host
6355,-2.004333661,5.507657415,Virus
3365,-2.003882029,6.302390873,Host
2296,-2.003632537,6.322060537,Host
3310,-2.003294929,6.052054815,Host
1720,-2.002964795,5.507657415,Host
8861,-2.001710756,6.167947556,Virus
3204,-2.000223062,6.052054815,Host
3363,-2.000123542,6.302390873,Host
3211,-1.999975227,6.302390873,Host
1777,-1.999907671,6.255168341,Host
3402,-1.999723965,6.052054815,Host
2300,-1.999668819,6.322060537,Host
7759,-1.999317531,5.969352378,Virus
3362,-1.998980709,6.302390873,Host
8864,-1.997063066,6.167947556,Virus
3403,-1.99676078,6.052054815,Host
1773,-1.995865571,6.255168341,Host
9874,-1.995737739,6.322060537,Virus
3205,-1.995255652,6.052054815,Host
9092,-1.99444932,6.210694031,Virus
3260,-1.989790145,6.052054815,Host
8860,-1.989275746,6.167947556,Virus
9109,-1.986692276,6.210694031,Virus
9992,-1.985954747,6.367504144,Virus
1774,-1.985758832,6.255168341,Host
7788,-1.985734615,5.969352378,Virus
3400,-1.985695595,6.204440095,Host
8859,-1.985539151,6.167947556,Virus
8863,-1.98457381,6.167947556,Virus
2553,-1.983884345,6.261948077,Host
6353,-1.980960769,5.507657415,Virus
9985,-1.980913163,6.367504144,Virus
6359,-1.979293003,5.507657415,Virus
8858,-1.976787889,6.167947556,Virus
1756,-1.976742811,6.167947556,Host
1771,-1.976397024,6.255168341,Host
7742,-1.975142233,5.969352378,Virus
3406,-1.975061635,6.052054815,Host
1455,-1.974161352,6.167947556,Host
7739,-1.972905443,5.969352378,Virus
3187,-1.972349074,5.969352378,Host
1760,-1.972309946,6.167947556,Host
1757,-1.972085166,6.167947556,Host
2428,-1.97137285,6.322060537,Host
2230,-1.971317486,6.322060537,Host
1759,-1.971199685,6.167947556,Host
3033,-1.970352495,5.969352378,Host
1739,-1.968713057,6.210694031,Host
9876,-1.96836694,6.322060537,Virus
1738,-1.967631704,6.210694031,Host
1761,-1.967481966,6.167947556,Host
3029,-1.966861547,5.969352378,Host
1767,-1.966812138,5.766225705,Host
6354,-1.965343392,5.507657415,Virus
3208,-1.965223776,6.052054815,Host
3213,-1.965018497,6.302390873,Host
2164,-1.963916475,6.322060537,Host
9987,-1.963900774,6.367504144,Virus
1741,-1.962334148,6.210694031,Host
2163,-1.962121042,6.322060537,Host
3385,-1.961565417,5.969352378,Host
2095,-1.960946008,6.322060537,Host
9986,-1.960589269,6.367504144,Virus
7741,-1.960344682,5.969352378,Virus
1762,-1.959632264,5.766225705,Host
3106,-1.95936723,6.302390873,Host
8857,-1.959289661,6.167947556,Virus
2094,-1.958161165,6.322060537,Host
3032,-1.957030999,5.969352378,Host
2552,-1.956343815,6.261948077,Host
1768,-1.955708671,5.766225705,Host
1755,-1.955522061,6.167947556,Host
1453,-1.954979855,6.167947556,Host
1450,-1.954168055,6.167947556,Host
3030,-1.953552344,5.969352378,Host
9077,-1.951766283,6.210694031,Virus
1765,-1.950360297,5.766225705,Host
1758,-1.950022653,6.167947556,Host
9095,-1.94983202,6.210694031,Virus
1764,-1.949185084,5.766225705,Host
1817,-1.947962419,6.210694031,Host
7799,-1.94754399,5.970751066,Virus
3159,-1.947427391,6.302390873,Host
1754,-1.946652983,6.167947556,Host
1769,-1.944859143,5.766225705,Host
3140,-1.943442292,5.969352378,Host
2554,-1.943227839,6.261948077,Host
1766,-1.941930183,5.766225705,Host
1451,-1.941607651,6.167947556,Host
3304,-1.941213115,6.052054815,Host
2367,-1.940154872,6.322060537,Host
1927,-1.938968698,5.350435739,Host
6100,-1.938113285,5.350435739,Virus
7792,-1.937025836,5.969352378,Virus
1763,-1.936598906,5.766225705,Host
3404,-1.936394809,6.052054815,Host
1890,-1.934016755,6.210694031,Host
3405,-1.933221346,6.052054815,Host
1448,-1.933096283,6.167947556,Host
3034,-1.930951136,5.969352378,Host
3206,-1.930605084,6.052054815,Host
9879,-1.930028982,6.322060537,Virus
3254,-1.929722184,6.052054815,Host
3136,-1.925535794,5.969352378,Host
3207,-1.92445273,6.052054815,Host
1436,-1.924378183,6.210694031,Host
1592,-1.922832045,6.210694031,Host
6101,-1.921521553,5.350435739,Virus
8283,-1.921138238,6.052054815,Virus
6325,-1.920970397,5.507657415,Virus
7798,-1.920741941,5.970751066,Virus
3035,-1.920404848,5.969352378,Host
3052,-1.920205066,6.302390873,Host
1454,-1.92019092,6.167947556,Host
6098,-1.919197984,5.350435739,Virus
1439,-1.919183704,6.210694031,Host
3031,-1.918796482,5.969352378,Host
7779,-1.918652264,5.969352378,Virus
8118,-1.91726322,6.049067775,Virus
7800,-1.915755425,5.970751066,Virus
1452,-1.915582293,6.167947556,Host
3267,-1.915370498,6.302390873,Host
3317,-1.913457189,6.302390873,Host
3161,-1.912316622,6.302390873,Host
2365,-1.912310547,6.322060537,Host
7786,-1.911586433,5.969352378,Virus
8275,-1.910938121,6.052054815,Virus
3137,-1.909635047,5.969352378,Host
2364,-1.908454777,6.322060537,Host
3408,-1.908195041,6.052054815,Host
6102,-1.908181348,5.350435739,Virus
2097,-1.907908141,6.322060537,Host
2227,-1.906183632,6.322060537,Host
9073,-1.905768267,6.210694031,Virus
1745,-1.905261684,6.210694031,Host
3108,-1.903518038,6.302390873,Host
1449,-1.903200729,6.167947556,Host
6357,-1.902647802,5.507657415,Virus
1438,-1.902497883,6.210694031,Host
6097,-1.902461144,5.350435739,Virus
1962,-1.901882524,6.210694031,Host
3210,-1.901290796,6.052054815,Host
8120,-1.900988954,6.049067775,Virus
6104,-1.900794278,5.350435739,Virus
2166,-1.899288132,6.322060537,Host
3087,-1.899040209,5.969352378,Host
7796,-1.898889921,5.970751066,Virus
1744,-1.896810868,6.210694031,Host
3084,-1.895932761,5.969352378,Host
9096,-1.894779037,6.210694031,Virus
3263,-1.894725034,6.302390873,Host
1854,-1.894550154,5.350435739,Host
6103,-1.89394936,5.350435739,Virus
3141,-1.893668254,5.969352378,Host
9110,-1.89290282,6.210694031,Virus
9875,-1.892852678,6.322060537,Virus
3313,-1.892511055,6.302390873,Host
9094,-1.891093199,6.210694031,Virus
8119,-1.890236313,6.049067775,Virus
2025,-1.890221516,6.322060537,Host
2024,-1.889405552,6.322060537,Host
7797,-1.887824884,5.970751066,Virus
8854,-1.8875572,6.167947556,Virus
9111,-1.885950583,6.210694031,Virus
2425,-1.885449814,6.322060537,Host
8116,-1.884536968,6.049067775,Virus
3138,-1.883311594,5.969352378,Host
7795,-1.88318567,5.970751066,Virus
9074,-1.883148913,6.210694031,Virus
3142,-1.881497422,5.969352378,Host
6356,-1.880964807,5.507657415,Virus
3054,-1.880130284,6.302390873,Host
8115,-1.877239256,6.049067775,Virus
7032,-1.876776961,5.766225705,Virus
8849,-1.875913076,6.167947556,Virus
9108,-1.87538101,6.210694031,Virus
8113,-1.87475999,6.049067775,Virus
8855,-1.872912545,6.167947556,Virus
6123,-1.872255966,5.350435739,Virus
8114,-1.871093631,6.049067775,Virus
7794,-1.870035812,5.970751066,Virus
6321,-1.868084052,5.507657415,Virus
7747,-1.866392949,5.969352378,Virus
6327,-1.865545384,5.507657415,Virus
8117,-1.864638448,6.049067775,Virus
8282,-1.864482752,6.052054815,Virus
7744,-1.863858711,5.969352378,Virus
7793,-1.863709911,5.970751066,Virus
2162,-1.862551452,6.322060537,Host
3028,-1.861960189,5.969352378,Host
8853,-1.861955836,6.167947556,Virus
8852,-1.861758956,6.167947556,Virus
1725,-1.860964999,5.970751066,Host
6107,-1.86073472,5.350435739,Virus
8150,-1.86067744,6.049067775,Virus
6322,-1.859934077,5.507657415,Virus
2093,-1.858559376,6.322060537,Host
7740,-1.858533274,5.969352378,Virus
9106,-1.858407917,6.210694031,Virus
8274,-1.857381658,6.052054815,Virus
1748,-1.856666992,6.049067775,Host
7028,-1.85632678,5.766225705,Virus
1724,-1.85429284,5.970751066,Host
7781,-1.853985278,5.969352378,Virus
1726,-1.853889001,5.970751066,Host
7782,-1.853409594,5.969352378,Virus
3216,-1.851362801,6.302390873,Host
3085,-1.850835379,5.969352378,Host
1751,-1.850814187,6.049067775,Host
1727,-1.850741646,5.970751066,Host
8856,-1.850057686,6.167947556,Virus
1746,-1.849482119,6.049067775,Host
9076,-1.848089006,6.210694031,Virus
8851,-1.846887598,6.167947556,Virus
7743,-1.846432432,5.969352378,Virus
9105,-1.846179176,6.210694031,Virus
7064,-1.846071192,5.766225705,Virus
1752,-1.84601291,6.049067775,Host
1747,-1.845898729,6.049067775,Host
9112,-1.845862957,6.210694031,Virus
1742,-1.84557966,6.210694031,Host
6953,-1.845129385,5.723030061,Virus
1749,-1.844987896,6.049067775,Host
8152,-1.844595673,6.049067775,Virus
2426,-1.844008335,6.322060537,Host
1750,-1.843322539,6.049067775,Host
7791,-1.842562318,5.969352378,Virus
3086,-1.842523216,5.969352378,Host
3209,-1.842425977,6.052054815,Host
7831,-1.841979003,5.970751066,Virus
9558,-1.841521119,6.261948077,Virus
3083,-1.841078111,5.969352378,Host
1722,-1.84032793,5.970751066,Host
7060,-1.840303973,5.766225705,Virus
3407,-1.840004098,6.052054815,Host
3342,-1.839506613,5.969352378,Host
6091,-1.838590282,5.350435739,Virus
1728,-1.837520383,5.970751066,Host
7738,-1.836734849,5.969352378,Virus
6069,-1.836521078,5.350435739,Virus
3339,-1.83559397,5.969352378,Host
3139,-1.833466093,5.969352378,Host
6557,-1.832869808,5.565318157,Virus
6324,-1.832287661,5.507657415,Virus
8147,-1.83205904,6.049067775,Virus
2229,-1.83172692,6.322060537,Host
9894,-1.831560924,6.322060537,Virus
3088,-1.831522246,5.969352378,Host
6541,-1.830771413,5.565318157,Virus
2363,-1.830602352,6.322060537,Host
3303,-1.830351347,6.204440095,Host
7063,-1.830251267,5.766225705,Virus
7030,-1.829953752,5.766225705,Virus
7031,-1.829754946,5.766225705,Virus
7062,-1.829596178,5.766225705,Virus
8850,-1.829343927,6.167947556,Virus
1753,-1.828078376,6.049067775,Host
2228,-1.827579021,6.322060537,Host
6937,-1.826516941,5.723030061,Virus
3089,-1.82571564,5.969352378,Host
7749,-1.824725472,5.969352378,Virus
3111,-1.824144524,6.302390873,Host
9079,-1.824109539,6.210694031,Virus
7027,-1.823533431,5.766225705,Virus
6905,-1.823195287,5.723030061,Virus
3253,-1.823071197,6.204440095,Host
6533,-1.823020233,5.565318157,Virus
3212,-1.822819967,6.302390873,Host
3352,-1.82267139,6.204440095,Host
9557,-1.822577242,6.261948077,Virus
7750,-1.822504976,5.969352378,Virus
7828,-1.822246365,5.970751066,Virus
7830,-1.821134168,5.970751066,Virus
8148,-1.821042093,6.049067775,Virus
