"distv_num","dist_loca_num"
-0.0598074681470334,-Inf
-0.124232711400232,-Inf
-0.148082128935912,-Inf
-0.10066937241062,-Inf
-0.172352126793374,-Inf
-0.234767858304543,-Inf
-0.203790925692139,-Inf
-1.92284001584009,6.40507755769513
-1.761788560617,6.40507755769513
-1.80596325733096,6.40507755769513
-1.82331605401084,6.40507755769513
-1.72800101346769,6.40507755769513
-1.74996249944432,6.40507755769513
-1.84609231164744,6.40507755769513
-1.79675310810919,6.40507755769513
-2.4604719739468,6.31976059646826
-1.65206833162651,6.31976059646826
-2.9616306215539,6.31976059646826
-3.32435880730546,6.31976059646826
-2.78007483283982,6.31976059646826
-2.87023921375092,6.31976059646826
-3.56204052457486,6.31976059646826
-3.1436878341029,6.31976059646826
-1.80730803091887,6.26019602714503
-1.7509880159565,6.26019602714503
-1.84169365081099,6.26019602714503
-1.63800665547926,6.26019602714503
-1.75133225191748,6.26019602714503
-1.98732851449224,6.26019602714503
-1.85916528155185,6.26019602714503
-2.05212685152986,6.26019602714503
-2.05629587459373,6.21491760305488
-2.26650278700582,6.21491760305488
-2.11531739468437,6.21491760305488
-2.13263211604989,6.21491760305488
-2.08356018030857,6.21491760305488
-2.16113378974525,6.21491760305488
-2.17627953280581,6.21491760305488
-2.22425260543875,6.21491760305488
-1.83024751863694,5.56531815705819
-1.51996714226212,5.56531815705819
-1.68637719757904,5.56531815705819
-1.66913970996061,5.56531815705819
-1.97122450210187,5.56531815705819
-1.86526357513416,5.56531815705819
-1.50950925465102,5.56531815705819
-1.58561767491765,5.56531815705819
-1.46998401005122,5.91583743969583
-1.34939523479871,5.91583743969583
-1.41506989665125,5.91583743969583
-1.25436734023679,5.91583743969583
-1.38021995711001,5.91583743969583
-1.33505882729011,5.91583743969583
-1.22363937054684,5.91583743969583
-1.25764251727232,5.91583743969583
-2.05385330290466,6.15690139106279
-2.06081212506413,6.15690139106279
-2.05552961712506,6.15690139106279
-2.10870611993051,6.15690139106279
-1.99387091352067,6.15690139106279
-2.16600589117669,6.15690139106279
-2.00880196094853,6.15690139106279
-2.1111454807415,6.15690139106279
-1.44458225489746,5.99952967411726
-1.39283128815414,5.99952967411726
-1.36959081969902,5.99952967411726
-1.39130430855825,5.99952967411726
-1.41808648678856,5.99952967411726
-1.64134246059105,5.99952967411726
-1.3849965063258,5.99952967411726
-1.48937332847366,5.99952967411726
-1.99335994047389,6.2470927935407
-1.98427605878356,6.2470927935407
-1.98475205450964,6.2470927935407
-2.00136673665897,6.2470927935407
-1.99731073503378,6.2470927935407
-2.02866738645364,6.2470927935407
-2.01471822682718,6.2470927935407
-1.98588753603705,6.2470927935407
