Candidatus.Falkowbacteria Chlamydiae Fibrobacteres Candidatus.Latescibacteria Candidatus.Parcubacteria Calditrichaeota Tenericutes Candidatus.Kariarchaeota Candidatus.Bathyarchaeota Spirochaetes candidate.division.WWE3 Candidatus.Rokubacteria candidate.division.Zixibacteria Candidatus.Schekmanbacteria Candidatus.Dadabacteria Candidatus.Krumholzibacteriota Candidatus.Hydrogenedentes Nitrospinae Euryarchaeota Ignavibacteriae Deinococcus.Thermus Thaumarchaeota Rhodothermaeota Thermoplasmatota Lentisphaerae Kiritimatiellaeota Candidatus.Aminicenantes Candidatus.Eisenbacteria Unclassified.Bacteria Verrucomicrobia Other.Proteobacteria Nitrospirae Thermodesulfobacteria Gemmatimonadetes Proteobacteria.Betaproteobacteria Firmicutes Planctomycetes Cyanobacteria Actinobacteria Bacteroidetes Acidobacteria Proteobacteria.Alphaproteobacteria Chloroflexi Proteobacteria.Deltaproteobacteria Proteobacteria.Gammaproteobacteria TOC..g.kg.
Candidatus.Falkowbacteria 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Chlamydiae NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Fibrobacteres NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Other.Proteobacteria NA NA NA -0.0238725424017863 -0.0329390851500048 -0.0707983298440853 -0.0503686485057472 -0.0881869662082329 NA NA 0.35554652680882 -0.0220147237974179 -0.0801635045645146 -0.0113917184681233 -0.0800876065950543 0.0166009543162578 -0.0484131807911591 -0.0959791482216268 0.60709935216903 -0.0317342670846224 -0.119531991992923 -0.0375261548231735 -0.043286736529384 -0.0154218274258872 -0.0241754042631763 0.0555029025273001 0.32512295902361 0.113757441200797 0.0886909617687408 -0.0853327595692198 1 0.503384202408151 -0.0115934898886745 -0.0344358577580477 -0.0254019600132119 0.0424519360506306 -0.0145951068456754 -0.0540823560038137 0.0711338171064935 -0.0227211578022941 -0.0217904717951153 -0.0239135045089711 0.173698867834967 0.166019658730685 0.026073986021001 -0.00292531992018633
Nitrospirae NA NA NA -0.0740797647503974 -0.0948466006557954 0.199319602065078 -0.148082704912672 -0.248373689633141 NA NA 0.292468442162007 -0.016114209635822 -0.233213771998225 -0.0155424239025987 -0.187745905067751 -0.0343804247266045 -0.114958302237028 -0.277058924632177 0.515955308919344 0.543830623539178 -0.281808007214592 -0.168147154033139 -0.132888009021592 -0.0412441165790017 -0.0665264433147873 0.272387724866767 0.0438954030275044 0.0314078841010295 -0.0218576912903446 -0.0730454456811315 0.503384202408151 1 -0.172714654180385 -0.12531241919645 0.0205601013292906 -0.0460124400252175 0.044024725862134 -0.195087862919163 0.029343008580692 -0.121553869183327 -0.0864201184908563 0.0267880220578282 -0.0347084438546595 0.278186668325857 0.177398331232401 0.106300815397183
Thermodesulfobacteria NA NA NA -0.0281852703876021 0.575186646244372 -0.00315018405175501 0.758417023107348 0.721163838373864 NA NA 0.0581945606979041 0.0176739583698239 0.904351884462911 0.0146530208193696 0.348147361811439 -0.067208464099709 -0.191128928030078 0.665846989281826 -0.089568848070685 -0.108082773842952 0.745986613729957 -0.109040661143041 -0.205165029889768 0.17710148853881 0.257369907941954 0.126190883733201 -0.0903841071930343 0.228885964353234 0.0923204564296724 -0.254390503313377 -0.0115934898886745 -0.172714654180385 1 -0.130293381655087 -0.0739877840380114 0.066729611689397 -0.079193988590195 0.0428302363293829 -0.27340165723817 0.23763497164622 -0.093424798654541 -0.0428873582972859 -0.0107653960994537 -0.139473084805521 -0.275588198883819 -0.170936026472399
Gemmatimonadetes NA NA NA -0.0185227772208866 -0.0405842503198563 -0.104188419494189 -0.0619038961821631 -0.101314341981495 NA NA -0.100186904531281 -0.0319443536509225 -0.0997987445717945 0.0658326597696004 -0.101291951093446 -0.0376813003130413 0.0607683513311594 -0.0784325944943636 -0.0496137804047203 -0.0535744461143883 -0.154682658347686 -0.0630390649483863 0.0621939813351376 -0.0215369632356314 -0.0202884528973246 -0.0388820626758051 -0.0740695979255417 -0.0583966390438348 -0.0561992118521267 0.097679730432414 -0.0344358577580477 -0.12531241919645 -0.130293381655087 1 -0.0681083035178872 0.00392726537958338 -0.0150868389723324 0.315932908881695 -0.00865607802955893 0.148119029230107 -0.0245793478730202 -0.0481222654780005 0.190998943336705 -0.104720692425529 -0.135644503437786 0.11266992017553
Proteobacteria.Betaproteobacteria NA NA NA 0.239217109826646 -0.0642400324100226 0.109678649873795 -0.0992755476349954 -0.09689271691968 NA NA 0.260313190318631 -0.0576922658064492 0.0745451418869278 0.0162577431991933 -0.16929057166947 -0.0340434033576426 0.0399436609182086 -0.148929886350749 -0.0869817872656084 0.040815583363719 0.0237625080653059 -0.0845056785006004 0.0599439613081668 -0.0358588368329407 -0.0509460737320975 0.0268446905246868 0.051249372435983 -0.1237486825193 -0.0921463472015504 -0.0850480138735694 -0.0254019600132119 0.0205601013292906 -0.0739877840380114 -0.0681083035178872 1 -0.0743680090195133 -0.0479733459411677 -0.146077881118672 -0.00794443037547445 -0.0385562113848574 -0.065715860659799 -0.0679571638717217 -0.0113126719847777 0.0745289823091226 -0.0905931621919247 0.228149338508791
Firmicutes NA NA NA -0.0991780261546851 0.0791265882291135 0.010281392051897 0.109365025654235 0.0369881642789574 NA NA -0.0232178126404995 -0.0616682801206942 0.0642323750315902 -0.0343328457330828 -0.0249375587847716 -0.0657667838269367 -0.135858690731552 0.0387345450992651 0.0653991494414573 -0.109928591750645 0.0378380901123357 0.212353898167071 -0.139143382807814 -0.0603412981769744 -0.0596670350323186 0.023063067519537 -0.135899764860834 -0.007566701501581 0.0165313309865586 0.110159964042354 0.0424519360506306 -0.0460124400252175 0.066729611689397 0.00392726537958338 -0.0743680090195133 1 0.0393992216484728 0.0609150507253604 -0.102300722354896 -0.0490346577884777 0.0228992578976994 -0.0603702436672937 -0.123704658584828 -0.213828276942878 -0.279680024218004 -0.0683904827224134
Planctomycetes NA NA NA -0.0344467860497658 -0.0298117290410601 0.321105600781328 -0.045994659335921 -0.081884522767391 NA NA 0.255848814485148 -0.0218551402973885 -0.0817101827468437 -0.0639056647214997 -0.0760768717678638 0.00249837960844168 -0.040853703403943 -0.0878730547047771 0.423956659223765 -0.0358112814147612 -0.110672650841646 -0.0138283698820054 -0.0389409866392666 -0.016392586342249 -0.0177022665793277 -0.00416139315502405 -0.0792760597640051 0.668935509015596 0.000497640323554304 0.660274363004062 -0.0145951068456754 0.044024725862134 -0.079193988590195 -0.0150868389723324 -0.0479733459411677 0.0393992216484728 1 -0.0562992532378796 0.240759244711462 -0.0375010862072635 -0.0167965078366099 0.0781959022524789 0.00861908974260725 0.202179509577486 0.0622040229648244 0.0608119624609287
Cyanobacteria NA NA NA -0.0682698289311687 0.126465020818107 -0.0985304442156038 0.177406841179189 -0.0366547938440979 NA NA -0.211283156152645 0.0321454632052983 0.0741776267178794 0.682881939760505 -0.109322975293704 -0.0479329476059473 -0.0980976104856138 -0.058319319717186 -0.0950833114795196 -0.0662313022281955 -0.00979921743388601 -0.0870974721667481 -0.0957802379165907 -0.0431067568432511 -0.0525299360549122 -0.0738787059481296 -0.00436611058111715 -0.133671730363563 -0.0581657568760727 0.0540340073327084 -0.0540823560038137 -0.195087862919163 0.0428302363293829 0.315932908881695 -0.146077881118672 0.0609150507253604 -0.0562992532378796 1 -0.136011653350436 -0.103824843535131 0.19074323635556 -0.0528692483743369 0.0559009771622614 -0.233535593034792 -0.0772225817300108 0.0971654544690477
Actinobacteria NA NA NA -0.0552397122884883 -0.127393205595658 -0.086351808728487 -0.18509723171486 -0.233908365778406 NA NA 0.0129738919017068 -0.0232417905352577 -0.268467977439683 -0.0664804137675512 -0.18748650446379 -0.0424018566157607 0.830292535169261 0.0493282972021423 0.173775866227331 -0.0778401626311866 -0.355640266498031 -0.0115656230431664 0.844872538078497 -0.0217266206215344 -0.039322928233041 0.0793533695007335 -0.132610468600584 0.119245309759906 -0.104471120066341 0.678775880937374 0.0711338171064935 0.029343008580692 -0.27340165723817 -0.00865607802955893 -0.00794443037547445 -0.102300722354896 0.240759244711462 -0.136011653350436 1 0.211236151877172 0.258627878075426 -0.067408376193444 0.589709813903919 0.217694839929483 0.00205533363670053 -0.0161903305914129
Bacteroidetes NA NA NA -0.0436303408662925 -0.062585693347543 -0.193920836557573 -0.0821982869241549 0.240515191662459 NA NA 0.100455375875551 -0.0605843037827544 0.131648321937966 0.020492326061293 0.312745990889014 -0.0675302431690633 0.23657928484505 0.307550068113259 -0.0114687513422448 -0.0894058825627181 0.0233192418887117 -0.0579708806661194 0.302015970725345 0.143756940036708 0.24245481170556 0.108612557204962 -0.166956847938885 0.20092725268643 0.0492880717725513 -0.0164793345562356 -0.0227211578022941 -0.121553869183327 0.23763497164622 0.148119029230107 -0.0385562113848574 -0.0490346577884777 -0.0375010862072635 -0.103824843535131 0.211236151877172 1 -0.0486585078228616 0.0712023145968432 0.328146710012123 0.0543378158515461 -0.00546179362811515 -0.294956721658872
Acidobacteria NA NA NA -0.0271342475210859 -0.0272280370556312 -0.0763620973364089 -0.0418296798846886 -0.0750843001436933 NA NA -0.0817297415166541 -0.0132133675298432 -0.0740780456201626 -0.0758944085780775 -0.0656776252245242 -0.0246459032418336 -0.0421853113277805 -0.081672297539034 -0.023631097916186 -0.0358416781042461 -0.108071137486969 -0.0377161295198415 -0.037240638443422 -0.017771174101479 -0.0212294759022161 -0.0296072695240697 -0.0638042742627478 -0.0525392767477662 -0.0394153270690918 0.0610643297938315 -0.0217904717951153 -0.0864201184908563 -0.093424798654541 -0.0245793478730202 -0.065715860659799 0.0228992578976994 -0.0167965078366099 0.19074323635556 0.258627878075426 -0.0486585078228616 1 0.00476973127782456 0.171029143326247 -0.121551830132591 -0.0834149924665031 0.123769207329425
Proteobacteria.Alphaproteobacteria NA NA NA -0.0310885614788011 -0.0104069282250576 -0.0457584379828259 -0.0137315187350029 -0.0230814052177768 NA NA -0.0434353501355559 -0.0144772010440875 -0.0369475360882393 -0.0759931125816071 -0.0242741383470545 -0.034209623746211 -0.0344656717112182 -0.0198231882511657 0.452019161087266 -0.0315133804027173 -0.0747432331250354 -0.0672106380634005 -0.0296269023245038 0.00101811443919231 -0.00569746255164008 0.000300504431707097 -0.0835395966913189 0.0559557650085105 -0.0505152341962394 -0.0183691896785834 -0.0239135045089711 0.0267880220578282 -0.0428873582972859 -0.0481222654780005 -0.0679571638717217 -0.0603702436672937 0.0781959022524789 -0.0528692483743369 -0.067408376193444 0.0712023145968432 0.00476973127782456 1 0.0937643266574339 0.250108595081352 0.0565731098329748 -0.00727971153940672
Chloroflexi NA NA NA -0.0564592526767926 0.0525559829977025 -0.158812817739778 0.070285173294279 -0.043130863037529 NA NA -0.0569395860606755 -0.0208067036436799 -0.0119579013776933 0.0180575215699028 -0.108871092198095 -0.0959177911088775 0.519385056541172 0.17871276268386 0.149436017557067 -0.120020568314891 -0.120963170162679 -0.211386976520452 0.687650190449214 -0.00862726277399297 -0.0223971062402378 -0.0160479498639819 0.00581043868567413 -0.0177669141554861 -0.0988811117741414 0.209411735323731 0.173698867834967 -0.0347084438546595 -0.0107653960994537 0.190998943336705 -0.0113126719847777 -0.123704658584828 0.00861908974260725 0.0559009771622614 0.589709813903919 0.328146710012123 0.171029143326247 0.0937643266574339 1 0.123040905045455 -0.103086773211437 0.0119216216658055
Proteobacteria.Deltaproteobacteria NA NA NA 0.0259065773018534 -0.249959222793725 0.0834080513709311 -0.281533891758257 -0.238590595652182 NA NA 0.422038672644995 0.2489100369478 -0.3098474849194 0.0843977669331939 0.0759265404957625 -0.0233419892202224 0.172260140804879 -0.21010331757447 0.297507743178653 -0.0536453732935718 -0.162395513034907 -0.374304397345935 0.128165967724773 0.0069731472446895 0.00806797694615407 0.0731438049473971 0.253810425279467 0.129179847324989 -0.208586752975713 0.20999031020124 0.166019658730685 0.278186668325857 -0.139473084805521 -0.104720692425529 0.0745289823091226 -0.213828276942878 0.202179509577486 -0.233535593034792 0.217694839929483 0.0543378158515461 -0.121551830132591 0.250108595081352 0.123040905045455 1 0.297817761241346 0.329524835084034
Proteobacteria.Gammaproteobacteria NA NA NA -0.0365627175522772 -0.175614986687762 0.000372916416173731 -0.267815658210917 -0.361681966651129 NA NA -0.0189557098701197 0.0427972188462746 -0.341764819702085 0.272447153146821 -0.193614870942821 0.207067399807183 -0.0111509956707153 -0.364455752039162 0.087473419397182 0.0965661026536704 -0.202444467890439 -0.075797980214838 -0.00820086486399577 -0.098891816070348 -0.0771150198776011 -0.0437605523765788 -0.0643871380095803 -0.137549848790235 -0.234423427392083 0.0555419362536079 0.026073986021001 0.177398331232401 -0.275588198883819 -0.135644503437786 -0.0905931621919247 -0.279680024218004 0.0622040229648244 -0.0772225817300108 0.00205533363670053 -0.00546179362811515 -0.0834149924665031 0.0565731098329748 -0.103086773211437 0.297817761241346 1 0.0614476164912133
TOC..g.kg. NA NA NA 0.124625819809441 0.0194887046476279 0.375050690261894 0.0379550389008982 -0.260803350565185 NA NA 0.242079913133311 -0.123931311278943 -0.065284662591577 -0.00202947031472977 -0.327960735949418 -0.0658689552135651 -0.0636794454262609 -0.34327553477398 0.0172715452515898 0.118793156403054 -0.0123162179404091 -0.214984843824765 -0.0650643334270495 -0.1467286357215 -0.231880103572711 -0.175622879176704 0.205915158287943 -0.247071554641937 -0.25000559961435 0.0586824641941952 -0.00292531992018633 0.106300815397183 -0.170936026472399 0.11266992017553 0.228149338508791 -0.0683904827224134 0.0608119624609287 0.0971654544690477 -0.0161903305914129 -0.294956721658872 0.123769207329425 -0.00727971153940672 0.0119216216658055 0.329524835084034 0.0614476164912133 1
