Candidatus.Falkowbacteria Chlamydiae Fibrobacteres Candidatus.Latescibacteria Candidatus.Parcubacteria Calditrichaeota Tenericutes Candidatus.Kariarchaeota Candidatus.Bathyarchaeota Spirochaetes candidate.division.WWE3 Candidatus.Rokubacteria candidate.division.Zixibacteria Candidatus.Schekmanbacteria Candidatus.Dadabacteria Candidatus.Krumholzibacteriota Candidatus.Hydrogenedentes Nitrospinae Euryarchaeota Ignavibacteriae Deinococcus.Thermus Thaumarchaeota Rhodothermaeota Thermoplasmatota Lentisphaerae Kiritimatiellaeota Candidatus.Aminicenantes Candidatus.Eisenbacteria Unclassified.Bacteria Verrucomicrobia Other.Proteobacteria Nitrospirae Thermodesulfobacteria Gemmatimonadetes Proteobacteria.Betaproteobacteria Firmicutes Planctomycetes Cyanobacteria Actinobacteria Bacteroidetes Acidobacteria Proteobacteria.Alphaproteobacteria Chloroflexi Proteobacteria.Deltaproteobacteria Proteobacteria.Gammaproteobacteria TOC..g.kg.
Candidatus.Falkowbacteria 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Chlamydiae NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Fibrobacteres NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Firmicutes NA NA NA -0.314439101692896 0.270506957720869 0.145964125560538 0.375805825847927 0.212428889131068 NA NA 0.0375827647963649 -0.113205692056615 0.145030370486335 -0.0037195510424779 0.132654449452369 -0.144493390710547 -0.0276485541081173 0.190429721812652 0.189780909180319 -0.255021608802214 0.142424313528459 0.362987409605574 -0.261432885095337 -0.0630992856490221 0.249243583356998 0.0398896695087332 -0.207499786327698 0.137366681237398 0.283157371613987 0.0839498396970131 -0.0346068812007931 -0.104498779800016 0.310021625856797 -0.120966645537476 -0.212152987319875 1 -0.0562816511184226 0.196764200598437 -0.194833070599811 0.158522327942765 0.280119125573486 0.211276649774503 -0.0238613451746308 -0.144257393327496 -0.239702774026019 0.0419917881379135
Planctomycetes NA NA NA -0.326350296063597 0.0118789575208031 -0.052650576852718 -0.038885788073894 -0.0710547368032969 NA NA 0.234468037573335 -0.153649668413368 -0.139158243949797 0.0685024773085018 -0.189580713647858 0.0732865599147414 0.152979173150621 0.0732332018910046 0.241009711424224 0.142956779049697 -0.0850356309185117 -0.32535007971269 0.105272140787806 0.207988807769568 0.00473020633775639 0.11953738069721 -0.433515814228853 0.358527453058645 0.0832889285322053 0.356844491005512 0.0812822213061355 0.299865608437093 -0.0191413099466415 0.115591397849462 0.119700153322716 -0.0562816511184226 1 -0.253590803787031 0.470718125960061 0.00542434715821813 0.182337551422534 0.188844086021505 -0.0280337941628264 0.251584101382488 0.344854070660522 0.076446727334024
Cyanobacteria NA NA NA -0.194805364509325 0.518017835723987 0.0717810805924759 0.408281417015463 0.0428597316763327 NA NA -0.404857997700197 0.196377017881326 0.0576562853682639 -0.0523192580907196 -0.0317518258637128 0.0802467366565335 0.149592514312797 0.0138133257755906 -0.161966270102954 0.14057802202178 0.0770829083923287 -0.243555203477367 -0.161966270102954 -0.114393287435456 -0.0451980269369432 -0.330235157516677 0.203626799801919 -0.454554647612424 -0.184318279588832 0.174994272964917 -0.341328993426799 -0.320195715536397 0.177354332359301 0.0480443862199482 -0.385810921651843 0.196764200598437 -0.253590803787031 1 -0.404986859627951 -0.289680332700076 -0.0337797396347971 -0.0528006197721571 0.396084990074155 -0.181925933371991 -0.262846177185924 0.206901125525518
Actinobacteria NA NA NA -0.0378300653207566 -0.371678244153058 -0.122574692712288 -0.384327070590058 -0.226198793991527 NA NA 0.275201537870874 0.125713365065483 -0.30063017156611 0.147622111397302 -0.102376223932316 -0.0752432399124651 0.230221292552393 -0.00517282140341223 0.200508610566658 -0.0916225522402979 -0.32971409966956 -0.192562378286234 0.467938761994048 0.501011358641466 -0.200012474804449 0.215629653933732 0.0268473731575081 0.203679145380455 -0.106995730658078 0.34104768832241 0.157303301209439 0.262673719817542 -0.184468462957815 0.272945468509985 0.279108068350076 -0.194833070599811 0.470718125960061 -0.404986859627951 1 0.168538786482335 0.345543582507553 0.220862135176651 0.147945468509985 0.39573732718894 0.277601766513057 -0.0484362624050425
Bacteroidetes NA NA NA 0.0761879920180819 0.0279565120963727 -0.223881664725449 0.115733606812687 0.536368680852508 NA NA 0.329373754455101 -0.202538199272167 0.450175819981354 0.023949202965605 0.260426116034009 -0.22484031973843 -0.0619764534935581 0.549539622126547 0.185967128084296 -0.361621108857319 0.213267553074884 0.426001944720871 0.143929955133523 0.0714720501358962 0.468881703230102 0.222163124394374 -0.154883617134715 0.302458474835936 0.377999869479398 -0.0988620569133948 0.157351568561759 -0.0260679581086649 0.352682991721668 0.354790706605223 0.129170406416923 0.158522327942765 0.00542434715821813 -0.289680332700076 0.168538786482335 1 0.130464006316676 0.560771889400922 0.30198732718894 0.0122407834101382 -0.355750768049155 -0.215298946369292
Acidobacteria NA NA NA -0.137040462562606 0.0599652107559009 0.184947621570419 0.103077304585613 0.0181205414819161 NA NA 0.227177740412715 0.202562509787933 -0.032210315541312 0.278697453198915 -0.00884024524380816 -0.0844014836216577 0.553769363806239 0.127475943253952 0.290250055136163 -0.295381150720354 -0.0461418906587254 0.0333525122884984 0.259115257408077 0.323575193885176 -0.034620665012253 0.258228718147279 -0.0916350794302205 -0.190902256527836 -0.0847535052525579 -0.0147902711815161 -0.0221091007834853 0.344955322913478 0.252476549940607 -0.0566744285029755 0.25567944653153 0.280119125573486 0.182337551422534 -0.0337797396347971 0.345543582507553 0.130464006316676 1 0.364699107262053 0.376725320171833 0.527112992586548 0.00340862721195363 0.163413990863268
Proteobacteria.Alphaproteobacteria NA NA NA -0.169443501878552 0.281459609878683 -0.0885982120831943 0.384986897310769 0.557088052940324 NA NA 0.17562148488939 0.0419044550218277 0.468587356996829 0.276530877967229 0.347168857316867 -0.0617243599281924 0.147872700399634 0.68025507534311 0.323855199651204 -0.0270721965775311 0.333935726736437 0.140013211816099 0.130258913503978 0.237233216773015 0.525052903490959 0.264002464075025 -0.186018654310007 0.274836453291003 0.367431192867046 0.0476784956362317 0.0273675887651893 0.26322631247791 0.569733996578253 0.190188172043011 0.111143274892418 0.211276649774503 0.188844086021505 -0.0528006197721571 0.220862135176651 0.560771889400922 0.364699107262053 1 0.425547235023041 0.230318740399386 -0.14276113671275 -0.150997287804818
Chloroflexi NA NA NA -0.0790472411411623 0.325800890969267 -0.10063262964953 0.263358838459732 0.212513959074752 NA NA 0.0178348180947558 0.0279363033478851 0.119702470506579 0.192854108091451 -0.0612806134234029 0.0423862628078324 0.47318189080988 0.302406626538807 0.272140772513225 -0.138894558391609 -0.00821709554088455 -0.211005114595464 0.395231349582236 0.212038033631584 0.0896051586936352 0.173865700450704 0.147825462520825 -0.323880177479164 -0.0411111824186904 0.234359251964196 -0.135607126341798 0.0468021957563863 0.206746060359953 0.449500768049155 0.121815336754925 -0.0238613451746308 -0.0280337941628264 0.396084990074155 0.147945468509985 0.30198732718894 0.376725320171833 0.425547235023041 1 0.249327956989247 -0.238623271889401 0.133595756465048
Proteobacteria.Deltaproteobacteria NA NA NA 0.0666864872398453 -0.277977846467413 0.0471520929646509 -0.311570177519673 -0.242809759916424 NA NA 0.407001121825411 0.209522275109138 -0.203845942657898 0.340185338481074 0.0075858671083868 0.111352879870457 0.48484614962003 -0.173667307341525 0.298766022128818 -0.179210707251673 -0.0699583913939529 -0.343388591664457 0.211056305606682 0.399748575377883 -0.22543733386989 0.144741499435765 0.291429225085677 -0.220630231819879 -0.151549005000974 0.195659486120487 0.187904802580039 0.622868031306117 0.105289650291669 0.0504512288786482 0.41520089327241 -0.144257393327496 0.251584101382488 -0.181925933371991 0.39573732718894 0.0122407834101382 0.527112992586548 0.230318740399386 0.249327956989247 1 0.458573348694316 0.315027722530319
Proteobacteria.Gammaproteobacteria NA NA NA -0.143534305978638 -0.38688535787581 -0.0525987043632079 -0.414723088190806 -0.540270188863338 NA NA 0.0313848280981039 0.11174521339154 -0.565206706469081 0.0502739341605919 -0.27902798146501 0.0988504570278586 0.0185983112825422 -0.485199023322307 0.238910412896841 0.209176540462363 -0.338056838873149 -0.53236347877821 0.0389650287643583 0.211395299367772 -0.480545962040251 -0.146802055504121 -0.0262536966011995 0.000186275675158503 -0.311921400568224 0.188553325642983 0.0746213266860365 0.380375956475928 -0.395246892903407 -0.185243855606759 0.0517258493876476 -0.239702774026019 0.344854070660522 -0.262846177185924 0.277601766513057 -0.355750768049155 0.00340862721195363 -0.14276113671275 -0.238623271889401 0.458573348694316 1 0.1280992727729
TOC..g.kg. NA NA NA 0.291914347719328 0.0614955621370665 0.399764935497011 -0.038578794899013 -0.223455367593061 NA NA 0.237589964232352 -0.132700625959542 -0.0768356613531471 0.112403967284376 -0.375344520663794 0.31264430938431 0.26863379057529 -0.368557840656399 0.0440863272273225 0.0543682855264102 0.034804129931796 -0.279123618303908 -0.0789303988628543 -0.0477080958127727 -0.24232138627582 0.140586068522334 0.276560967114755 -0.469040102461798 -0.259762974642952 0.199841552692717 0.192567224043523 0.238016981969383 -0.0766293069554198 0.232916496718797 0.31242970629023 0.0419917881379135 0.076446727334024 0.206901125525518 -0.0484362624050425 -0.215298946369292 0.163413990863268 -0.150997287804818 0.133595756465048 0.315027722530319 0.1280992727729 1
