Candidatus.Falkowbacteria Chlamydiae Fibrobacteres Candidatus.Latescibacteria Candidatus.Parcubacteria Calditrichaeota Tenericutes Candidatus.Kariarchaeota Candidatus.Bathyarchaeota Spirochaetes candidate.division.WWE3 Candidatus.Rokubacteria candidate.division.Zixibacteria Candidatus.Schekmanbacteria Candidatus.Dadabacteria Candidatus.Krumholzibacteriota Candidatus.Hydrogenedentes Nitrospinae Euryarchaeota Ignavibacteriae Deinococcus.Thermus Thaumarchaeota Rhodothermaeota Thermoplasmatota Lentisphaerae Kiritimatiellaeota Candidatus.Aminicenantes Candidatus.Eisenbacteria Unclassified.Bacteria Verrucomicrobia Other.Proteobacteria Nitrospirae Thermodesulfobacteria Gemmatimonadetes Proteobacteria.Betaproteobacteria Firmicutes Planctomycetes Cyanobacteria Actinobacteria Bacteroidetes Acidobacteria Proteobacteria.Alphaproteobacteria Chloroflexi Proteobacteria.Deltaproteobacteria Proteobacteria.Gammaproteobacteria Candidatus.Falkowbacteria.HOST Chlamydiae.HOST Fibrobacteres.HOST Candidatus.Latescibacteria.HOST Candidatus.Parcubacteria.HOST Calditrichaeota.HOST Tenericutes.HOST Candidatus.Kariarchaeota.HOST Candidatus.Bathyarchaeota.HOST Spirochaetes.HOST candidate.division.WWE3.HOST Candidatus.Rokubacteria.HOST candidate.division.Zixibacteria.HOST Candidatus.Schekmanbacteria.HOST Candidatus.Dadabacteria.HOST Candidatus.Krumholzibacteriota.HOST Candidatus.Hydrogenedentes.HOST Nitrospinae.HOST Euryarchaeota.HOST Ignavibacteriae.HOST Deinococcus.Thermus.HOST Thaumarchaeota.HOST Rhodothermaeota.HOST Thermoplasmatota.HOST Lentisphaerae.HOST Kiritimatiellaeota.HOST Candidatus.Aminicenantes.HOST Candidatus.Eisenbacteria.HOST Unclassified.Bacteria.HOST Verrucomicrobia.HOST Other.Proteobacteria.HOST Nitrospirae.HOST Thermodesulfobacteria.HOST Gemmatimonadetes.HOST Proteobacteria.Betaproteobacteria.HOST Firmicutes.HOST Planctomycetes.HOST Cyanobacteria.HOST Actinobacteria.HOST Bacteroidetes.HOST Acidobacteria.HOST Proteobacteria.Alphaproteobacteria.HOST Chloroflexi.HOST Proteobacteria.Deltaproteobacteria.HOST Proteobacteria.Gammaproteobacteria.HOST
candidate.division.WWE3 0.339584787489903 0.320854812964408 -0.0584703523216869 0.507685603208187 -0.0615821370667781 -0.0901434808999603 -0.0977197821976958 -0.0788312157717756 -0.0226430705616897 0.443831253104612 1 -0.101865366237349 0.861106406057452 0.0940018731860523 0.125950279826045 -0.0817317078997882 -0.115636931805776 0.048164129156238 -0.0172623508992146 0.0268138570489486 -0.0544948132426181 0.103695786832346 -0.0996834291086794 -0.00496204601517617 0.00554537590775213 0.210223246076306 0.416857172740573 -0.084594176241687 0.258912655923433 -0.134303788362075 0.137871346645191 -0.00464362814204902 0.261552376161177 0.0820207765585189 0.0771643947133659 -0.153382437626506 -0.110871066474285 -0.0814302479953829 0.000642234859159364 0.104754691556115 -0.0207155539875105 -0.00537523928899494 0.2038634782498 0.209553806724599 0.134149078205768 -0.0898401175358202 -0.0839361776381751 -0.0772540099935914 0.777762717959288 -0.0957419116927326 -0.0810744681253937 -0.123586339353861 -0.0856188063340465 -0.0838052512187905 -0.0822633945365461 0.992070884342783 -0.107244315122577 0.886264744054984 0.0985084097498034 0.107047990434541 -0.101528563187336 -0.115610361838144 0.0339478149325189 -0.0160424363876846 0.0153312591737184 -0.0334281580554343 0.198938813782324 -0.0995331745115176 -0.0713929134494365 -0.136205480993883 -0.0955902207462096 0.602687315775888 -0.0886804312682683 0.202623569430015 0.0499413074403047 0.0339163743667497 0.0593836121316529 0.408884217348572 -0.0426606934950303 0.0702835867378621 -0.141727611673103 -0.0655799389086677 -0.0950077896859037 0.0500505735842026 -0.0211485768922652 -0.0246601343939471 -0.100502782491604 0.189352086987817 0.180237604496311 0.273042724948436
Candidatus.Rokubacteria 0.00534656035786808 -6.07869411251153e-06 0.683196396954353 0.233858408190696 0.390805616058752 0.100756904331524 0.539756450153059 0.828097050594016 0.594479047098896 0.0244378568791186 -0.101865366237349 1 0.0875633956130416 -0.301221123977409 0.51002427568883 -0.0233875585015663 -0.0934416447011139 0.738644035505802 -0.0946784555881699 0.39070787390887 0.133163281162605 0.618777717244959 -0.136064646813074 0.40347155083709 0.921233202218712 0.405093639421718 -0.118518516036596 -0.174949194765996 0.718030248060317 0.159110533720568 0.734806775739625 -0.129776954666741 0.719259420601999 -0.0729819142415179 0.0916298824279769 0.314733451754172 0.230058644680743 -0.0945980425971422 0.137759784160714 0.522590936500272 -0.0954747946442933 0.401458941491645 0.162302223178948 -0.133354790264762 -0.0934834709595274 -0.126269802821299 0.564004453506769 -0.108580096248828 -0.0531928524091135 0.559134298605077 -0.0151948734730008 0.729892990619217 0.86752612800367 -0.117787830615503 0.418769290555513 -0.0998127391418266 -0.18307289560683 0.0489341131382728 -0.223150182365717 0.436961109140575 -0.16461315705516 0.375011855211803 0.703307105839863 -0.102985741284141 0.102993718400578 -0.0403080374721417 0.580799371747575 -0.161624677357003 -0.170441289945451 0.920821235217463 0.644448310567767 -0.10778728803075 -0.185199809320078 0.27279742059504 0.58243621124372 0.640857450969345 0.281979431499797 0.426547535688167 -0.0584662060839686 0.620262175353114 0.257231021966253 0.131878235390853 -0.110292859138954 0.573010456979259 0.0419096677503447 -0.111889229690397 -0.100206984168052 0.0285553875833904 0.131579166986888 0.235760732387
candidate.division.Zixibacteria 0.00786727936212022 0.0106850247536083 0.00431579354144651 0.536435326525039 0.0964392689332373 -0.00867227223841753 0.094432099483202 0.0330128868333117 0.0203612327260141 0.205611208538775 0.861106406057452 0.0875633956130416 1 0.0325672215845168 0.00409277327643482 -0.013324867603111 -0.0706736345110524 0.0256656801301604 -0.0491009213833885 -0.0170048436885348 -0.00470119026335887 0.0381105684384778 -0.0726592041935958 0.0029855490018751 0.0842514057700283 0.148782451092537 0.334542716446572 -0.143381652744677 0.3625283304686 -0.0643644565373239 0.0649785311430028 -0.10546662591866 0.238384140572683 0.0227233882329501 0.0638571746186069 -0.0257644194977265 -0.0700860478875688 -0.0604412480876672 -0.0953653139003324 0.0889437955781669 -0.061235395819924 -0.0314918619792532 0.159245431607978 0.108954217417931 0.0279434389829113 -0.0654844190572035 0.103359412078546 -0.0563104112397524 0.670384458457663 0.107946497057469 -0.0305595987108468 0.0998644577939112 0.0369399188324805 -0.061085607861292 0.067628655975337 0.860971302408401 -0.094666773604463 0.989481420521053 0.00770550543324156 -0.0175822172001622 -0.0902195946293239 0.0232156100428493 0.0356544769142347 -0.0534091389111594 0.214227028288147 -0.0248112773268544 0.10049059417078 -0.0854027745406365 -0.0894872882085221 0.0730440432040051 0.0553858794176867 0.508302366347526 -0.0626297552774962 0.420775795236742 0.0858444289280334 0.012284891215093 -0.0946673368579225 0.373614925522345 -0.0143189490313966 0.0134666745823056 -0.021561160461094 0.00398171059942081 -0.0645104164356734 -0.017530161527097 0.0870443965241947 -0.0596785495408399 -0.0539044751917523 0.161677040074761 0.190876740829377 0.212004714322643
Candidatus.Schekmanbacteria -0.0778193809022306 -0.0645404220621311 -0.193076960345292 0.00833051400636973 -0.11312186866294 -0.194978401162528 -0.21378252623396 -0.232972160535737 -0.159514962593825 0.0584332866071099 0.0940018731860523 -0.301221123977409 0.0325672215845168 1 -0.186599615180197 0.490009022840775 -0.0723488326388497 -0.302519977254478 0.275775787703178 0.166563573084983 0.218151754051548 -0.233733569870558 -0.043451674281858 0.0015924862882575 -0.306278583744033 0.0432663888583771 0.107458179791347 0.449112036256583 -0.149259638222677 0.0159558145311584 -0.155581619452248 0.273892077804278 -0.126382975504672 -0.0883969630621544 -0.0796336545599243 -0.180277109720522 -0.28062730970278 -0.193534526605104 -0.163692705514378 0.203479761223989 -0.175728228748729 -0.532656391720035 0.217436788500562 0.487440527745808 0.409068641938555 0.290379093741411 -0.178139461646866 -0.181402151988047 0.0702121139084305 -0.160919817256237 -0.183914709928796 -0.255368441882232 -0.246351071729395 -0.207014846143439 -0.18550551332351 0.102369723535106 0.400730780806082 0.045329300340308 0.71891444794419 -0.265942948562946 0.340258205857221 -0.164981974735101 -0.30571971557485 0.306710540945351 0.302932752587882 0.353160063429319 -0.236692034228426 -0.0506957387725599 0.386006142003244 -0.263023938063233 -0.191008868828397 0.0382193428769713 0.0885297285111735 0.221857544102653 -0.178800119208935 -0.461096253827103 -0.164565436229001 -0.0389486112750741 -0.127158503397377 -0.19670080882944 -0.257534411924942 -0.409177736782941 -0.227022745292774 -0.288407356860237 0.411013918786241 -0.101316623974389 -0.425501046521252 0.20934940079896 0.388691329396783 0.172949894435151
Candidatus.Dadabacteria 0.507958785001951 0.507390796831107 0.681664143647834 -0.132087299974744 -0.0776462439549116 -0.236573121493495 -0.117417730630553 0.688607051596847 0.605234194949149 0.346902300207745 0.125950279826045 0.51002427568883 0.00409277327643482 -0.186599615180197 1 -0.217853602546691 -0.156267923382097 0.685265351632958 -0.0849351914859848 0.335067647784203 0.114638601248641 0.739776807543223 -0.125677886745637 0.107397494122819 0.649774183872669 0.390216117421103 -0.102237693231648 -0.0676982018874821 0.503050081639293 -0.071398162318018 0.78521658301687 -0.0486138128508346 0.823148002635246 0.0923233656459031 0.129064579584964 -0.0266652936707172 0.17389644700599 -0.0837987236868372 0.397318961073245 0.446515956736445 -0.0106842800489777 0.345608012509668 0.107875986086979 -0.109331739868832 0.0392090413823546 -0.113275505128377 -0.105831483543179 -0.0974062283670502 -0.0480231825264747 -0.130241333075378 -0.226648710215732 0.11230183489026 0.679908530242679 -0.105666404103201 -0.103722343929335 0.108928672410064 -0.163148201433702 0.0520373480260999 -0.147142827701574 0.932309667659569 -0.194860016078273 -0.226944574774924 0.595465998175488 -0.0923875828133763 -0.213400189356936 0.00107137319488601 0.624132378266639 -0.149006180719963 -0.154207298872101 0.432911714917691 0.115724968732152 -0.0924594615309187 -0.162028044258923 0.336247744177601 0.555995116458388 0.548004830939772 0.554437788036648 0.556175618737725 -0.0343497290718564 0.661202037702585 -0.0363264694895577 0.10983580188497 -0.115191722598205 0.802794684983472 -0.218421715258678 -0.0109398691281496 -0.0956220392431674 0.0669225436976872 -0.0851235336504923 0.223550881220017
Candidatus.Krumholzibacteriota -0.153852317167618 -0.142961461416911 -0.160208509644792 0.0918126435376568 0.132721613078955 -0.0186863855180961 0.14649120152069 -0.114718758989341 -0.130390388057974 -0.125285666881438 -0.0817317078997882 -0.0233875585015663 -0.013324867603111 0.490009022840775 -0.217853602546691 1 -0.154041684604501 -0.195941568457468 0.313640660364124 0.316224296237548 -0.224532679350796 -0.21434214123871 -0.151432479457586 0.178142819230773 -0.0548424287931178 0.077685395167012 0.182144945465463 0.0391377677695198 0.130102633195145 -0.135271479900127 -0.0213460895805225 0.246928764979313 -0.010432533192549 -0.115153693401851 -0.200388717213804 0.154050949593863 -0.0872323079304286 -0.130077267351397 -0.259948384751593 0.49064789869247 -0.107527984644684 -0.247723598373151 0.0712731462447474 0.436031612530995 0.573527527459634 -0.123010221852011 0.156740777073725 -0.117361450774226 -0.0124969368263839 0.172524489306464 -0.0533085439551102 0.10674756053918 -0.111077321478112 -0.127313855505386 0.114713206472885 -0.0705740029175744 -0.170055449867572 -0.0462450631832565 0.695848448499612 -0.260740944450656 0.75444202477922 0.00733843007600872 -0.155040929228756 0.320178097819772 0.0816720696956874 -0.182381085045763 -0.182885459706125 -0.178007443342258 0.25221401821975 0.0393832818469 0.0375513803678697 0.0412458165736783 -0.0675411494744896 0.00489452659897348 0.00768477061723437 -0.213274930213717 -0.328063794064122 -0.171552958499643 -0.0693919782057261 -0.20067780216267 -0.0159753316559499 -0.197882255393532 -0.120481423339209 -0.25178520974181 0.7349375272326 -0.0822628503653692 -0.233036382720832 -0.065910164692473 0.573198682644486 0.427572793667468
Candidatus.Hydrogenedentes -0.109710021978289 -0.101724388821402 -0.114418359485298 -0.060138281693357 0.00346855470213856 -0.110911366827807 -0.00353382093564419 -0.112432799045076 -0.105372499505392 -0.175792975050387 -0.115636931805776 -0.0934416447011139 -0.0706736345110524 -0.0723488326388497 -0.156267923382097 -0.154041684604501 1 0.0325023870463635 -0.072386747633995 -0.228808016925507 -0.205244882859018 -0.191353581040281 0.972319835068235 -0.0578744019564945 -0.123668443427609 -0.193951040461231 -0.0913169034066197 0.0682977195785939 -0.249289570366917 -0.170758994435959 -0.216282460667931 -0.144484242895545 -0.223888060942835 0.221540213588981 0.69695871420193 -0.159270127290723 0.0937428529346967 -0.0948254502307567 0.472640685065039 -0.384968385957058 -0.135177011766573 -0.0160263318911502 -0.396063593485759 -0.226511767529881 0.0130007769681022 -0.0986115954294041 0.00420653232471369 -0.0796952119344045 -0.0414376660448397 -0.00534244119095568 -0.121447815577136 -0.0322856233169152 -0.112094144021313 -0.0861004416359739 -0.00447777077831261 -0.109625019239311 -0.0778881326466701 -0.0813725006742507 -0.0233845716800212 -0.187084899955316 -0.160105822320243 0.160965088719047 0.287836878645961 -0.0787779907003692 -0.129496371006829 -0.158055582064497 -0.19828515153152 0.949688577241564 0.496403224931954 -0.0930053266523224 -0.0614690824632522 -0.0826287753546299 -0.159710359245006 0.0684863322822347 -0.270152253859282 -0.197447094656805 -0.0698751255663342 -0.19971846314269 -0.188253366891964 0.268248927540836 -0.130431105159672 -0.0151845622136837 -0.0911003854641727 -0.176807742189035 -0.298090128025071 -0.176483381679944 -0.131746477070036 -0.414888158317592 -0.350216438626389 -0.0140681275874256
Nitrospinae 0.455533385916705 0.474994175804866 0.596877717928837 0.0609742503425814 0.240262016120719 -0.130185117204362 0.425839223723316 0.691622530800259 0.522893584364385 0.259441376608961 0.048164129156238 0.738644035505802 0.0256656801301604 -0.302519977254478 0.685265351632958 -0.195941568457468 0.0325023870463635 1 -0.145355775054713 0.56127312592253 0.143804968968565 0.661415221348028 0.00944802205003057 0.25520059947 0.868239375827211 0.352430862139284 -0.135003871164299 -0.115726299223449 0.638456036406508 0.136998084041564 0.810703271161397 -0.163597188816113 0.706997575632214 0.0985733456699348 0.179216911533438 0.159013721423439 0.167662345527002 -0.149899117610399 0.36245621749338 0.469167097245088 -0.0995757822086596 0.498611399726937 0.149347586340433 -0.193774598587943 -0.126136720779773 -0.0692997479315583 0.296387454497284 -0.166698368152679 -0.0820564913756266 0.355439771856242 -0.18246054290674 0.507319976804578 0.708346682765025 -0.180834608092921 0.390423747384766 0.0357664894774099 -0.130124703649744 0.011254996165405 -0.306738637026223 0.602152081553625 -0.268755941685946 0.19914992399362 0.898598895500517 -0.158109594743019 0.0607695356829789 0.0340174633374835 0.707547699805416 -0.0157407187857365 -0.14072873691951 0.693475282053074 0.539003264547933 -0.111933529919588 -0.220487818808186 0.219049232862319 0.551715732077396 0.665493160280296 0.492936799746502 0.324807124873992 -0.0912266275215241 0.745646295099465 0.133939541377192 0.0195754958201847 -0.164698413443907 0.687788587160968 -0.168427603732453 -0.104686287579123 -0.146179718116108 0.0194783820305318 -0.0822965494202068 0.194274683175345
Euryarchaeota -0.0608474808687438 -0.0552288983774242 -0.0618917812582191 -0.0614818895336848 -0.0361415351396705 -0.109445682269621 -0.0573759184996486 -0.0763127951759064 -0.0394121946346211 0.026258888989997 -0.0172623508992146 -0.0946784555881699 -0.0491009213833885 0.275775787703178 -0.0849351914859848 0.313640660364124 -0.072386747633995 -0.145355775054713 1 -0.142393871443493 -0.123860189767546 -0.120834200741762 -0.0585025516744815 0.462878139873098 -0.109198805144195 0.269929040344547 0.638865810549464 0.607239312619949 -0.0484837474136666 -0.179677618171437 -0.0198263739249271 0.736584124991551 -0.0779974954992487 -0.139395758603908 -0.0504833217613519 0.100645166530545 0.026538897218934 -0.053512050782112 -0.0887942112570762 0.21066115617257 -0.00100996668704504 -0.10343472691312 0.428375726451244 0.773119451020252 0.168893091384225 -0.0527256753261429 -0.0492607508945361 -0.0453390975021893 -0.0194935324417077 -0.0606226583054641 -0.103636277346815 -0.073542720858651 -0.0799804269684255 -0.0491839123499144 -0.0482790222289164 -0.0282353998419747 -0.0719319094326063 -0.049365397378812 0.421727005072935 -0.101306038024896 -0.0616970646758317 -0.109577851959381 -0.128337654258031 0.994006967949327 -0.0999236464055826 -0.0899078920154333 -0.134976572111017 -0.0693570202783517 0.708146952103804 -0.094290403997479 -0.0827371504746954 0.279389552403557 -0.010306256213716 -0.142341188715788 -0.180892781001452 -0.168016244791803 0.0133631707921194 -0.0534798055523118 -0.0745410999325057 0.000923987505713947 0.0795855016246794 -0.107112973789335 -0.0559264842954794 -0.182914629636527 -0.00929195502170873 -0.036245965389294 -0.0845350975891308 0.0204599116688512 0.540683538147702 0.0920415205334893
Ignavibacteriae 0.372650574067777 0.425771856323254 0.266460900096368 0.030388255542531 0.149437223346392 -0.14697561495098 0.302609355054905 0.33553342102057 0.241759738960089 0.160783140037011 0.0268138570489486 0.39070787390887 -0.0170048436885348 0.166563573084983 0.335067647784203 0.316224296237548 -0.228808016925507 0.56127312592253 -0.142393871443493 1 0.353986966680349 0.321438476925344 -0.223890315762309 0.0983267351973805 0.522627628320104 0.181871374944359 -0.183500558456562 0.0116708527727223 0.487133466808173 0.322736345189685 0.560695557133546 -0.169872482502898 0.437995735554011 0.115901935589348 -0.0871025571150391 0.0869936593766176 -0.0470426246966564 -0.172132437530113 0.0759617208584202 0.68162809932642 -0.127401501994984 0.151825873441865 0.259710323020897 -0.0555095963603963 0.156116454503306 0.25506700686478 0.184670106152349 -0.173367294790145 -0.0816022799555859 0.246544754280034 -0.1932945933824 0.309500232003499 0.335609841099872 -0.188123943040897 0.277604994747356 0.0175405119789441 0.251488322481796 -0.0398753433717751 -0.00442522201063192 0.267407645820716 0.278749795202408 -0.0010559132543783 0.440655536903849 -0.155952071787444 0.45557720788505 0.34674305332655 0.396078642616047 -0.265430562018142 -0.252560126350413 0.376682003260335 0.29509438758381 -0.171785844718531 0.013990298276793 0.339395425738061 0.422222402654768 0.377964835335685 0.168087079242797 0.0310301139774815 0.0156089186474824 0.360233403675725 -0.0456950538796597 -0.166920370382159 -0.195879814367593 0.405819889455668 0.407419538785345 -0.0236072723770265 -0.243358736489435 0.227553975931651 0.16240564432961 0.256847586799575
Deinococcus.Thermus -0.035194657817206 -0.0273219919379153 0.136869113573278 0.0145898596313461 0.010478053623716 -0.061034179792869 0.0270636896160905 0.159073993343811 0.103416478340613 -0.0060454968342093 -0.0544948132426181 0.133163281162605 -0.00470119026335887 0.218151754051548 0.114638601248641 -0.224532679350796 -0.205244882859018 0.143804968968565 -0.123860189767546 0.353986966680349 1 0.137364344585401 -0.183539222498515 -0.146344184595534 0.121763858677866 -0.0834101095074739 -0.117953815174204 0.302088034612053 0.148152690384628 0.620515261754511 0.0883088654251122 -0.236137408460724 0.0994442996049638 0.203177070620637 -0.134746259587117 -0.171925072618264 -0.0494525754575319 -0.152680274863171 -0.0189411868825204 0.128367031093441 0.0551763921941984 -0.13205196845766 0.565390458956621 -0.127098265011329 -0.396043235124611 0.746760400851263 0.0154192960844358 -0.142242440170038 -0.00799045374156124 0.0164785607710781 -0.0177068705267832 0.0755249655535345 0.158506672033742 -0.154304785388004 0.0205534501031541 -0.0494117847213643 0.813289779213537 0.00171196164545975 -0.341499203962135 0.131483364004352 -0.26855703310926 -0.145206083282057 0.00491408991724578 -0.134716335809769 0.666416303427446 0.92726979030523 0.0935957565719386 -0.215353813601547 -0.224688571456249 0.134369916826112 0.0496715296469368 -0.0874617035946035 0.416720958685584 0.466162165726054 0.181026179860416 0.106178455373605 0.122688377764964 0.0995233699631116 0.27314557088791 0.059207255460003 -0.108343789395714 -0.0121629304043051 -0.161139061220046 0.270928151015333 0.19104654966929 0.217913781261718 -0.0562436828413278 0.662502107014855 -0.0655186860916906 -0.379615312665158
Thaumarchaeota 0.315728857014118 0.344333370650519 0.667760112903013 0.0334488380988562 0.101093111463723 -0.135590613316351 0.0942281682062206 0.70647510031187 0.609395824646934 0.623825447719401 0.103695786832346 0.618777717244959 0.0381105684384778 -0.233733569870558 0.739776807543223 -0.21434214123871 -0.191353581040281 0.661415221348028 -0.120834200741762 0.321438476925344 0.137364344585401 1 -0.182621272746145 0.102907633964573 0.692297769528541 0.406933554004398 -0.13296868339285 -0.201004097307709 0.55902437195937 -0.0572044616200636 0.862384827199799 -0.115268809066512 0.850625982165748 0.0771828964876503 0.171439754185752 0.0258182541067211 0.147093870362523 -0.134958537113169 0.230533939629415 0.466187490906549 0.0412578095008209 0.295947350638654 0.270061285071589 -0.106133910118931 0.133716767087547 -0.16438118666608 0.0507852929825376 -0.141530300030024 -0.0553027316176935 0.0997398185346082 -0.161235456956369 0.275456217726539 0.718793544168081 -0.153532254831444 0.0586037277782247 0.0872005678685771 -0.236022764594329 0.0847155940148515 -0.112824025876464 0.691542493954368 -0.267194542809701 -0.0506922384142931 0.567907536663749 -0.130971315528924 -0.16739221654138 -0.0119661166475203 0.919480546654667 -0.212955826343221 -0.2192086089151 0.574545763900741 0.330751640507652 -0.106563925968031 -0.184524623516509 0.241971596092862 0.533297893238028 0.674325176142963 0.490714982919462 0.776271659412247 -0.0174710783035649 0.609238952217291 -0.0116571712162633 0.115590747231399 -0.167312269686708 0.649290438187389 -0.191118353917197 0.0201828365878121 -0.133132211739542 0.160150623684857 -0.0117279692281756 0.441647999391214
Rhodothermaeota -0.0900416817555626 -0.0817273422072732 -0.0915870302561715 -0.0909804753144087 -0.0534819939747964 -0.168662333579506 -0.0849044877490113 -0.112927147007594 -0.0858268339489924 -0.147871317249275 -0.0996834291086794 -0.136064646813074 -0.0726592041935958 -0.043451674281858 -0.125677886745637 -0.151432479457586 0.972319835068235 0.00944802205003057 -0.0585025516744815 -0.223890315762309 -0.183539222498515 -0.182621272746145 1 -0.0851916756782777 -0.162514601592786 -0.219553190381231 -0.0752939064115342 0.0891329969931278 -0.261114023376605 -0.192759651706576 -0.218153824206569 -0.139299415614066 -0.21632329955985 0.253427910908105 0.762286488438574 -0.192655332926068 0.121790502047243 -0.0794676334569104 0.50473514290228 -0.382431257710385 -0.115466335186009 -0.0153911512922662 -0.383205513661514 -0.227244470123876 0.031408499517219 -0.0780230900323498 -0.072895718799828 -0.0670924832070346 -0.0330779111481928 -0.0897089908798636 -0.15732292092026 -0.10964742008554 -0.11835448319216 -0.0727820136524233 -0.0714429635038328 -0.0936379657385292 -0.0675168722860795 -0.0730505739441903 -0.00726957003908741 -0.149903851479081 -0.167857125490997 0.0555120513376308 0.232658252909058 -0.0636356879057823 -0.148845479596453 -0.133710145454209 -0.21229260681997 0.944506223634486 0.508433763480917 -0.141032051467386 -0.122961754429326 -0.0692444364603131 -0.126744004741863 0.0980748108074979 -0.302411394520432 -0.203388529655619 -0.0579196849646208 -0.181937674194948 -0.15688390361217 0.29985613366223 -0.160589965409703 0.0131414746685989 -0.08274932116846 -0.159955702910263 -0.308343391599719 -0.14536431495363 -0.110369985942377 -0.387652587899975 -0.354737002419345 -0.0125435498327904
Thermoplasmatota 0.125692115469656 0.148852489705238 0.0705726989969767 0.139154101360682 0.248933671821518 0.0285509707521531 0.279717437948677 0.155982838063937 0.090401108001496 0.13290742454327 -0.00496204601517617 0.40347155083709 0.0029855490018751 0.0015924862882575 0.107397494122819 0.178142819230773 -0.0578744019564945 0.25520059947 0.462878139873098 0.0983267351973805 -0.146344184595534 0.102907633964573 -0.0851916756782777 1 0.366406383128236 0.552982714871713 0.301431257322764 0.214609487517321 0.287339476350292 0.0788353430559015 0.288774934885582 0.344625461395858 0.173145047151202 -0.14953229846159 0.0338000624325831 0.416183884573486 0.258907756673123 0.103648665025408 -0.0100878341670224 0.321232593457357 -0.088951843609716 0.353466341893881 0.232356004211563 0.401408876015501 0.0519302462216465 -0.149124668960813 0.49878403142504 0.0434997501165008 -0.0552181129017757 0.36770107260555 -0.0909304635725889 0.349228302378008 0.209623783289946 0.0287873663248588 0.203302763669456 -0.0148933164512718 -0.202263970687355 -0.0449474232628386 0.155153727471799 0.0579783737069691 -0.156228398311506 0.231434955174486 0.288096156227713 0.485336928385409 -0.0232403338359555 -0.152180624944137 0.201537756002755 -0.118491391616293 0.347983046306709 0.266133996512795 0.14790115588357 0.038551757055989 -0.178024785172613 -0.176901681842935 0.208424193053722 0.209439972921229 0.0331221334882896 -0.00771035910549166 -0.163899585978471 0.261024658853317 0.335046668063792 -0.0497330305446434 0.0958211620444736 0.0734724083117331 -0.0963897962645619 -0.137727125362045 -0.00600572685328541 -0.0880581959587122 0.472819359370205 0.213646199961252
Lentisphaerae 0.28245837361766 0.283638688596025 0.622169259319398 0.195590801588333 0.384379207899177 0.0527589671951395 0.554257226087658 0.798975409990506 0.551367719950774 0.177328207556135 0.00554537590775213 0.921233202218712 0.0842514057700283 -0.306278583744033 0.649774183872669 -0.0548424287931178 -0.123668443427609 0.868239375827211 -0.109198805144195 0.522627628320104 0.121763858677866 0.692297769528541 -0.162514601592786 0.366406383128236 1 0.515914964502655 -0.141138405715871 -0.182730283786325 0.765209205263721 0.167851135497025 0.858313792368526 -0.128508649126189 0.790777746337016 0.0137540710821196 0.11440512887614 0.300834198646306 0.236085479313538 -0.110989435840998 0.211977408431803 0.588305254236486 -0.072580765238048 0.496019946904172 0.219074564035333 -0.112295818204111 -0.0427107644085365 -0.146466980910788 0.484003054493464 -0.125947760503561 -0.0619571297179947 0.546464717098624 -0.0496237157070296 0.722540267372033 0.81923956710717 -0.136628295545054 0.464010324432083 -0.0012051950942918 -0.211596016631342 0.0505395249430109 -0.225579972345935 0.575660114312882 -0.183441465953543 0.33206222226541 0.808456297152668 -0.11844419620242 0.0841464349046097 -0.0429198862200103 0.714116063510314 -0.191878620300647 -0.19893095821479 0.886537464728412 0.636813516106286 -0.12976052069421 -0.216746228126316 0.222986647109708 0.65826534844159 0.738872276179515 0.396696985716618 0.426933180860769 -0.0588552839895297 0.713917496733588 0.251902128500871 0.107246806529337 -0.133623625644526 0.68839975070026 -0.00856179526954671 -0.084722605379678 -0.102738531734363 0.06060171520555 0.140356049115396 0.325080327305214
Kiritimatiellaeota 0.332142148067379 0.33916629811885 0.14535072090774 0.247737018595145 0.215125795393298 0.0348399816625262 0.299638477396347 0.279686442770846 0.113656928430874 0.427780530397701 0.210223246076306 0.405093639421718 0.148782451092537 0.0432663888583771 0.390216117421103 0.077685395167012 -0.193951040461231 0.352430862139284 0.269929040344547 0.181871374944359 -0.0834101095074739 0.406933554004398 -0.219553190381231 0.552982714871713 0.515914964502655 1 0.228833434698731 0.0830758806351502 0.459784460947802 -0.0308406757275913 0.531216354551455 0.377029841844681 0.501964166227886 -0.103059597055807 0.0387025165881607 0.211743756003692 0.0834870997702793 -0.143366571858648 0.0507599339447909 0.47930900775867 -0.0804396394309719 0.181754279406906 0.330603069812351 0.399553510033328 0.268493347335285 -0.204027732631444 0.308397164679608 -0.138771390147619 0.0061337223787758 0.334244068725337 -0.0623885845715947 0.416137728517796 0.283263582011646 -0.148854573785294 0.256588379862358 0.191545847419178 -0.2373139353107 0.126423421820902 0.214510406338649 0.304504250758566 -0.119231217754572 0.236724486746493 0.346095926497801 0.301123017702766 -0.0627447312803246 -0.141977773162399 0.484478727558041 -0.209011326216144 0.0677747590398597 0.376223018760865 0.273981220615021 0.00421396931460923 -0.259874810493489 0.0151343393226122 0.407742368705556 0.321879522065276 0.275792066234203 0.392251066111486 -0.206184387717287 0.386278381638313 0.141836389979161 -0.121716326469329 -0.168817130669575 0.283923424678766 -0.0586669088856685 -0.140879502397335 -0.233446198801521 0.0353138557171846 0.439646657230056 0.460499975778564
